,Unnamed: 0,tout,s,i,t1,t2,t3,t4,t5,sp,m,rh
7000,7000,-1.9916666666666667,42.16666666666666,1455.1296075727673,23.72374875575591,23.06320213451943,24.920075548956238,22.86349520454459,23.026063611790107,23.72,5.408024154027474,56770.853870201114
7001,7001,-1.95,46.0,1455.1296075727673,23.00799977893868,23.33906451288333,23.4034268867834,22.78242655089337,23.024551289832978,23.000000000000004,6.342606885393944,69253.51673073227
7002,7002,-1.9083333333333328,59.16666666666667,1351.6795379428215,24.24063284354023,23.05186863847443,23.43003576335781,22.87289065856132,22.96403943492957,24.55,11.89559454054029,174614.5178517748
7003,7003,-1.8666666666666667,72.33333333333333,1351.6795379428213,23.86022994649222,24.489299640839448,24.42486659553122,23.007973622852848,22.978126648010374,23.88,10.177091780318849,84960.17682307289
7004,7004,-1.825,85.5,1248.2294683128755,24.71603283260448,24.11704134811541,24.42982590744013,23.099895437066003,23.083629388788648,24.95000000000001,11.93966033062533,177105.02379214644
7005,7005,-1.7833333333333337,98.66666666666666,1144.7793986829304,24.24491912687025,24.808537200335874,23.1623540546344,22.98795283207034,23.174856482702133,24.26,8.872110896414279,83876.54891022897
7006,7006,-1.7416666666666665,111.83333333333331,1144.7793986829295,23.12990740611591,24.43266286637393,23.4642824603198,22.92593858079071,23.11834666894911,23.11,11.89559454054029,83324.28263971403
7007,7007,-1.7,125.0,1144.7793986829304,24.188122443085287,23.382342320078806,24.593697236500503,22.840112033183928,23.04607706523664,24.79,15.555777476091151,227286.0452004389
7008,7008,-1.6083333333333332,138.16666666666669,3401.900741884979,23.12145612521945,23.70851836913477,23.81388308800149,22.998786586378145,23.0147112334197,23.02,8.235411604989434,43909.92431850561
7009,7009,-1.5166666666666668,151.33333333333334,3401.900741884979,23.75709322407758,24.39803303392631,23.06045094865335,23.010369372757484,22.9900955829149,23.86,7.9163116298841825,90622.46765916217
7010,7010,-1.425,164.5,3401.900741884978,24.02890321986277,24.963832513396987,23.621966180872974,23.22233971496757,23.0845127216528,24.03000000000001,4.575228669438574,57291.84997479697
7011,7011,-1.3333333333333337,177.66666666666669,3401.900741884978,24.62885742550612,24.57270404054573,23.630002153203048,23.439727056704307,23.192526099637114,24.71,8.235411604989434,131633.46341472812
7012,7012,-1.2416666666666665,190.8333333333333,3401.900741884978,24.382959543654145,24.12574735449853,23.22440110223645,23.107411423518148,23.16952015659593,24.38000000000001,4.5752286694385775,54515.40303213455
7013,7013,-1.15,204.0,3401.900741884978,24.609177305666734,24.81865181956709,24.649063539003297,23.334495189807075,23.20280820655817,24.61000000000001,4.575228669438574,67719.01135958236
7014,7014,-1.0583333333333331,219.16666666666669,3401.900741884979,24.923090702340627,23.4257046924708,24.49089918526662,23.49349636830909,23.31369026477811,24.979999999999986,8.23541160498943,131904.61333967742
7015,7015,-0.9666666666666668,234.33333333333337,3401.900741884978,23.433178805424323,23.0719465032942,24.830939822608013,23.54927497736871,23.362039072819012,23.34,8.207799946842073,40089.01171020179
7016,7016,-0.875,249.5,3401.900741884978,23.913557085023307,23.299531760240086,24.99958682420075,23.18090615824605,23.34738344858663,23.99000000000001,8.235411604989434,129178.66049806392
