,tout,s,i,t1,t2,t3,t4,t5,sp,m,rh
0,-2.291666666666667,0.0,910.6090530192537,22.282268270259838,22.05548152648644,21.698100970233146,20.553385967483877,20.188175524218046,24.000000000000004,20.966343909533528,398441.83280651015
1,-1.7833333333333337,0.0,910.6090530192537,23.999006787911295,23.32849253092018,22.7223785949228,20.820424202333843,20.82191262143497,24.01,7.613590443669293,409927.5207088533
2,-1.2749999999999997,0.0,910.6090530192537,23.964069430135197,23.247679451613827,22.65355821498717,20.867924893933328,21.02507401881037,24.02,13.141677711620655,404442.6305085062
3,-0.7666666666666668,0.0,910.6090530192537,24.022965615859434,23.229084813087894,22.600197706566213,20.914060574131426,21.20623391434604,24.04,8.452955909786947,409217.02105978335
4,-0.2583333333333331,0.0,910.6090530192537,24.056425640057014,23.36800050099981,22.672249754789586,20.975097487884465,21.33250936803049,24.06,6.8450173696797245,410598.70851031935
5,0.25,0.0,910.6090530192537,24.077950559490613,23.487847242176656,22.750512768879904,21.028841758016068,21.41678223688488,24.08,6.8691759123234055,410580.86134574626
6,0.7583333333333335,0.0,910.6090530192537,24.151343859709627,23.541894523167905,22.78941553579676,21.06487385184776,21.483609814130762,24.16,7.151471152844343,410355.8564921386
7,1.2666666666666664,0.0,910.6090530192537,24.09052198964901,23.53982758893849,22.790558014416064,21.065521407746193,21.506476016888932,24.09,6.586275120468079,410605.58531934133
8,1.7749999999999997,0.0,910.6090530192537,24.13834829027472,23.571092689459967,22.8131066251968,21.083571182743622,21.554628849414982,24.14,6.74933018743289,410548.71468834416
9,2.2833333333333337,0.0,910.6090530192537,24.24748907291236,23.60018831202219,22.831218545529033,21.095594854764254,21.559623129887328,24.25,7.05452038647137,410585.8878750662
10,2.791666666666667,0.0,910.6090530192537,24.12098333729361,23.628397352304074,22.858883946747483,21.10467453151771,21.57554877501046,24.12,6.372880591309851,410498.8817475515
11,3.3,0.0,910.6090530192537,24.310241537233928,23.658754078911137,22.888605150197854,21.113412692204136,21.60710655956616,24.32,7.067384735827947,410192.569870336
12,3.208333333333333,0.0,910.6090530192537,24.222076774198605,23.674485016010728,22.895172620831122,21.1176119730687,21.596648920663036,24.22,6.599830204581206,410486.79698848625
13,3.1166666666666667,0.0,910.6090530192537,24.355213235309787,23.696339773073174,22.910979442796766,21.125371840034003,21.61226553467373,24.38,7.7632132586581255,409791.35370732774
14,3.025,0.0,910.6090530192537,24.378415981017326,23.70037682977417,22.9099148182357,21.126380603334574,21.631935286815363,24.38,6.931691007193153,410472.06366082135
15,2.9333333333333336,0.0,910.6090530192537,24.363124480931322,23.707465875497412,22.90925864251282,21.12791231880485,21.65280486435313,24.36,6.841867761530494,410613.62259982055
16,2.8416666666666663,0.0,910.6090530192537,24.226377559226602,23.70305910491133,22.894414552139178,21.1240214547636,21.632146582357997,24.22,6.072356582264957,411000.52442049165
17,2.75,0.0,910.6090530192537,24.428264647387298,23.74168381318089,22.932843179031032,21.137541730255265,21.639488795219002,24.46,8.061541235474014,409278.05998895486
18,2.658333333333333,0.0,910.6090530192537,24.240109726867534,23.748814723320216,22.934586663485984,21.14467096784625,21.655117120813433,24.23,5.248728732876394,410722.3288694132
19,2.566666666666667,0.0,910.6090530192537,24.330491909457802,23.73755427781268,22.91456575186008,21.14260504177118,21.644168696837667,24.34,7.658182303211273,410861.8961246568
20,2.475,0.0,910.6090530192537,24.48298234460609,23.759242632930306,22.93403320782061,21.150234710509245,21.654691385667615,24.5,7.319110396535111,409937.3444974931
21,2.3833333333333333,0.0,910.6090530192537,24.37739831174849,23.7655498510468,22.935664461245914,21.15429692514355,21.672655817828122,24.37,6.135617756712942,410676.7907072627
22,2.291666666666667,0.0,910.6090530192537,24.60489328859795,23.781685552053318,22.95030061007958,21.162600254746877,21.698089860798454,24.65,8.638135480943912,409137.06404567027
23,2.2,0.0,910.6090530192537,24.392651219367533,23.765841550358683,22.917445356558108,21.1583758469575,21.68118067811818,24.38,5.439469812433464,410990.1805710144
24,2.1083333333333334,0.0,910.6090530192537,24.548500562079855,23.77310493084877,22.913554724157066,21.160290501567616,21.669735541016397,24.56,8.484772498921838,410426.89808848366
25,2.0166666666666666,0.0,910.6090530192537,24.54002561741212,23.783348212126675,22.918876476088382,21.165462996140963,21.68357849849368,24.54,6.676658831879343,410513.2544824551
26,1.9250000000000005,0.0,910.6090530192537,24.408488672023886,23.768615285730373,22.897425476420242,21.161767767806822,21.669538425565854,24.4,6.551931360881896,410977.2096818118
27,1.8333333333333337,0.0,910.6090530192537,24.55055738794264,23.78035335467426,22.908850380530172,21.166280230887004,21.68512560732656,24.56,7.518026977832014,410174.50609158917
28,1.7416666666666667,0.0,910.6090530192537,24.66446128906643,23.79464960324513,22.92155695538476,21.175151465944232,21.708606353014044,24.68,7.57626360359522,409937.954807081
29,1.6500000000000001,0.0,910.6090530192537,24.550877916956964,23.77545341298889,22.89370037481085,21.17209743360392,21.68915765412684,24.54,6.684596426511754,410991.17868651345
30,1.5583333333333333,0.0,910.6090530192537,24.417299104553404,23.786045698940086,22.901433371128803,21.17773721297248,21.688424007201338,24.41,6.837373437324165,410279.17872333963
31,1.4666666666666668,0.0,910.6090530192537,24.617239012346836,23.801074290576096,22.916296955580897,21.187231930796308,21.706134452333522,24.65,8.465165671918285,409313.3742099742
32,1.375,0.0,910.6090530192537,24.40152231098207,23.777041782387627,22.88432893948389,21.18218942376938,21.682595293600745,24.39,5.588825504196349,411037.6232591209
33,1.2833333333333337,0.0,910.6090530192537,24.75677108198197,23.8590202360831,22.98574235597568,21.21691752158944,21.740455066545223,24.86,14.6679235941083,403932.84160448593
