,tout,s,i,t1,t2,t3,t4,t5,t6,m,tret
0,-2.291666666666667,0.0,0.0,20.188175524218046,22.282268270259838,22.05548152648644,21.80933630340637,21.698100970233146,20.553385967483877,146.79410273208543,20.100488632042765
1,-1.7833333333333337,0.0,0.0,20.82191262143497,23.999006787911295,23.32849253092018,23.42198399261632,22.7223785949228,20.820424202333843,146.73825642376997,20.648213324619626
2,-1.2749999999999997,0.0,0.0,21.02507401881037,23.964069430135197,23.247679451613827,23.373267561435643,22.65355821498717,20.867924893933328,146.0399630086153,20.86167260421492
3,-0.7666666666666668,0.0,0.0,21.20623391434604,24.022965615859434,23.229084813087894,23.43916959546718,22.600197706566213,20.914060574131426,146.79410273208543,21.148715450625865
4,-0.2583333333333331,0.0,0.0,21.33250936803049,24.056425640057014,23.36800050099981,23.717259308264012,22.672249754789586,20.975097487884465,146.79410273208543,21.20623391434604
5,0.25,0.0,0.0,21.41678223688488,24.07795055949061,23.487847242176656,23.945735635725924,22.750512768879904,21.028841758016068,146.7941027320854,21.33250936803049
6,0.7583333333333335,0.0,0.0,21.483609814130762,24.15134385970963,23.541894523167905,24.051986761109127,22.78941553579676,21.06487385184776,146.79410273208543,21.41678223688488
7,1.2666666666666664,0.0,0.0,21.506476016888932,24.09052198964901,23.53982758893849,24.05998147943113,22.790558014416064,21.065521407746193,146.5550868919055,21.486713687922038
8,1.7749999999999997,0.0,0.0,21.554628849414982,24.13834829027472,23.571092689459967,24.129252215913873,22.8131066251968,21.083571182743622,146.6151603862263,21.526571834815908
9,2.2833333333333337,0.0,0.0,21.559623129887328,24.24748907291236,23.60018831202219,24.11054298844833,22.831218545529033,21.095594854764254,142.74781765805028,21.55768443336535
10,2.791666666666667,0.0,0.0,21.57554877501046,24.12098333729361,23.628397352304074,24.18634337550656,22.858883946747483,21.10467453151771,146.21251817290863,21.563281038413745
11,3.3,0.0,0.0,21.60710655956616,24.310241537233928,23.658754078911137,24.268474406374988,22.888605150197854,21.113412692204136,145.41776207722705,21.589466515804826
12,3.208333333333333,0.0,0.0,21.596648920663036,24.222076774198605,23.674485016010728,24.173891688483664,22.895172620831122,21.1176119730687,142.32643571653819,21.602356205932523
13,3.1166666666666667,0.0,0.0,21.61226553467373,24.355213235309787,23.696339773073174,24.22190660205536,22.910979442796766,21.125371840034003,146.79410273208543,21.59569198902717
14,3.025,0.0,0.0,21.631935286815363,24.378415981017326,23.70037682977417,24.29974630569264,22.9099148182357,21.126380603334574,146.6957755277806,21.617883640948683
15,2.9333333333333336,0.0,0.0,21.65280486435313,24.36312448093132,23.707465875497412,24.365952718070112,22.90925864251282,21.12791231880485,146.79410273208543,21.640368826407094
16,2.8416666666666663,0.0,0.0,21.632146582357997,24.226377559226602,23.70305910491133,24.295672039833335,22.894414552139178,21.1240214547636,139.94733159528334,21.65280486435313
17,2.75,0.0,0.0,21.639488795219002,24.428264647387298,23.74168381318089,24.339269205137448,22.932843179031032,21.137541730255265,146.7941027320854,21.632146582357997
18,2.658333333333333,0.0,0.0,21.655117120813433,24.240109726867534,23.748814723320216,24.41323307374225,22.934586663485984,21.14467096784625,145.2175405043138,21.639488795219002
19,2.566666666666667,0.0,0.0,21.644168696837667,24.330491909457802,23.73755427781268,24.260780868825123,22.91456575186008,21.14260504177118,141.02407115147238,21.655117120813433
20,2.475,0.0,0.0,21.654691385667615,24.48298234460609,23.759242632930306,24.31332470266984,22.93403320782061,21.150234710509245,146.79410273208543,21.644168696837667
21,2.3833333333333333,0.0,0.0,21.672655817828122,24.37739831174849,23.7655498510468,24.432036642487873,22.935664461245914,21.15429692514355,146.10442952815038,21.654691385667615
22,2.291666666666667,0.0,0.0,21.698089860798454,24.60489328859795,23.781685552053318,24.503979473394246,22.95030061007958,21.162600254746877,146.7941027320854,21.672655817828122
23,2.2,0.0,0.0,21.68118067811818,24.392651219367533,23.765841550358683,24.455940405093823,22.917445356558108,21.1583758469575,140.19903403231908,21.698089860798454
24,2.1083333333333334,0.0,0.0,21.669735541016397,24.548500562079855,23.77310493084877,24.43338044838987,22.913554724157066,21.160290501567616,144.2272136153267,21.68118067811818
25,2.0166666666666666,0.0,0.0,21.68357849849368,24.54002561741212,23.783348212126675,24.483426392858163,22.918876476088382,21.165462996140963,146.64547060331674,21.669735541016397
26,1.9250000000000005,0.0,0.0,21.669538425565854,24.40848867202389,23.768615285730373,24.401440791741447,22.897425476420242,21.161767767806822,140.2950176812118,21.68357849849368
27,1.8333333333333337,0.0,0.0,21.68512560732656,24.55055738794264,23.78035335467426,24.476764213086852,22.908850380530172,21.166280230887004,145.86576520799804,21.675871832375336
