,t41,t42,t43,t44,t45,t5
0,23.06320213451943,23.723748755755906,24.920075548956238,23.83936846326691,22.86349520454459,23.026063611790107
1,23.33906451288333,23.00799977893868,23.4034268867834,23.71266846543689,22.78242655089337,23.024551289832978
2,23.05186863847443,24.24063284354023,23.43003576335781,23.07590751103797,22.87289065856132,22.96403943492957
3,24.489299640839448,23.86022994649222,24.42486659553122,23.08963789514968,23.007973622852848,22.978126648010374
4,24.11704134811541,24.71603283260448,24.42982590744013,23.662613779634103,23.099895437066003,23.083629388788648
5,24.808537200335874,24.24491912687025,23.1623540546344,23.84593614548532,22.98795283207034,23.174856482702133
6,24.43266286637393,23.12990740611591,23.4642824603198,24.17876511901976,22.92593858079071,23.11834666894911
7,23.382342320078806,24.188122443085287,24.593697236500503,24.03055403765383,22.840112033183928,23.04607706523664
8,23.70851836913477,23.12145612521945,23.81388308800149,23.060593752101692,22.998786586378145,23.0147112334197
9,24.39803303392631,23.75709322407758,23.06045094865335,23.61252248281331,23.010369372757484,22.9900955829149
10,24.963832513396987,24.02890321986277,23.62196618087297,24.297377988499928,23.22233971496757,23.0845127216528
11,24.57270404054573,24.62885742550612,23.63000215320306,23.14244282608647,23.439727056704307,23.192526099637114
12,24.12574735449853,24.382959543654145,23.22440110223645,23.55465652639684,23.107411423518148,23.16952015659593
13,24.81865181956709,24.609177305666734,24.649063539003297,24.03951083989151,23.334495189807075,23.20280820655817
14,23.4257046924708,24.923090702340627,24.49089918526662,24.368357798074733,23.49349636830909,23.31369026477811
15,23.0719465032942,23.433178805424323,24.830939822608013,24.169701680271274,23.54927497736871,23.362039072819012
16,23.299531760240086,23.913557085023307,24.99958682420075,24.004960641625985,23.18090615824605,23.34738344858663
17,24.135250959488225,24.61408965169181,24.998296675874553,24.32073444832739,23.42223335683427,23.34292993610235
18,24.68498059257325,23.90940328876573,23.336591864050853,22.87253510180922,23.35011777628263,23.333978560725363
19,23.21509971671935,24.53977590837389,23.62721943526897,22.999558409485644,23.14780494910513,23.24437205974537
20,23.556810154423623,23.708290814433926,24.54659044800161,23.889988938263755,23.344114038888264,23.17664191263276
21,24.56255909364922,24.12770099510871,24.88837536492109,24.32799839384536,23.27857021886645,23.192110231914825
22,24.79935341315101,24.768857543282298,24.57119391382091,23.00032042176747,23.38623197732347,23.222729708061753
23,23.441856261111436,24.17230405018399,23.707709837403737,23.495110371253425,23.150970642365287,23.232052376028925
24,23.092876582265173,24.17982823472796,24.59755807757201,23.11956917750127,23.335624011628923,23.15332791364893
