,Unnamed: 0,tout,s,i,t1,t2,t3,t4,t5,sp0,m,rh
7000,7000,-1.9916666666666667,42.16666666666666,1455.1296075727676,23.83936846326691,23.06320213451943,24.920075548956238,22.86349520454459,23.026063611790107,24.020000000000003,3.106896602178144,163395.2727545048
7001,7001,-1.95,46.0,1455.1296075727676,23.71266846543689,23.33906451288333,23.4034268867834,22.78242655089337,23.024551289832978,24.62,2.945598814074054,249376.52871238755
7002,7002,-1.9083333333333328,59.16666666666667,1455.1296075727676,23.07590751103797,23.05186863847443,23.43003576335781,22.87289065856132,22.96403943492957,23.1,2.945598814074054,81193.13160511869
7003,7003,-1.8666666666666667,72.33333333333333,1455.1296075727676,23.089637895149675,24.489299640839448,24.42486659553122,23.007973622852848,22.978126648010374,23.090000000000003,2.945598814074054,49136.57938355667
7004,7004,-1.825,85.5,1455.1296075727673,23.662613779634103,24.11704134811541,24.42982590744013,23.099895437066003,23.083629388788648,24.92000000000001,3.058668950639199,246823.61330272237
7005,7005,-1.7833333333333337,98.66666666666666,1455.1296075727676,23.84593614548532,24.808537200335874,23.1623540546344,22.98795283207034,23.174856482702133,24.830000000000005,3.0835222307253423,247158.28628300302
7006,7006,-1.7416666666666665,111.83333333333331,1351.6795379428215,24.178765119019765,24.43266286637393,23.4642824603198,22.92593858079071,23.11834666894911,24.18,2.945598814074054,90591.14287797279
7007,7007,-1.7,125.0,1351.6795379428215,24.03055403765383,23.382342320078806,24.593697236500503,22.840112033183928,23.04607706523664,24.03000000000001,3.1754711751595344,71208.04582850459
7008,7008,-1.6083333333333332,138.16666666666669,4022.6011596646526,23.060593752101692,23.70851836913477,23.81388308800149,22.998786586378145,23.0147112334197,23.090000000000003,3.1754711751595344,88099.86828071314
7009,7009,-1.5166666666666668,151.33333333333334,4022.6011596646526,23.61252248281331,24.39803303392631,23.06045094865335,23.010369372757484,22.9900955829149,24.97,3.1754711751595344,247082.3954213985
7010,7010,-1.425,164.5,4022.6011596646526,24.297377988499928,24.963832513396987,23.621966180872974,23.22233971496757,23.0845127216528,25.0,3.1754711751595344,246696.30763105288
7011,7011,-1.3333333333333337,177.66666666666669,4022.6011596646526,23.14244282608647,24.57270404054573,23.630002153203048,23.439727056704307,23.192526099637114,23.15,3.1754711751595344,50167.327397824934
7012,7012,-1.2416666666666665,190.8333333333333,4022.6011596646526,23.55465652639684,24.12574735449853,23.22440110223645,23.107411423518148,23.16952015659593,23.56000000000001,3.175471175159536,56720.03738693168
7013,7013,-1.15,204.0,3712.2509507748164,24.03951083989151,24.81865181956709,24.649063539003297,23.334495189807075,23.20280820655817,24.570000000000004,3.1754711751595344,246732.2486164809
7014,7014,-1.0583333333333331,219.16666666666669,3712.2509507748164,24.368357798074733,23.4257046924708,24.49089918526662,23.49349636830909,23.31369026477811,24.36999999999999,3.129496702942436,65256.54892988737
7015,7015,-0.9666666666666668,234.33333333333337,3712.2509507748164,24.16970168027128,23.0719465032942,24.830939822608013,23.54927497736871,23.362039072819012,24.94,3.1754711751595344,248526.2609062265
7016,7016,-0.875,249.5,3712.2509507748164,24.004960641625985,23.299531760240086,24.99958682420075,23.18090615824605,23.34738344858663,24.65,2.945598814074054,249907.3714071425
7017,7017,-0.7833333333333332,264.66666666666663,3712.2509507748164,24.32073444832739,24.135250959488225,24.998296675874553,23.42223335683427,23.34292993610235,24.96,3.175471175159533,246063.2438155447
7018,7018,-0.6916666666666667,279.83333333333337,3712.2509507748164,22.87253510180922,24.68498059257325,23.336591864050853,23.35011777628263,23.333978560725363,23.02,3.1754711751595344,70225.410061692
7019,7019,-0.6,295.0,3712.2509507748164,22.999558409485644,23.21509971671935,23.62721943526897,23.14780494910513,23.24437205974537,23.000000000000004,3.1663412599584464,37223.62433301388
7020,7020,-0.5499999999999999,310.16666666666663,3712.2509507748164,23.889988938263755,23.556810154423623,24.54659044800161,23.344114038888264,23.17664191263276,24.31000000000001,3.1754711751595344,208019.75985624047
7021,7021,-0.5,325.33333333333337,3712.2509507748164,24.32799839384536,24.56255909364922,24.88837536492109,23.27857021886645,23.192110231914825,24.33,3.1357216970611614,65816.02975919272
7022,7022,-0.45,340.5,3401.900741884979,23.000320421767476,24.79935341315101,24.57119391382091,23.38623197732347,23.222729708061753,23.01,3.1754711751595344,50893.47128077613
7023,7023,-0.4,355.66666666666663,3401.900741884979,23.495110371253425,23.441856261111425,23.707709837403737,23.150970642365287,23.232052376028925,24.78,3.1754711751595344,248865.32014137023
7024,7024,-0.3499999999999999,370.83333333333326,3401.900741884978,23.119569177501273,23.092876582265173,24.59755807757201,23.335624011628923,23.15332791364893,23.160000000000004,3.1754711751595344,50265.28880956662
7025,7025,-0.3,386.0,3401.900741884978,23.88730338286231,23.27912668842432,24.897440480553797,23.36987426989632,23.17818903731117,24.84,3.175471175159533,246892.7527439105
7026,7026,-0.25,389.5,3401.900741884978,24.250903067070308,23.82702392586857,24.88021997027909,23.570525602345448,23.245210831206226,24.980000000000004,2.945598814074054,246694.83788158238
7027,7027,-0.2,393.0,3401.900741884978,23.382491814678332,23.12705663650021,23.634637095276407,23.76789306679068,23.334389746367197,23.42,3.1294967029424385,51202.49187317885
7028,7028,-0.15,396.5,3401.900741884979,23.722722459949107,23.388789930146608,23.042789821735873,23.531784854761554,23.301999450404164,24.87,3.175471175159533,249345.3337732213
7029,7029,-0.09999999999999998,400.0,3401.900741884978,23.058031136383292,24.70320369188497,24.335379600538683,23.187581212864288,23.262915872594014,23.05,3.1754711751595344,44497.22830220196
