,option1,option3-1,option3-2,option3-3,option3-4,option3-5,option4-1,option4-2,m1,m2,m3,m4,m5
33,23.50508555,23.95251827,23.99691141,24.05982051,23.6800138,23.29376414,24.00231245,23.33083826,8.775412237,8.549877577,8.701650797,3.162248127,73.90659689
34,23.4928879,23.95447383,24.03651806,23.9834118,23.69586896,23.32602337,24.03939835,23.33753636,4.818913427,4.575228669,8.974054012,3.083522231,53.6892547
35,23.5936725,24.0425252,23.98563267,23.99765917,23.76871917,23.3237067,23.95110074,23.3623158,12.18561277,6.582545218,5.855755773,3.175471175,75.43075107
36,23.59408483,23.9874134,23.88973066,23.94728116,23.69321958,23.29808967,23.97658926,23.36769759,9.710139714,8.265368719,3.405156774,3.136458191,74.89747295
37,23.6480236,24.08139931,23.86771349,24.01106525,23.74016769,23.30803729,23.93775736,23.38986247,12.82985844,7.773176125,5.619343517,3.175471175,73.90659689
38,23.67636069,24.10895222,23.90633225,23.91779471,23.69081138,23.30470059,23.92899625,23.41351569,10.68363151,7.950970972,9.19174549,2.945598814,74.49284951
39,23.63314036,23.91824163,23.94503448,23.99067659,23.70224301,23.30812266,23.939509,23.42213093,12.43683445,8.235411605,7.042290985,3.097934063,31.70767322
40,23.7127812,24.08353776,23.889632,24.0017149,23.739092,23.34251576,23.90540737,23.47356691,13.96307011,8.284505229,3.469081842,3.129496703,74.86479649
41,23.6796742,24.09503218,23.87627485,24.00211099,23.77953924,23.4236684,23.92950362,23.51447496,8.394851729,4.787927846,5.661370924,3.129496703,45.81473079
42,23.61704496,24.00191417,23.89693464,24.06768155,23.7581591,23.47132085,23.97477413,23.50958966,9.241076954,8.107078452,5.733741413,3.175471175,43.47037602
43,23.51709087,23.95509546,23.89607901,23.94954376,23.70394308,23.41451965,23.98019866,23.44068456,4.664525971,5.243581926,8.266266657,3.148988381,75.43075107
44,23.47591585,23.96674103,23.93290942,23.9124298,23.70731097,23.44271351,24.02076163,23.41713284,4.664525971,11.89559454,3.207761747,3.12950455,53.29941589
45,23.60976769,23.94403531,23.94620481,24.07973108,23.7794768,23.43659053,23.93630988,23.43332478,4.664525971,11.36722685,8.266579926,3.175471175,75.43075107
46,23.66365759,24.07880802,24.00476199,24.04049642,23.8272409,23.46570385,23.90995416,23.45703744,13.30542938,12.3408155,3.646522724,3.175471175,75.43075107
47,23.60566573,23.89722573,24.00067503,24.00592563,23.77793467,23.44963478,23.92566752,23.44039933,12.12776752,4.575228669,3.145206069,3.175471175,75.43075107
48,23.59869117,23.89924251,23.93767092,23.98994329,23.73215696,23.49940343,23.98436341,23.46661057,5.567942591,7.143883827,6.290412138,3.175471175,51.26815117
49,23.57457261,23.88746001,23.91132117,23.93112633,23.61318191,23.4286207,23.98247075,23.42028831,4.664525971,4.575228669,6.061859079,2.945598814,63.3618309
50,23.73690156,24.05638715,23.8569243,24.03701999,23.75279828,23.45467026,23.90680887,23.47714101,13.18045783,7.050987458,8.125808578,3.175471175,74.29455486
51,23.69640501,23.94047423,23.84016937,23.93116639,23.74600759,23.42079296,23.94043605,23.47467237,9.329051941,4.682772685,6.290412138,3.175471175,75.43075107
52,23.67925337,24.05098384,23.88670396,23.88729082,23.78502763,23.40450552,23.95235119,23.47229752,8.523377422,11.89559454,4.053900094,3.175471175,75.43075107
53,23.75542759,23.97290253,23.94791327,23.99907486,23.83638246,23.50929385,23.96072377,23.56237644,12.08441917,5.196925206,5.632141907,3.175471175,57.60631407
54,23.62215343,23.91745505,23.95987335,23.9514807,23.76249399,23.50990647,24.01685364,23.53393785,6.149379055,5.280650909,9.028383554,3.175471175,45.87401832
55,23.6710355,23.96069478,23.89812479,24.03508269,23.71697997,23.49986086,23.95530502,23.53080138,6.364800762,6.991308625,6.290412138,2.945598814,75.43075107
56,23.64171437,24.05791789,23.91037916,23.96899935,23.7171199,23.47589256,23.95086472,23.49597992,8.716134554,11.75178436,3.289568599,3.129496703,62.88763778
57,23.65753307,23.90769979,23.85942928,23.90563187,23.70881639,23.45450139,23.90572374,23.49189858,12.12776752,8.235411605,3.145206069,3.175471175,75.43075107
58,23.60505027,23.8586774,23.84384892,23.80970154,23.65611325,23.39589334,23.93407928,23.4588736,5.416426141,4.797197954,6.626106099,3.175471175,75.43075107
59,23.52601825,23.84445421,23.93675499,23.79824297,23.60083409,23.32835022,23.98713362,23.40440146,4.664525971,11.89559454,3.145206069,3.129698435,75.43075107
60,23.66344975,24.01689513,23.90454915,23.97881106,23.75240222,23.41492702,23.94234092,23.48607078,9.257732595,7.869191846,6.473683972,3.175471175,48.69988752
61,23.61492826,24.078414,23.95878079,23.8922437,23.72975577,23.38339593,23.9754666,23.45278095,8.823100318,13.14789166,5.893211817,3.060534995,73.52555835
62,23.62748776,23.93814376,23.90004159,23.9051171,23.74232876,23.40788854,23.95729006,23.48289387,12.15605255,7.379713536,4.522362656,3.129496703,41.56669729
63,23.6258376,24.03342643,23.90996768,23.8430447,23.75597139,23.39384448,23.92082929,23.48309084,10.25305948,4.575228669,3.706214918,3.175471175,75.43075107
64,23.61619988,23.91310568,23.8975731,23.92448924,23.74334575,23.3698562,23.93280927,23.47261271,12.12776752,4.63905176,6.307765677,3.175471175,75.43075107
65,23.592949,23.95812356,23.95105729,23.92485147,23.77196963,23.41260963,23.95148024,23.48938412,5.507221059,13.72568601,3.145206069,3.175471175,43.76740699
66,23.5968128,24.06811562,23.93338324,23.86797035,23.68813966,23.39300985,23.95148852,23.46353319,8.405388995,4.575228669,7.941944829,3.083638478,75.43075107
67,23.61309412,23.99832454,23.86376524,24.04961647,23.72483741,23.45615736,23.94341414,23.49810345,9.585284604,7.248313024,7.966350911,3.129496703,43.24780152
68,23.55767028,24.05204062,23.93094506,23.95117191,23.75866953,23.42625787,23.99102801,23.45257917,8.53113962,11.89559454,8.238175507,3.175471175,75.43075107
69,23.52357475,24.01326816,24.00517761,23.90980361,23.76200045,23.46920106,24.02193597,23.44453309,8.478429392,4.575228669,3.145206069,3.119625597,55.42177604
70,23.61398555,24.00153578,23.91140475,24.00467625,23.79700942,23.46278244,23.9369345,23.46126093,4.746657285,8.235411605,6.868177471,3.129496703,75.43075107
71,23.60139942,24.04057441,23.8697832,23.89564781,23.73182786,23.43599871,23.96951627,23.45151628,7.754236865,5.357239027,6.290412138,3.175471175,75.43075107
72,23.63231827,24.08880228,23.91007248,23.81931781,23.74994753,23.42014574,23.93996469,23.45551666,8.625554303,11.81521862,3.739885857,3.175471175,75.16572317
73,23.64923566,23.93110686,23.97120298,24.01961083,23.74848092,23.40385127,23.96380046,23.44753536,13.75040955,4.675603195,8.640703031,3.175471175,75.43075107
74,23.67630332,23.87368419,23.89977266,24.03069415,23.75514443,23.39229762,23.94623792,23.46486421,4.664525971,8.235411605,3.145206069,3.159384565,75.43075107
75,23.69531413,23.8382137,23.87706272,24.02215931,23.80090676,23.38439631,23.91638962,23.48818017,4.664525971,5.145452252,3.293284405,3.175471175,75.43075107
76,23.77046725,24.04640312,23.94376823,24.07858272,23.9140226,23.50909706,23.93151286,23.58093881,12.40813675,8.710654514,3.438928106,3.164264412,52.80695013
77,23.7115198,24.06856141,23.91055956,23.99742769,23.81190847,23.50567501,23.95565299,23.57280528,5.085559757,6.200224087,8.033882634,3.129496703,75.43075107
78,23.69212733,23.94925509,23.96105057,23.93159695,23.77277636,23.57654844,24.0130876,23.60925313,12.17235243,15.35617128,3.673111923,3.037547759,60.0770676
79,23.74256597,24.08123938,23.90331996,24.03009193,23.82359499,23.62000479,23.94053121,23.63835803,12.24127276,7.823472173,6.348468928,3.175471175,60.9451081
80,23.63379194,23.97828123,23.97876508,23.99955131,23.78577404,23.6645112,24.05293663,23.62695309,11.64140472,18.51640167,6.750390956,3.175471175,53.2872116
81,23.71304846,24.06440309,23.91375134,24.01051852,23.83321543,23.66340757,23.92150899,23.63406013,9.226231089,7.8845492,5.533296649,3.129496703,74.15321804
82,23.67794858,23.95582783,23.93106891,24.09380308,23.81708776,23.73707185,23.98763289,23.64685394,11.53529337,15.23938587,5.327263782,3.175471175,52.25144019
83,23.63883387,24.03072916,23.96803668,24.12241616,23.83916996,23.73972075,23.96058936,23.61834416,8.396146747,5.370983807,4.027275655,3.175471175,75.43075107
84,23.70369368,24.0763075,23.96568581,24.07959666,23.8480978,23.76519822,23.89530269,23.62713164,8.584431512,4.575228669,3.145206069,3.037418692,75.43075107
85,23.70569755,23.96609893,23.93486716,24.0880813,23.81731071,23.84538578,23.96594138,23.66485599,12.12776752,5.912841152,3.282960908,3.111514975,52.68696619
86,23.74989201,24.0552593,23.95085673,24.08614662,23.87550738,23.93409207,23.93185573,23.71470589,8.396146747,4.575228669,3.145206069,3.089086198,49.15042902
87,23.65303192,24.02801481,24.00280566,23.98066574,23.79903651,23.90716982,23.96969416,23.65612216,5.261137823,8.491292445,9.258558208,3.175471175,60.49940675
88,23.71579305,24.11715389,24.0274192,24.15066321,23.86822392,24.0124187,23.96298514,23.69743624,8.419743255,4.575228669,8.544216866,3.129496703,55.15812681
89,23.65327081,23.98527025,23.99793947,24.08702092,23.785938,23.97373389,23.95546138,23.64750321,10.96950423,4.575228669,6.24890689,2.991573286,75.43075107
90,23.68952692,24.06406827,23.93181264,23.94543474,23.80704893,23.94639409,23.92939802,23.63666303,9.358355925,6.283418371,7.681509946,3.175471175,75.43075107
91,23.68225495,23.93433927,23.93868967,24.09748749,23.82151238,23.96697603,23.9434349,23.6402416,12.12776752,4.575228669,9.19665298,3.175471175,39.5577291
92,23.63154573,24.01342542,23.97119928,24.02038521,23.76173187,23.9167789,23.99433247,23.59188747,7.924889558,11.43335906,8.958659206,3.083522231,73.90659689
93,23.65956849,23.96838989,23.91244933,23.94332323,23.78923291,23.92731705,23.95648456,23.60767984,5.663796199,9.150457339,5.586706666,3.172039773,44.86670575
94,23.68371154,24.01460574,23.93938735,24.09673325,23.8318433,23.90993032,23.97001922,23.60108427,6.591147545,11.65134243,9.203976902,3.175471175,74.62536531
95,23.62400156,23.90315195,23.97100254,23.99229324,23.73181568,23.83668437,23.98107389,23.54650882,9.575409144,4.575228669,8.161753733,2.945598814,75.43075107
96,23.75991421,23.92563699,23.91491362,24.15992739,23.8261578,23.93785539,23.98931016,23.64239958,4.664525971,8.324062765,9.509598027,3.090156127,61.30954763
97,23.71601306,23.94106383,23.94270081,24.05522094,23.84592428,23.89745037,23.97393638,23.62406445,5.157637376,11.88772299,5.705205384,3.175471175,75.3978999
98,23.71668231,23.97676081,23.9919792,24.09229959,23.85929995,23.88776337,23.93145708,23.60958096,7.204217679,4.575228669,5.699755165,3.172028989,75.43075107
99,23.68616645,23.89331485,24.00997813,24.01214622,23.80758397,23.83398582,23.95165992,23.57842272,9.329051941,4.575228669,7.273163097,3.175471175,75.43075107
100,23.76251609,23.88362578,23.91576879,24.05758366,23.82688646,23.8166023,23.92163386,23.59902558,4.664525971,8.235411605,5.661370924,3.175471175,75.43075107
101,23.77842969,23.92028337,23.92063284,24.07276839,23.8504157,23.80734002,23.93312477,23.60735513,6.62676721,4.575228669,4.368708935,3.175471175,75.43075107
102,23.77599579,24.01618311,23.89414767,24.00056931,23.8654356,23.78561897,23.93914126,23.6135283,8.771386355,5.278767512,9.444704834,3.16285606,75.43075107
103,23.86194957,24.09568417,23.93672879,24.09459282,23.95430892,23.92191223,23.95471873,23.72067898,5.896097505,8.235411605,6.259326735,3.171300446,60.73326688
104,23.81203045,24.07774092,23.970145,24.04872064,23.95155391,23.990283,23.9777326,23.75363973,5.519758471,9.150457339,6.247364215,3.175471175,52.85538264
105,23.69508198,24.02456972,24.00694871,23.96268617,23.84824976,23.97533562,24.01576331,23.70295432,6.890001981,8.132521454,5.590639874,3.127313126,47.78547288
106,23.76321468,24.12733037,24.00210798,24.15799619,23.99088443,24.05864834,23.95867357,23.73987196,8.396146747,11.80535036,8.490572152,3.175471175,48.96171807
107,23.75993483,23.98824475,23.90059333,24.14300147,23.98202127,24.13688932,23.96493091,23.7738023,12.57749608,7.144406003,3.145206069,3.175471175,53.77447986
108,23.66923635,23.9840928,23.87185494,24.00660764,23.83856671,24.07558109,23.98857249,23.70417918,7.941482743,4.575228669,8.207634869,3.175471175,75.43075107
109,23.65563409,23.90640026,23.86826833,24.05757057,23.85474375,24.01843891,23.95393685,23.65328423,8.396146747,4.575228669,6.141345154,3.175471175,75.43075107
110,23.65617715,23.90694127,23.98652679,24.00444495,23.85948619,24.03980081,24.03018236,23.65913473,4.664525971,19.21596041,7.524258796,3.175471175,54.39901814
111,23.73664817,24.0842277,23.93458115,23.91876565,23.89247205,24.0619931,23.95108155,23.68789751,11.71471539,8.235411605,3.733212154,3.175471175,43.29013048
112,23.62650877,23.98972395,23.9646314,23.87720901,23.805705,23.97793281,24.01379432,23.61012881,10.04548518,8.596069126,3.429002016,3.175471175,74.88528402
113,23.64664083,24.09310773,23.9608829,23.87766441,23.88212921,23.93115219,23.97394689,23.57695026,9.329051941,9.292453239,3.18889775,3.175471175,75.43075107
114,23.7072908,24.10473655,23.95787554,23.99682959,23.95708179,23.98717934,23.95888334,23.61880818,4.664525971,6.314070416,6.004183249,3.168359542,47.26315052
115,23.71877637,24.12618831,23.95659994,24.08493646,23.97876307,23.9882148,23.94265807,23.61471866,5.432272558,4.575228669,5.669387179,3.158281011,75.43075107
116,23.53917127,23.92788462,23.9628249,24.10224571,23.89073159,24.01209039,23.97426062,23.5628506,15.8593883,15.71029722,4.502054358,3.175471175,48.51487929
117,23.41183273,23.91545671,23.9878251,23.95637385,23.73519062,23.90944707,24.01024745,23.44059417,6.841942047,4.575228669,10.02784515,3.175471175,75.43075107
118,23.46472437,24.03460669,24.01449163,24.09509891,23.79322633,23.90999436,23.94760734,23.41986515,8.396146747,4.618395086,8.362504687,3.129496703,35.13561307
119,23.49796445,23.97215523,23.89665943,23.95642795,23.77156035,23.88460739,23.93879963,23.41260678,9.754530785,8.235411605,8.728888456,3.175471175,34.79783559
120,23.40755238,23.88377573,23.91217568,23.84163011,23.67804698,23.77990409,23.97458483,23.32512378,8.396146747,11.89559454,4.919062473,3.129496703,75.43075107
121,23.48205897,23.96647271,23.90313265,24.02146787,23.74087589,23.75427677,23.92305858,23.32578239,7.924889558,11.62468441,7.946825268,3.175471175,73.90659689
122,23.55455879,24.05813563,23.87773292,24.07378563,23.8511697,23.8218691,23.87737205,23.38544086,9.74496573,4.880444896,6.834177416,3.175471175,41.48288463
123,23.47729094,23.93170237,23.8558643,24.03040186,23.7528623,23.78432802,23.93900601,23.34967664,12.12776752,4.575228669,3.499039142,3.129496703,75.43075107
124,23.43077554,24.02809637,23.90615055,23.91529675,23.71912533,23.72439896,23.97292054,23.29698694,8.44029047,11.42586367,8.066560056,3.175471175,73.88188193
125,23.48904973,24.03176641,23.88287426,24.00953902,23.70381829,23.71024884,23.91653509,23.30248605,4.664525971,6.338082762,6.357895168,2.945598814,75.43075107
126,23.43099774,23.98708875,23.91016762,23.91911782,23.67990057,23.66587895,23.96257596,23.26911654,5.421987461,8.221324626,7.065264254,3.110786003,36.22282343
127,23.46677506,23.88012648,23.96210228,23.96408498,23.7544145,23.65577674,23.97002567,23.28215664,12.12776752,4.575228669,6.777110518,3.175471175,41.47055021
128,23.44544506,23.98001829,23.84777672,23.854673,23.68848037,23.59971501,23.93700025,23.2663261,9.895502061,7.978217339,7.758977959,3.175471175,25.36740734
129,23.3674131,23.91970548,23.84117095,23.80444051,23.6319376,23.51865105,23.94934095,23.21384079,8.396146747,4.575228669,4.11723285,3.175471175,75.43075107
130,23.33487087,23.86238066,23.93054998,23.96397686,23.69803163,23.45458477,23.9651983,23.1591093,8.438281638,15.65029598,6.997868888,3.175471175,75.43075107
131,23.25935094,23.89156009,23.95052794,23.87861256,23.67404993,23.3718615,23.96392591,23.09156782,7.331702344,4.745118277,8.23672603,3.175471175,75.43075107
132,23.23508305,23.82217091,23.96618134,23.79170346,23.62230658,23.26881365,23.97321682,23.02777439,8.396146747,8.235411605,4.14252691,3.175471175,75.43075107
133,23.32786326,23.96923231,23.94802868,23.79703487,23.63214477,23.22146844,23.9450625,23.02293838,8.584294028,9.472713939,3.868312883,3.129496703,75.43075107
134,23.39166781,24.04922389,23.9084603,23.99395065,23.73421932,23.26931391,23.92377875,23.0783072,6.093422104,5.696055427,8.074875159,3.175471175,37.61700088
135,23.3377648,23.97035927,23.95011678,24.01988208,23.76474054,23.25192287,23.93811642,23.05669046,8.615496,12.2088714,3.605757108,3.175471175,75.43075107
136,23.29024541,23.9632246,23.96296884,23.99465275,23.67495151,23.21484655,23.94198465,23.020746,4.664525971,4.821024206,5.61849372,2.945598814,24.4827646
137,23.30487921,24.04730992,23.93225658,23.88930912,23.69575384,23.19666716,23.94167417,23.00791314,8.777104411,5.956412884,8.494829555,3.166405295,58.16271512
138,23.25410771,24.00668372,23.94805457,23.8626217,23.68785647,23.14727829,23.94463125,22.97107904,8.973564048,8.235411605,5.459886104,3.175471175,75.43075107
139,23.25981365,23.8816241,23.85135953,23.84365869,23.60346505,23.09013775,23.93928872,22.95596444,12.14267457,8.488373584,3.425919111,2.945598814,75.43075107
140,23.22625978,23.84485829,23.927138,23.8415847,23.62195858,23.04378951,23.99871154,22.92406438,10.88389393,10.67553356,5.661965137,3.175471175,38.73725574
141,23.37635831,23.97452149,23.96236392,24.02265096,23.68982144,23.04783645,23.90887508,22.97342351,8.634743542,15.55577748,8.892408718,2.945598814,23.87930349
142,23.32671181,23.8700188,23.86647552,23.92207517,23.57656307,23.00375017,23.96888493,22.97061806,15.38813111,7.970157753,7.949178647,2.945598814,73.90659689
143,23.3154284,23.91763078,23.83468565,23.8107672,23.60698998,22.96043557,23.91561309,22.97254112,12.12776752,4.575228669,6.451272645,3.175471175,75.43075107
144,23.36820141,24.02649524,23.85423877,24.00418481,23.67780136,22.97933402,23.88695824,23.0020468,7.924889558,7.773176125,8.065556962,3.175471175,73.90659689
145,23.26819654,23.89965239,23.92657704,23.94936297,23.66417916,22.94301678,23.95283548,22.95855575,12.12776752,12.16953883,6.436635181,3.175471175,75.43075107
146,23.28431149,24.0306908,23.96208094,24.03913294,23.730118,22.9576082,23.93359412,22.966386,8.739980455,8.626073089,6.174530132,3.175471175,73.52555835
147,23.38125253,23.99940163,23.87098635,24.0016143,23.6977855,22.98898088,23.86403481,23.020484,4.863456056,8.235411605,3.145206069,2.945598814,25.64207421
148,23.31996915,23.89823993,23.87587271,24.01318529,23.6249881,22.99822731,23.94347396,23.02184123,12.12776752,8.235411605,3.145206069,2.945598814,30.69687651
149,23.32946635,23.98414942,23.88833336,23.98441525,23.6617299,22.99633619,23.91416884,23.01410237,9.79408145,4.575228669,5.713551614,3.073416379,75.43075107
150,23.28502045,24.02630029,23.93507778,23.94634218,23.62062935,22.99161214,23.93584623,22.99677677,5.840893382,9.150457339,3.145206069,2.945598814,75.43075107
151,23.23706386,23.98492824,23.96775667,23.87376314,23.61632726,22.93799002,23.98515091,22.94992314,6.869136971,8.055687088,8.369310439,3.175471175,74.83813565
152,23.27824649,23.84540732,23.94269832,23.84530731,23.62327986,22.88744899,23.93983786,22.9311746,10.26311537,5.577569158,4.043147163,3.175471175,75.43075107
153,23.36797009,23.99271547,23.96601665,24.00770038,23.73718985,22.90635068,23.89100884,22.9733118,9.712664483,11.94459787,8.068387349,3.129496703,23.94953103
154,23.35363479,23.9770112,23.89166056,23.90803706,23.67385404,22.90496029,23.94047253,22.99374716,8.396146747,11.89559454,8.730283894,3.175471175,28.97632825
155,23.29363072,23.86897091,23.93644576,24.00646237,23.70069174,22.87942463,23.95524317,22.97135727,12.27744212,15.82737509,7.089619424,3.175471175,75.43075107
156,23.28674286,24.02152565,23.89567788,23.88042275,23.66905743,22.85523963,23.92871699,22.96143353,10.97417611,10.88263215,9.219870845,3.175471175,72.9205592
157,23.30497553,24.02749127,23.8925926,24.01126559,23.69414737,22.86732924,23.9295215,22.9692864,4.835942269,8.235411605,9.067411915,3.175471175,75.43075107
158,23.32102203,23.93928427,23.94366451,24.03358735,23.72574586,22.87443357,23.90490984,22.97909614,9.329051941,9.150457339,6.870848414,3.175471175,26.13632871
159,23.32129061,23.97656626,23.84954348,23.8903696,23.67146127,22.86135565,23.91214874,22.9887699,5.760045627,11.89559454,11.42024481,3.129496703,75.43075107
160,23.36823949,24.03753396,23.8257757,23.99688705,23.72125698,22.89481394,23.85969961,23.02174689,6.947962957,4.575228669,9.357322105,3.175471175,75.43075107
161,23.29830828,24.04789478,23.8110105,23.8963311,23.64572463,22.89406639,23.91575812,23.0126508,4.664525971,4.575228669,7.338814161,3.175471175,75.43075107
162,23.22237763,23.90140536,23.94260119,23.97980339,23.63560744,22.87885934,23.93987343,22.98013239,13.51306741,19.21596041,5.881606432,3.037547759,75.43075107
163,23.22406369,23.89465483,23.9492874,23.9716389,23.61260283,22.87090304,23.90954783,22.95881532,4.664525971,10.86641308,3.740475778,2.945598814,75.43075107
164,23.24732045,23.82949054,23.89758562,23.88741089,23.60153584,22.83126442,23.92129781,22.93934623,8.494763882,11.55159832,6.908002849,3.175471175,75.43075107
165,23.18278426,23.8128107,23.93998352,23.9485071,23.59246222,22.79343761,23.97559832,22.90445652,4.664525971,15.55577748,6.832881045,3.175471175,75.43075107
166,23.17183386,23.80773955,23.97601574,24.02535649,23.6287283,22.76868992,23.93119172,22.87633474,4.664525971,4.575228669,6.43526567,3.102277511,75.43075107
167,23.15713965,23.83011007,23.97625737,23.92985753,23.6181655,22.72930981,23.9339421,22.84439381,5.461363388,4.575228669,7.871417472,3.175471175,75.43075107
168,23.19463651,23.84323631,23.86883167,23.86908156,23.5208655,22.71339683,23.93082622,22.85406337,4.664525971,8.235411605,3.145206069,2.945598814,28.98664289
169,23.20447462,23.88089599,23.83256428,23.86546574,23.57232533,22.68895786,23.93216032,22.8536753,5.36698562,4.575228669,3.145206069,3.175471175,24.18862853
170,23.27634288,23.9919214,23.82454928,23.81970529,23.60824731,22.67012581,23.91293391,22.87271307,8.396146747,8.48399326,7.877150829,3.083522231,22.25257694
171,23.28762003,23.90903574,23.94706958,24.00174465,23.63067536,22.66202079,23.9707147,22.87513286,11.38099017,18.29148945,8.265142197,3.114767919,72.38244272
172,23.24921857,23.86112423,23.85894639,23.91088808,23.56418616,22.62315776,23.95959636,22.86053925,7.924889558,7.773176125,7.884984588,3.083522231,73.90659689
