DischargeAirTemperature,times
82.3641052246,2017-06-05 01:36:00
82.3641052246,2017-06-05 01:37:00
82.3641052246,2017-06-05 01:38:00
82.3641052246,2017-06-05 01:39:00
82.4159851074,2017-06-05 01:40:00
82.4678955078,2017-06-05 01:41:00
82.4678955078,2017-06-05 01:42:00
82.4678955078,2017-06-05 01:43:00
82.4678955078,2017-06-05 01:44:00
82.5197753906,2017-06-05 01:45:00
82.5197753906,2017-06-05 01:46:00
82.5197753906,2017-06-05 01:47:00
82.5457458496,2017-06-05 01:48:00
82.5197753906,2017-06-05 01:49:00
82.5457458496,2017-06-05 01:50:00
82.5197753906,2017-06-05 01:51:00
83.4279785156,2017-06-05 01:52:00
83.3241882324,2017-06-05 01:53:00
83.1685180664,2017-06-05 01:54:00
83.116607666,2017-06-05 01:55:00
83.0647277832,2017-06-05 01:56:00
82.7014160156,2017-06-05 01:57:00
69.7270812988,2017-06-05 01:58:00
61.0862121582,2017-06-05 01:59:00
57.9983215332,2017-06-05 02:00:00
56.4673156738,2017-06-05 02:01:00
55.7148132324,2017-06-05 02:02:00
62.6171569824,2017-06-05 02:03:00
71.9587097168,2017-06-05 02:04:00
73.7751159668,2017-06-05 02:05:00
73.7751159668,2017-06-05 02:06:00
73.671295166,2017-06-05 02:07:00
73.6193847656,2017-06-05 02:08:00
73.671295166,2017-06-05 02:09:00
73.7231750488,2017-06-05 02:10:00
73.87890625,2017-06-05 02:11:00
74.0346069336,2017-06-05 02:12:00
74.1902770996,2017-06-05 02:13:00
74.3459472656,2017-06-05 02:14:00
74.5275878906,2017-06-05 02:15:00
74.7351989746,2017-06-05 02:16:00
74.8908996582,2017-06-05 02:17:00
75.0466003418,2017-06-05 02:18:00
75.2022705078,2017-06-05 02:19:00
75.306060791,2017-06-05 02:20:00
75.4617614746,2017-06-05 02:21:00
75.643371582,2017-06-05 02:22:00
75.7471923828,2017-06-05 02:23:00
75.9028930664,2017-06-05 02:24:00
76.1104736328,2017-06-05 02:25:00
76.214263916,2017-06-05 02:26:00
76.3699645996,2017-06-05 02:27:00
76.4737548828,2017-06-05 02:28:00
76.577545166,2017-06-05 02:29:00
76.6813354492,2017-06-05 02:30:00
76.8110961914,2017-06-05 02:31:00
76.9148864746,2017-06-05 02:32:00
76.966796875,2017-06-05 02:33:00
77.0186767578,2017-06-05 02:34:00
77.1743774414,2017-06-05 02:35:00
77.2262573242,2017-06-05 02:36:00
77.3819580078,2017-06-05 02:37:00
77.3819580078,2017-06-05 02:38:00
77.5376586914,2017-06-05 02:39:00
77.6414489746,2017-06-05 02:40:00
77.6414489746,2017-06-05 02:41:00
77.7452697754,2017-06-05 02:42:00
77.7971496582,2017-06-05 02:43:00
77.8490600586,2017-06-05 02:44:00
77.9787902832,2017-06-05 02:45:00
78.0307006836,2017-06-05 02:46:00
78.0825805664,2017-06-05 02:47:00
78.1344604492,2017-06-05 02:48:00
78.1863708496,2017-06-05 02:49:00
78.2901611328,2017-06-05 02:50:00
78.3420410156,2017-06-05 02:51:00
78.3420410156,2017-06-05 02:52:00
78.1344604492,2017-06-05 02:53:00
79.4059448242,2017-06-05 02:54:00
80.3660583496,2017-06-05 02:55:00
80.729309082,2017-06-05 02:56:00
80.78125,2017-06-05 02:57:00
81.0407409668,2017-06-05 02:58:00
78.6015319824,2017-06-05 02:59:00
65.5493469238,2017-06-05 03:00:00
58.7508239746,2017-06-05 03:01:00
56.1040649414,2017-06-05 03:02:00
54.8844604492,2017-06-05 03:03:00
64.4854736328,2017-06-05 03:04:00
71.5435180664,2017-06-05 03:05:00
72.1403198242,2017-06-05 03:06:00
72.1922302246,2017-06-05 03:07:00
72.1922302246,2017-06-05 03:08:00
72.244140625,2017-06-05 03:09:00
72.2960205078,2017-06-05 03:10:00
72.3479309082,2017-06-05 03:11:00
72.399810791,2017-06-05 03:12:00
72.5036010742,2017-06-05 03:13:00
72.6073913574,2017-06-05 03:14:00
72.8150024414,2017-06-05 03:15:00
72.8669128418,2017-06-05 03:16:00
73.0225982666,2017-06-05 03:17:00
73.1782836914,2017-06-05 03:18:00
73.308013916,2017-06-05 03:19:00
73.4118041992,2017-06-05 03:20:00
73.6193847656,2017-06-05 03:21:00
73.7751159668,2017-06-05 03:22:00
73.87890625,2017-06-05 03:23:00
73.9826965332,2017-06-05 03:24:00
74.1383972168,2017-06-05 03:25:00
74.2940673828,2017-06-05 03:26:00
74.3459472656,2017-06-05 03:27:00
74.4757080078,2017-06-05 03:28:00
74.6832885742,2017-06-05 03:29:00
74.8390197754,2017-06-05 03:30:00
74.9428100586,2017-06-05 03:31:00
75.0984802246,2017-06-05 03:32:00
75.2541809082,2017-06-05 03:33:00
75.5136413574,2017-06-05 03:34:00
75.5395812988,2017-06-05 03:35:00
75.7471923828,2017-06-05 03:36:00
75.7991027832,2017-06-05 03:37:00
75.9028930664,2017-06-05 03:38:00
76.0066833496,2017-06-05 03:39:00
76.1104736328,2017-06-05 03:40:00
76.214263916,2017-06-05 03:41:00
76.3180541992,2017-06-05 03:42:00
76.3699645996,2017-06-05 03:43:00
76.4737548828,2017-06-05 03:44:00
76.577545166,2017-06-05 03:45:00
76.6294555664,2017-06-05 03:46:00
76.7072753906,2017-06-05 03:47:00
76.8110961914,2017-06-05 03:48:00
76.8630065918,2017-06-05 03:49:00
76.966796875,2017-06-05 03:50:00
76.966796875,2017-06-05 03:51:00
77.0705871582,2017-06-05 03:52:00
77.122467041,2017-06-05 03:53:00
77.2262573242,2017-06-05 03:54:00
77.3300476074,2017-06-05 03:55:00
77.3819580078,2017-06-05 03:56:00
77.4338684082,2017-06-05 03:57:00
77.485748291,2017-06-05 03:58:00
77.5376586914,2017-06-05 03:59:00
77.6414489746,2017-06-05 04:00:00
77.6933288574,2017-06-05 04:01:00
77.7452697754,2017-06-05 04:02:00
77.7971496582,2017-06-05 04:03:00
77.7971496582,2017-06-05 04:04:00
77.8490600586,2017-06-05 04:05:00
77.9269104004,2017-06-05 04:06:00
77.9269104004,2017-06-05 04:07:00
78.0307006836,2017-06-05 04:08:00
78.0825805664,2017-06-05 04:09:00
78.1344604492,2017-06-05 04:10:00
78.0825805664,2017-06-05 04:11:00
78.1863708496,2017-06-05 04:12:00
78.1863708496,2017-06-05 04:13:00
78.2901611328,2017-06-05 04:14:00
78.2382507324,2017-06-05 04:15:00
78.2901611328,2017-06-05 04:16:00
78.2901611328,2017-06-05 04:17:00
78.3420410156,2017-06-05 04:18:00
78.393951416,2017-06-05 04:19:00
78.393951416,2017-06-05 04:20:00
78.4458618164,2017-06-05 04:21:00
78.4977416992,2017-06-05 04:22:00
78.4977416992,2017-06-05 04:23:00
78.4977416992,2017-06-05 04:24:00
78.5496520996,2017-06-05 04:25:00
78.5496520996,2017-06-05 04:26:00
78.6015319824,2017-06-05 04:27:00
78.6015319824,2017-06-05 04:28:00
78.6534423828,2017-06-05 04:29:00
78.6534423828,2017-06-05 04:30:00
78.6015319824,2017-06-05 04:31:00
78.6015319824,2017-06-05 04:32:00
78.7053222656,2017-06-05 04:33:00
78.6534423828,2017-06-05 04:34:00
78.7053222656,2017-06-05 04:35:00
78.7053222656,2017-06-05 04:36:00
78.7053222656,2017-06-05 04:37:00
78.7053222656,2017-06-05 04:38:00
78.7053222656,2017-06-05 04:39:00
78.7053222656,2017-06-05 04:40:00
78.7572631836,2017-06-05 04:41:00
78.7053222656,2017-06-05 04:42:00
78.7572631836,2017-06-05 04:43:00
78.7572631836,2017-06-05 04:44:00
78.7053222656,2017-06-05 04:45:00
78.7572631836,2017-06-05 04:46:00
78.6534423828,2017-06-05 04:47:00
78.7572631836,2017-06-05 04:48:00
78.7572631836,2017-06-05 04:49:00
78.8091430664,2017-06-05 04:50:00
78.8091430664,2017-06-05 04:51:00
78.8091430664,2017-06-05 04:52:00
78.8091430664,2017-06-05 04:53:00
78.8091430664,2017-06-05 04:54:00
78.8610534668,2017-06-05 04:55:00
78.8610534668,2017-06-05 04:56:00
78.8610534668,2017-06-05 04:57:00
78.9129333496,2017-06-05 04:58:00
78.96484375,2017-06-05 04:59:00
78.96484375,2017-06-05 05:00:00
78.96484375,2017-06-05 05:01:00
78.96484375,2017-06-05 05:02:00
79.0167236328,2017-06-05 05:03:00
79.0426940918,2017-06-05 05:04:00
79.0426940918,2017-06-05 05:05:00
79.0167236328,2017-06-05 05:06:00
78.96484375,2017-06-05 05:07:00
79.0167236328,2017-06-05 05:08:00
79.0167236328,2017-06-05 05:09:00
79.0167236328,2017-06-05 05:10:00
79.0167236328,2017-06-05 05:11:00
79.0426940918,2017-06-05 05:12:00
79.0167236328,2017-06-05 05:13:00
79.0426940918,2017-06-05 05:14:00
79.0945739746,2017-06-05 05:15:00
79.0945739746,2017-06-05 05:16:00
79.0945739746,2017-06-05 05:17:00
79.0945739746,2017-06-05 05:18:00
79.0426940918,2017-06-05 05:19:00
79.0426940918,2017-06-05 05:20:00
79.0426940918,2017-06-05 05:21:00
78.96484375,2017-06-05 05:22:00
78.9129333496,2017-06-05 05:23:00
78.96484375,2017-06-05 05:24:00
78.96484375,2017-06-05 05:25:00
78.96484375,2017-06-05 05:26:00
79.0167236328,2017-06-05 05:27:00
79.0167236328,2017-06-05 05:28:00
79.0167236328,2017-06-05 05:29:00
79.0426940918,2017-06-05 05:30:00
79.0167236328,2017-06-05 05:31:00
79.0167236328,2017-06-05 05:32:00
79.0167236328,2017-06-05 05:33:00
78.96484375,2017-06-05 05:34:00
78.96484375,2017-06-05 05:35:00
78.9129333496,2017-06-05 05:36:00
78.8610534668,2017-06-05 05:37:00
78.8091430664,2017-06-05 05:38:00
78.8091430664,2017-06-05 05:39:00
78.7053222656,2017-06-05 05:40:00
78.7053222656,2017-06-05 05:41:00
78.7053222656,2017-06-05 05:42:00
78.6534423828,2017-06-05 05:43:00
78.6534423828,2017-06-05 05:44:00
78.6534423828,2017-06-05 05:45:00
78.6534423828,2017-06-05 05:46:00
78.6534423828,2017-06-05 05:47:00
78.6015319824,2017-06-05 05:48:00
78.4977416992,2017-06-05 05:49:00
78.6015319824,2017-06-05 05:50:00
78.5496520996,2017-06-05 05:51:00
78.4977416992,2017-06-05 05:52:00
78.4977416992,2017-06-05 05:53:00
78.4458618164,2017-06-05 05:54:00
78.393951416,2017-06-05 05:55:00
78.393951416,2017-06-05 05:56:00
78.2901611328,2017-06-05 05:57:00
78.2901611328,2017-06-05 05:58:00
78.2901611328,2017-06-05 05:59:00
78.1863708496,2017-06-05 06:00:00
78.2382507324,2017-06-05 06:01:00
78.2901611328,2017-06-05 06:02:00
78.2901611328,2017-06-05 06:03:00
78.2901611328,2017-06-05 06:04:00
78.2901611328,2017-06-05 06:05:00
78.3420410156,2017-06-05 06:06:00
78.3420410156,2017-06-05 06:07:00
78.393951416,2017-06-05 06:08:00
78.3420410156,2017-06-05 06:09:00
78.2901611328,2017-06-05 06:10:00
78.3420410156,2017-06-05 06:11:00
78.2901611328,2017-06-05 06:12:00
78.2901611328,2017-06-05 06:13:00
78.2382507324,2017-06-05 06:14:00
78.2901611328,2017-06-05 06:15:00
78.2382507324,2017-06-05 06:16:00
78.1863708496,2017-06-05 06:17:00
78.1863708496,2017-06-05 06:18:00
78.1863708496,2017-06-05 06:19:00
78.1863708496,2017-06-05 06:20:00
78.0825805664,2017-06-05 06:21:00
78.0825805664,2017-06-05 06:22:00
78.0307006836,2017-06-05 06:23:00
77.9787902832,2017-06-05 06:24:00
77.9269104004,2017-06-05 06:25:00
77.9269104004,2017-06-05 06:26:00
77.9787902832,2017-06-05 06:27:00
77.9787902832,2017-06-05 06:28:00
77.9269104004,2017-06-05 06:29:00
77.875,2017-06-05 06:30:00
77.875,2017-06-05 06:31:00
77.7971496582,2017-06-05 06:32:00
77.7971496582,2017-06-05 06:33:00
77.7452697754,2017-06-05 06:34:00
77.7452697754,2017-06-05 06:35:00
77.6933288574,2017-06-05 06:36:00
77.5895385742,2017-06-05 06:37:00
77.6414489746,2017-06-05 06:38:00
77.5376586914,2017-06-05 06:39:00
77.5376586914,2017-06-05 06:40:00
77.5895385742,2017-06-05 06:41:00
77.5376586914,2017-06-05 06:42:00
77.485748291,2017-06-05 06:43:00
77.4338684082,2017-06-05 06:44:00
77.4338684082,2017-06-05 06:45:00
77.3819580078,2017-06-05 06:46:00
77.3819580078,2017-06-05 06:47:00
77.3300476074,2017-06-05 06:48:00
77.2781677246,2017-06-05 06:49:00
77.2781677246,2017-06-05 06:50:00
77.2781677246,2017-06-05 06:51:00
77.2781677246,2017-06-05 06:52:00
77.1743774414,2017-06-05 06:53:00
77.1743774414,2017-06-05 06:54:00
77.1743774414,2017-06-05 06:55:00
77.122467041,2017-06-05 06:56:00
77.122467041,2017-06-05 06:57:00
77.0186767578,2017-06-05 06:58:00
77.0705871582,2017-06-05 06:59:00
77.044631958,2017-06-05 07:00:00
77.0186767578,2017-06-05 07:01:00
76.966796875,2017-06-05 07:02:00
76.966796875,2017-06-05 07:03:00
76.966796875,2017-06-05 07:04:00
76.9148864746,2017-06-05 07:05:00
76.8630065918,2017-06-05 07:06:00
76.8630065918,2017-06-05 07:07:00
76.8630065918,2017-06-05 07:08:00
76.8630065918,2017-06-05 07:09:00
76.8110961914,2017-06-05 07:10:00
76.8110961914,2017-06-05 07:11:00
76.8110961914,2017-06-05 07:12:00
76.7592163086,2017-06-05 07:13:00
76.7072753906,2017-06-05 07:14:00
76.6813354492,2017-06-05 07:15:00
76.7592163086,2017-06-05 07:16:00
76.7592163086,2017-06-05 07:17:00
76.7592163086,2017-06-05 07:18:00
76.7072753906,2017-06-05 07:19:00
76.6294555664,2017-06-05 07:20:00
76.6813354492,2017-06-05 07:21:00
76.6294555664,2017-06-05 07:22:00
76.6813354492,2017-06-05 07:23:00
76.6813354492,2017-06-05 07:24:00
76.577545166,2017-06-05 07:25:00
76.6813354492,2017-06-05 07:26:00
76.577545166,2017-06-05 07:27:00
76.577545166,2017-06-05 07:28:00
76.577545166,2017-06-05 07:29:00
76.5256652832,2017-06-05 07:30:00
76.4737548828,2017-06-05 07:31:00
76.4737548828,2017-06-05 07:32:00
76.421875,2017-06-05 07:33:00
76.421875,2017-06-05 07:34:00
76.3699645996,2017-06-05 07:35:00
76.3699645996,2017-06-05 07:36:00
76.3699645996,2017-06-05 07:37:00
76.2661743164,2017-06-05 07:38:00
76.2661743164,2017-06-05 07:39:00
76.214263916,2017-06-05 07:40:00
76.2661743164,2017-06-05 07:41:00
76.214263916,2017-06-05 07:42:00
76.1623840332,2017-06-05 07:43:00
76.05859375,2017-06-05 07:44:00
76.1104736328,2017-06-05 07:45:00
76.1104736328,2017-06-05 07:46:00
76.05859375,2017-06-05 07:47:00
76.0066833496,2017-06-05 07:48:00
76.0066833496,2017-06-05 07:49:00
76.0066833496,2017-06-05 07:50:00
75.9028930664,2017-06-05 07:51:00
75.8510131836,2017-06-05 07:52:00
75.8510131836,2017-06-05 07:53:00
75.8510131836,2017-06-05 07:54:00
75.7471923828,2017-06-05 07:55:00
75.7991027832,2017-06-05 07:56:00
75.6952819824,2017-06-05 07:57:00
75.6952819824,2017-06-05 07:58:00
75.643371582,2017-06-05 07:59:00
75.643371582,2017-06-05 08:00:00
75.643371582,2017-06-05 08:01:00
75.5914916992,2017-06-05 08:02:00
75.5914916992,2017-06-05 08:03:00
75.5395812988,2017-06-05 08:04:00
75.5395812988,2017-06-05 08:05:00
75.5395812988,2017-06-05 08:06:00
75.5395812988,2017-06-05 08:07:00
75.5395812988,2017-06-05 08:08:00
75.4617614746,2017-06-05 08:09:00
75.4617614746,2017-06-05 08:10:00
75.4617614746,2017-06-05 08:11:00
75.3579711914,2017-06-05 08:12:00
75.3579711914,2017-06-05 08:13:00
75.2541809082,2017-06-05 08:14:00
75.2022705078,2017-06-05 08:15:00
75.1763305664,2017-06-05 08:16:00
75.150390625,2017-06-05 08:17:00
74.9946899414,2017-06-05 08:18:00
74.9946899414,2017-06-05 08:19:00
74.9428100586,2017-06-05 08:20:00
74.8390197754,2017-06-05 08:21:00
74.787109375,2017-06-05 08:22:00
74.7351989746,2017-06-05 08:23:00
74.7351989746,2017-06-05 08:24:00
74.6313781738,2017-06-05 08:25:00
74.5275878906,2017-06-05 08:26:00
74.5275878906,2017-06-05 08:27:00
74.4237976074,2017-06-05 08:28:00
74.397857666,2017-06-05 08:29:00
74.3459472656,2017-06-05 08:30:00
74.2421569824,2017-06-05 08:31:00
74.2940673828,2017-06-05 08:32:00
74.1902770996,2017-06-05 08:33:00
74.1643371582,2017-06-05 08:34:00
74.1383972168,2017-06-05 08:35:00
74.1383972168,2017-06-05 08:36:00
74.0864868164,2017-06-05 08:37:00
74.0346069336,2017-06-05 08:38:00
73.9308166504,2017-06-05 08:39:00
73.9826965332,2017-06-05 08:40:00
73.87890625,2017-06-05 08:41:00
73.8270263672,2017-06-05 08:42:00
73.8270263672,2017-06-05 08:43:00
73.8270263672,2017-06-05 08:44:00
73.7751159668,2017-06-05 08:45:00
73.7751159668,2017-06-05 08:46:00
73.7751159668,2017-06-05 08:47:00
73.7231750488,2017-06-05 08:48:00
73.7231750488,2017-06-05 08:49:00
73.671295166,2017-06-05 08:50:00
73.671295166,2017-06-05 08:51:00
73.6193847656,2017-06-05 08:52:00
73.6193847656,2017-06-05 08:53:00
73.5155944824,2017-06-05 08:54:00
73.5155944824,2017-06-05 08:55:00
73.5155944824,2017-06-05 08:56:00
73.4118041992,2017-06-05 08:57:00
73.5155944824,2017-06-05 08:58:00
73.4637145996,2017-06-05 08:59:00
73.4118041992,2017-06-05 09:00:00
73.308013916,2017-06-05 09:01:00
73.308013916,2017-06-05 09:02:00
73.2561340332,2017-06-05 09:03:00
73.3599243164,2017-06-05 09:04:00
73.308013916,2017-06-05 09:05:00
73.308013916,2017-06-05 09:06:00
73.2301635742,2017-06-05 09:07:00
73.2561340332,2017-06-05 09:08:00
73.2561340332,2017-06-05 09:09:00
73.2301635742,2017-06-05 09:10:00
73.2301635742,2017-06-05 09:11:00
73.2301635742,2017-06-05 09:12:00
73.1782836914,2017-06-05 09:13:00
73.1782836914,2017-06-05 09:14:00
73.1782836914,2017-06-05 09:15:00
73.126373291,2017-06-05 09:16:00
73.0225830078,2017-06-05 09:17:00
73.0744934082,2017-06-05 09:18:00
72.970703125,2017-06-05 09:19:00
72.9187927246,2017-06-05 09:20:00
72.8669128418,2017-06-05 09:21:00
72.8669128418,2017-06-05 09:22:00
72.8669128418,2017-06-05 09:23:00
72.8150024414,2017-06-05 09:24:00
72.8150024414,2017-06-05 09:25:00
72.7631225586,2017-06-05 09:26:00
72.7631225586,2017-06-05 09:27:00
72.7631225586,2017-06-05 09:28:00
72.7111816406,2017-06-05 09:29:00
72.7111816406,2017-06-05 09:30:00
72.6073913574,2017-06-05 09:31:00
72.6593017578,2017-06-05 09:32:00
72.6593017578,2017-06-05 09:33:00
72.5555114746,2017-06-05 09:34:00
72.6073913574,2017-06-05 09:35:00
72.5555114746,2017-06-05 09:36:00
72.5036010742,2017-06-05 09:37:00
72.4517211914,2017-06-05 09:38:00
72.4517211914,2017-06-05 09:39:00
72.4517211914,2017-06-05 09:40:00
72.399810791,2017-06-05 09:41:00
72.5036010742,2017-06-05 09:42:00
72.4517211914,2017-06-05 09:43:00
72.4517211914,2017-06-05 09:44:00
72.3479309082,2017-06-05 09:45:00
72.399810791,2017-06-05 09:46:00
72.3479309082,2017-06-05 09:47:00
72.2960205078,2017-06-05 09:48:00
72.3479309082,2017-06-05 09:49:00
72.2960205078,2017-06-05 09:50:00
72.244140625,2017-06-05 09:51:00
72.244140625,2017-06-05 09:52:00
72.1403198242,2017-06-05 09:53:00
72.1403198242,2017-06-05 09:54:00
72.1403198242,2017-06-05 09:55:00
72.0625,2017-06-05 09:56:00
72.0625,2017-06-05 09:57:00
72.0625,2017-06-05 09:58:00
72.0625,2017-06-05 09:59:00
72.0105895996,2017-06-05 10:00:00
72.0105895996,2017-06-05 10:01:00
72.0105895996,2017-06-05 10:02:00
71.9587097168,2017-06-05 10:03:00
71.9587097168,2017-06-05 10:04:00
71.8549194336,2017-06-05 10:05:00
71.9067993164,2017-06-05 10:06:00
71.8549194336,2017-06-05 10:07:00
71.8549194336,2017-06-05 10:08:00
71.8030090332,2017-06-05 10:09:00
71.7510986328,2017-06-05 10:10:00
71.647277832,2017-06-05 10:11:00
71.7510986328,2017-06-05 10:12:00
71.6991882324,2017-06-05 10:13:00
71.6991882324,2017-06-05 10:14:00
71.647277832,2017-06-05 10:15:00
71.6991882324,2017-06-05 10:16:00
71.6991882324,2017-06-05 10:17:00
71.6991882324,2017-06-05 10:18:00
71.6991882324,2017-06-05 10:19:00
71.6991882324,2017-06-05 10:20:00
71.6991882324,2017-06-05 10:21:00
71.647277832,2017-06-05 10:22:00
71.647277832,2017-06-05 10:23:00
71.5953979492,2017-06-05 10:24:00
71.5435180664,2017-06-05 10:25:00
71.5435180664,2017-06-05 10:26:00
71.5953979492,2017-06-05 10:27:00
71.5953979492,2017-06-05 10:28:00
71.491607666,2017-06-05 10:29:00
71.5953979492,2017-06-05 10:30:00
71.5435180664,2017-06-05 10:31:00
71.5435180664,2017-06-05 10:32:00
71.5435180664,2017-06-05 10:33:00
71.5435180664,2017-06-05 10:34:00
71.5435180664,2017-06-05 10:35:00
71.5435180664,2017-06-05 10:36:00
71.5435180664,2017-06-05 10:37:00
71.491607666,2017-06-05 10:38:00
71.491607666,2017-06-05 10:39:00
71.4397277832,2017-06-05 10:40:00
71.491607666,2017-06-05 10:41:00
71.3878173828,2017-06-05 10:42:00
71.3878173828,2017-06-05 10:43:00
71.3878173828,2017-06-05 10:44:00
71.3878173828,2017-06-05 10:45:00
71.3878173828,2017-06-05 10:46:00
71.2840270996,2017-06-05 10:47:00
71.2321472168,2017-06-05 10:48:00
71.2321472168,2017-06-05 10:49:00
71.2321472168,2017-06-05 10:50:00
71.1802368164,2017-06-05 10:51:00
71.0764465332,2017-06-05 10:52:00
71.0764465332,2017-06-05 10:53:00
71.0764465332,2017-06-05 10:54:00
71.0764465332,2017-06-05 10:55:00
71.0764465332,2017-06-05 10:56:00
71.0764465332,2017-06-05 10:57:00
71.0245361328,2017-06-05 10:58:00
71.0245361328,2017-06-05 10:59:00
71.0245361328,2017-06-05 11:00:00
71.0245361328,2017-06-05 11:01:00
71.0245361328,2017-06-05 11:02:00
70.97265625,2017-06-05 11:03:00
71.0245361328,2017-06-05 11:04:00
71.0245361328,2017-06-05 11:05:00
70.97265625,2017-06-05 11:06:00
70.97265625,2017-06-05 11:07:00
70.8948059082,2017-06-05 11:08:00
70.8428955078,2017-06-05 11:09:00
70.8948059082,2017-06-05 11:10:00
70.8428955078,2017-06-05 11:11:00
70.8948059082,2017-06-05 11:12:00
70.8948059082,2017-06-05 11:13:00
70.8428955078,2017-06-05 11:14:00
70.8428955078,2017-06-05 11:15:00
70.8428955078,2017-06-05 11:16:00
70.791015625,2017-06-05 11:17:00
70.791015625,2017-06-05 11:18:00
70.791015625,2017-06-05 11:19:00
70.7391052246,2017-06-05 11:20:00
70.7391052246,2017-06-05 11:21:00
70.6871948242,2017-06-05 11:22:00
70.791015625,2017-06-05 11:23:00
70.6871948242,2017-06-05 11:24:00
70.8948059082,2017-06-05 11:25:00
70.8428955078,2017-06-05 11:26:00
70.97265625,2017-06-05 11:27:00
71.0245361328,2017-06-05 11:28:00
71.0245361328,2017-06-05 11:29:00
70.97265625,2017-06-05 11:30:00
71.0764465332,2017-06-05 11:31:00
71.0764465332,2017-06-05 11:32:00
71.128326416,2017-06-05 11:33:00
71.1802368164,2017-06-05 11:34:00
71.1802368164,2017-06-05 11:35:00
71.1802368164,2017-06-05 11:36:00
71.1802368164,2017-06-05 11:37:00
71.1802368164,2017-06-05 11:38:00
71.128326416,2017-06-05 11:39:00
71.1802368164,2017-06-05 11:40:00
71.1802368164,2017-06-05 11:41:00
71.1802368164,2017-06-05 11:42:00
71.2321472168,2017-06-05 11:43:00
71.1802368164,2017-06-05 11:44:00
71.1802368164,2017-06-05 11:45:00
71.2321472168,2017-06-05 11:46:00
71.1802368164,2017-06-05 11:47:00
71.0764465332,2017-06-05 11:48:00
71.0764465332,2017-06-05 11:49:00
70.97265625,2017-06-05 11:50:00
70.9207458496,2017-06-05 11:51:00
70.8948059082,2017-06-05 11:52:00
70.8428955078,2017-06-05 11:53:00
70.8428955078,2017-06-05 11:54:00
70.791015625,2017-06-05 11:55:00
70.791015625,2017-06-05 11:56:00
70.791015625,2017-06-05 11:57:00
70.7391052246,2017-06-05 11:58:00
70.6871948242,2017-06-05 11:59:00
70.6871948242,2017-06-05 12:00:00
70.7391052246,2017-06-05 12:01:00
70.791015625,2017-06-05 12:02:00
70.7391052246,2017-06-05 12:03:00
70.7391052246,2017-06-05 12:04:00
70.6871948242,2017-06-05 12:05:00
70.6871948242,2017-06-05 12:06:00
70.6871948242,2017-06-05 12:07:00
70.6871948242,2017-06-05 12:08:00
70.7391052246,2017-06-05 12:09:00
70.791015625,2017-06-05 12:10:00
70.8428955078,2017-06-05 12:11:00
70.8948059082,2017-06-05 12:12:00
70.8948059082,2017-06-05 12:13:00
70.8948059082,2017-06-05 12:14:00
70.8948059082,2017-06-05 12:15:00
70.8428955078,2017-06-05 12:16:00
70.9207458496,2017-06-05 12:17:00
70.8948059082,2017-06-05 12:18:00
70.8948059082,2017-06-05 12:19:00
70.8948059082,2017-06-05 12:20:00
70.9207458496,2017-06-05 12:21:00
70.9207458496,2017-06-05 12:22:00
70.8948059082,2017-06-05 12:23:00
70.8948059082,2017-06-05 12:24:00
70.8428955078,2017-06-05 12:25:00
70.7391052246,2017-06-05 12:26:00
70.7391052246,2017-06-05 12:27:00
70.791015625,2017-06-05 12:28:00
70.6352844238,2017-06-05 12:29:00
70.583404541,2017-06-05 12:30:00
70.4796142578,2017-06-05 12:31:00
70.4796142578,2017-06-05 12:32:00
70.4277038574,2017-06-05 12:33:00
70.3758239746,2017-06-05 12:34:00
70.3239135742,2017-06-05 12:35:00
70.3239135742,2017-06-05 12:36:00
70.2720336914,2017-06-05 12:37:00
70.2720336914,2017-06-05 12:38:00
70.2201538086,2017-06-05 12:39:00
70.2201538086,2017-06-05 12:40:00
70.1682434082,2017-06-05 12:41:00
70.2720336914,2017-06-05 12:42:00
70.1682434082,2017-06-05 12:43:00
70.2720336914,2017-06-05 12:44:00
70.2720336914,2017-06-05 12:45:00
70.3239135742,2017-06-05 12:46:00
70.3758239746,2017-06-05 12:47:00
70.2720336914,2017-06-05 12:48:00
70.3239135742,2017-06-05 12:49:00
70.2720336914,2017-06-05 12:50:00
70.3758239746,2017-06-05 12:51:00
70.3758239746,2017-06-05 12:52:00
70.4277038574,2017-06-05 12:53:00
70.4277038574,2017-06-05 12:54:00
70.4796142578,2017-06-05 12:55:00
70.4796142578,2017-06-05 12:56:00
70.5314941406,2017-06-05 12:57:00
70.5314941406,2017-06-05 12:58:00
70.583404541,2017-06-05 12:59:00
70.583404541,2017-06-05 13:00:00
70.583404541,2017-06-05 13:01:00
70.6352844238,2017-06-05 13:02:00
70.6871948242,2017-06-05 13:03:00
70.6871948242,2017-06-05 13:04:00
70.7391052246,2017-06-05 13:05:00
70.791015625,2017-06-05 13:06:00
70.791015625,2017-06-05 13:07:00
70.8428955078,2017-06-05 13:08:00
70.8428955078,2017-06-05 13:09:00
70.8428955078,2017-06-05 13:10:00
70.8428955078,2017-06-05 13:11:00
70.8428955078,2017-06-05 13:12:00
70.8428955078,2017-06-05 13:13:00
70.8428955078,2017-06-05 13:14:00
70.8428955078,2017-06-05 13:15:00
70.8948059082,2017-06-05 13:16:00
70.8948059082,2017-06-05 13:17:00
70.791015625,2017-06-05 13:18:00
70.8428955078,2017-06-05 13:19:00
70.8428955078,2017-06-05 13:20:00
