DischargeAirTemperature,times
75.4617614746,2017-06-18 13:34:00
75.5395812988,2017-06-18 13:35:00
75.4617614746,2017-06-18 13:36:00
75.5136413574,2017-06-18 13:37:00
75.5136413574,2017-06-18 13:38:00
75.5395812988,2017-06-18 13:39:00
75.5136413574,2017-06-18 13:40:00
75.5136413574,2017-06-18 13:41:00
75.5395812988,2017-06-18 13:42:00
75.5136413574,2017-06-18 13:43:00
75.5395812988,2017-06-18 13:44:00
75.5395812988,2017-06-18 13:45:00
75.5395812988,2017-06-18 13:46:00
75.5136413574,2017-06-18 13:47:00
75.5136413574,2017-06-18 13:48:00
75.5136413574,2017-06-18 13:49:00
75.5914916992,2017-06-18 13:50:00
75.5395812988,2017-06-18 13:51:00
75.5395812988,2017-06-18 13:52:00
75.5395812988,2017-06-18 13:53:00
75.5914916992,2017-06-18 13:54:00
75.5914916992,2017-06-18 13:55:00
75.5914916992,2017-06-18 13:56:00
75.5136413574,2017-06-18 13:57:00
75.5395812988,2017-06-18 13:58:00
75.643371582,2017-06-18 13:59:00
75.5914916992,2017-06-18 14:00:00
75.643371582,2017-06-18 14:01:00
75.5914916992,2017-06-18 14:02:00
75.643371582,2017-06-18 14:03:00
75.5914916992,2017-06-18 14:04:00
75.643371582,2017-06-18 14:05:00
75.5914916992,2017-06-18 14:06:00
75.5914916992,2017-06-18 14:07:00
75.643371582,2017-06-18 14:08:00
75.643371582,2017-06-18 14:09:00
75.643371582,2017-06-18 14:10:00
75.643371582,2017-06-18 14:11:00
75.5914916992,2017-06-18 14:12:00
75.643371582,2017-06-18 14:13:00
75.6952819824,2017-06-18 14:14:00
75.6952819824,2017-06-18 14:15:00
75.643371582,2017-06-18 14:16:00
75.5914916992,2017-06-18 14:17:00
75.6952819824,2017-06-18 14:18:00
75.7471923828,2017-06-18 14:19:00
75.6952819824,2017-06-18 14:20:00
75.6952819824,2017-06-18 14:21:00
75.7471923828,2017-06-18 14:22:00
75.7471923828,2017-06-18 14:23:00
75.7471923828,2017-06-18 14:24:00
75.7471923828,2017-06-18 14:25:00
75.7471923828,2017-06-18 14:26:00
75.7471923828,2017-06-18 14:27:00
75.7471923828,2017-06-18 14:28:00
75.7471923828,2017-06-18 14:29:00
75.7471923828,2017-06-18 14:30:00
75.7471923828,2017-06-18 14:31:00
75.7991027832,2017-06-18 14:32:00
75.7991027832,2017-06-18 14:33:00
75.8510131836,2017-06-18 14:34:00
75.7991027832,2017-06-18 14:35:00
75.7991027832,2017-06-18 14:36:00
75.7991027832,2017-06-18 14:37:00
75.8510131836,2017-06-18 14:38:00
75.7991027832,2017-06-18 14:39:00
75.7991027832,2017-06-18 14:40:00
75.9028930664,2017-06-18 14:41:00
75.7991027832,2017-06-18 14:42:00
75.8510131836,2017-06-18 14:43:00
75.8510131836,2017-06-18 14:44:00
75.8510131836,2017-06-18 14:45:00
75.7991027832,2017-06-18 14:46:00
75.8510131836,2017-06-18 14:47:00
75.8510131836,2017-06-18 14:48:00
75.8510131836,2017-06-18 14:49:00
75.8510131836,2017-06-18 14:50:00
75.8510131836,2017-06-18 14:51:00
75.7991027832,2017-06-18 14:52:00
75.8510131836,2017-06-18 14:53:00
75.8510131836,2017-06-18 14:54:00
75.8510131836,2017-06-18 14:55:00
75.7991027832,2017-06-18 14:56:00
75.8510131836,2017-06-18 14:57:00
75.8510131836,2017-06-18 14:58:00
75.8510131836,2017-06-18 14:59:00
75.8510131836,2017-06-18 15:00:00
75.8510131836,2017-06-18 15:01:00
75.8510131836,2017-06-18 15:02:00
75.8510131836,2017-06-18 15:03:00
75.8510131836,2017-06-18 15:04:00
75.8510131836,2017-06-18 15:05:00
75.9028930664,2017-06-18 15:06:00
75.8510131836,2017-06-18 15:07:00
75.8510131836,2017-06-18 15:08:00
75.9028930664,2017-06-18 15:09:00
75.9548034668,2017-06-18 15:10:00
75.9028930664,2017-06-18 15:11:00
75.9028930664,2017-06-18 15:12:00
75.9548034668,2017-06-18 15:13:00
75.9548034668,2017-06-18 15:14:00
75.9548034668,2017-06-18 15:15:00
76.0066833496,2017-06-18 15:16:00
75.8510131836,2017-06-18 15:17:00
76.0066833496,2017-06-18 15:18:00
75.9548034668,2017-06-18 15:19:00
75.9548034668,2017-06-18 15:20:00
75.9548034668,2017-06-18 15:21:00
75.9548034668,2017-06-18 15:22:00
76.0066833496,2017-06-18 15:23:00
76.0066833496,2017-06-18 15:24:00
76.0066833496,2017-06-18 15:25:00
76.05859375,2017-06-18 15:26:00
76.0066833496,2017-06-18 15:27:00
76.0066833496,2017-06-18 15:28:00
76.05859375,2017-06-18 15:29:00
76.05859375,2017-06-18 15:30:00
76.1104736328,2017-06-18 15:31:00
76.1104736328,2017-06-18 15:32:00
76.1104736328,2017-06-18 15:33:00
76.1623840332,2017-06-18 15:34:00
76.1104736328,2017-06-18 15:35:00
76.05859375,2017-06-18 15:36:00
76.05859375,2017-06-18 15:37:00
76.1623840332,2017-06-18 15:38:00
76.1623840332,2017-06-18 15:39:00
76.1623840332,2017-06-18 15:40:00
76.1104736328,2017-06-18 15:41:00
76.1623840332,2017-06-18 15:42:00
76.214263916,2017-06-18 15:43:00
76.214263916,2017-06-18 15:44:00
76.214263916,2017-06-18 15:45:00
76.214263916,2017-06-18 15:46:00
76.214263916,2017-06-18 15:47:00
76.2661743164,2017-06-18 15:48:00
76.2661743164,2017-06-18 15:49:00
76.2661743164,2017-06-18 15:50:00
76.2661743164,2017-06-18 15:51:00
76.2661743164,2017-06-18 15:52:00
76.3180541992,2017-06-18 15:53:00
76.3180541992,2017-06-18 15:54:00
76.3180541992,2017-06-18 15:55:00
76.421875,2017-06-18 15:56:00
76.421875,2017-06-18 15:57:00
76.421875,2017-06-18 15:58:00
76.3699645996,2017-06-18 15:59:00
76.3699645996,2017-06-18 16:00:00
76.4737548828,2017-06-18 16:01:00
76.4737548828,2017-06-18 16:02:00
76.4737548828,2017-06-18 16:03:00
76.4737548828,2017-06-18 16:04:00
76.4737548828,2017-06-18 16:05:00
76.4737548828,2017-06-18 16:06:00
76.4737548828,2017-06-18 16:07:00
76.5256652832,2017-06-18 16:08:00
76.577545166,2017-06-18 16:09:00
76.577545166,2017-06-18 16:10:00
76.6294555664,2017-06-18 16:11:00
76.6294555664,2017-06-18 16:12:00
76.577545166,2017-06-18 16:13:00
76.6813354492,2017-06-18 16:14:00
76.6813354492,2017-06-18 16:15:00
76.6813354492,2017-06-18 16:16:00
76.7072753906,2017-06-18 16:17:00
76.6813354492,2017-06-18 16:18:00
76.7592163086,2017-06-18 16:19:00
76.7592163086,2017-06-18 16:20:00
76.7592163086,2017-06-18 16:21:00
76.8110961914,2017-06-18 16:22:00
76.7592163086,2017-06-18 16:23:00
76.8110961914,2017-06-18 16:24:00
76.8110961914,2017-06-18 16:25:00
76.8630065918,2017-06-18 16:26:00
76.8630065918,2017-06-18 16:27:00
76.8630065918,2017-06-18 16:28:00
76.8630065918,2017-06-18 16:29:00
76.8630065918,2017-06-18 16:30:00
76.966796875,2017-06-18 16:31:00
76.9148864746,2017-06-18 16:32:00
76.966796875,2017-06-18 16:33:00
77.0705871582,2017-06-18 16:34:00
77.0186767578,2017-06-18 16:35:00
77.0186767578,2017-06-18 16:36:00
77.0186767578,2017-06-18 16:37:00
77.0705871582,2017-06-18 16:38:00
77.0705871582,2017-06-18 16:39:00
77.0705871582,2017-06-18 16:40:00
77.122467041,2017-06-18 16:41:00
77.1743774414,2017-06-18 16:42:00
77.2262573242,2017-06-18 16:43:00
77.2522125244,2017-06-18 16:44:00
77.2781677246,2017-06-18 16:45:00
77.2262573242,2017-06-18 16:46:00
77.2781677246,2017-06-18 16:47:00
77.3300476074,2017-06-18 16:48:00
77.3300476074,2017-06-18 16:49:00
77.3819580078,2017-06-18 16:50:00
77.4338684082,2017-06-18 16:51:00
77.4338684082,2017-06-18 16:52:00
77.485748291,2017-06-18 16:53:00
77.485748291,2017-06-18 16:54:00
77.5376586914,2017-06-18 16:55:00
77.5376586914,2017-06-18 16:56:00
77.5895385742,2017-06-18 16:57:00
77.5376586914,2017-06-18 16:58:00
77.5895385742,2017-06-18 16:59:00
77.6414489746,2017-06-18 17:00:00
77.5895385742,2017-06-18 17:01:00
77.6414489746,2017-06-18 17:02:00
77.6414489746,2017-06-18 17:03:00
77.6933288574,2017-06-18 17:04:00
77.7452697754,2017-06-18 17:05:00
77.7452697754,2017-06-18 17:06:00
77.7971496582,2017-06-18 17:07:00
77.7971496582,2017-06-18 17:08:00
77.8490600586,2017-06-18 17:09:00
77.8490600586,2017-06-18 17:10:00
77.875,2017-06-18 17:11:00
77.9269104004,2017-06-18 17:12:00
77.9269104004,2017-06-18 17:13:00
77.9269104004,2017-06-18 17:14:00
77.9269104004,2017-06-18 17:15:00
77.9787902832,2017-06-18 17:16:00
78.0307006836,2017-06-18 17:17:00
78.0307006836,2017-06-18 17:18:00
78.0307006836,2017-06-18 17:19:00
78.0307006836,2017-06-18 17:20:00
78.0825805664,2017-06-18 17:21:00
78.1344604492,2017-06-18 17:22:00
78.1863708496,2017-06-18 17:23:00
78.1344604492,2017-06-18 17:24:00
78.1863708496,2017-06-18 17:25:00
78.1863708496,2017-06-18 17:26:00
78.1863708496,2017-06-18 17:27:00
78.2901611328,2017-06-18 17:28:00
78.2901611328,2017-06-18 17:29:00
78.2901611328,2017-06-18 17:30:00
78.3420410156,2017-06-18 17:31:00
78.3420410156,2017-06-18 17:32:00
78.393951416,2017-06-18 17:33:00
78.3420410156,2017-06-18 17:34:00
78.393951416,2017-06-18 17:35:00
78.4458618164,2017-06-18 17:36:00
78.4458618164,2017-06-18 17:37:00
78.5496520996,2017-06-18 17:38:00
78.5496520996,2017-06-18 17:39:00
78.5496520996,2017-06-18 17:40:00
78.6015319824,2017-06-18 17:41:00
78.6015319824,2017-06-18 17:42:00
78.6534423828,2017-06-18 17:43:00
78.6015319824,2017-06-18 17:44:00
78.6534423828,2017-06-18 17:45:00
78.7053222656,2017-06-18 17:46:00
78.7572631836,2017-06-18 17:47:00
78.7572631836,2017-06-18 17:48:00
78.8091430664,2017-06-18 17:49:00
78.8610534668,2017-06-18 17:50:00
78.8610534668,2017-06-18 17:51:00
78.9129333496,2017-06-18 17:52:00
78.96484375,2017-06-18 17:53:00
78.96484375,2017-06-18 17:54:00
79.0167236328,2017-06-18 17:55:00
79.0426940918,2017-06-18 17:56:00
79.0426940918,2017-06-18 17:57:00
79.146484375,2017-06-18 17:58:00
79.0945739746,2017-06-18 17:59:00
79.0945739746,2017-06-18 18:00:00
79.146484375,2017-06-18 18:01:00
79.1983642578,2017-06-18 18:02:00
79.1983642578,2017-06-18 18:03:00
79.2502746582,2017-06-18 18:04:00
79.302154541,2017-06-18 18:05:00
79.3540649414,2017-06-18 18:06:00
79.4059448242,2017-06-18 18:07:00
79.4578552246,2017-06-18 18:08:00
79.4578552246,2017-06-18 18:09:00
79.4578552246,2017-06-18 18:10:00
79.5097351074,2017-06-18 18:11:00
79.5097351074,2017-06-18 18:12:00
79.5616455078,2017-06-18 18:13:00
79.6135253906,2017-06-18 18:14:00
79.665435791,2017-06-18 18:15:00
79.665435791,2017-06-18 18:16:00
79.7173156738,2017-06-18 18:17:00
79.7692565918,2017-06-18 18:18:00
79.7692565918,2017-06-18 18:19:00
79.8211364746,2017-06-18 18:20:00
79.873046875,2017-06-18 18:21:00
79.9249267578,2017-06-18 18:22:00
79.9249267578,2017-06-18 18:23:00
79.9249267578,2017-06-18 18:24:00
79.9768371582,2017-06-18 18:25:00
80.0806274414,2017-06-18 18:26:00
80.0806274414,2017-06-18 18:27:00
80.0806274414,2017-06-18 18:28:00
80.1325378418,2017-06-18 18:29:00
80.210357666,2017-06-18 18:30:00
80.210357666,2017-06-18 18:31:00
80.2622680664,2017-06-18 18:32:00
80.3141479492,2017-06-18 18:33:00
80.3141479492,2017-06-18 18:34:00
80.3660583496,2017-06-18 18:35:00
80.3660583496,2017-06-18 18:36:00
80.41796875,2017-06-18 18:37:00
80.5217590332,2017-06-18 18:38:00
80.5217590332,2017-06-18 18:39:00
80.573638916,2017-06-18 18:40:00
80.5217590332,2017-06-18 18:41:00
80.573638916,2017-06-18 18:42:00
80.729309082,2017-06-18 18:43:00
80.729309082,2017-06-18 18:44:00
80.729309082,2017-06-18 18:45:00
80.78125,2017-06-18 18:46:00
80.8331298828,2017-06-18 18:47:00
80.8850402832,2017-06-18 18:48:00
80.8331298828,2017-06-18 18:49:00
80.9888305664,2017-06-18 18:50:00
81.0926208496,2017-06-18 18:51:00
81.0407409668,2017-06-18 18:52:00
81.14453125,2017-06-18 18:53:00
81.14453125,2017-06-18 18:54:00
81.14453125,2017-06-18 18:55:00
81.2483215332,2017-06-18 18:56:00
81.2483215332,2017-06-18 18:57:00
81.300201416,2017-06-18 18:58:00
81.3521118164,2017-06-18 18:59:00
81.3780517578,2017-06-18 19:00:00
81.4299621582,2017-06-18 19:01:00
81.4299621582,2017-06-18 19:02:00
81.481842041,2017-06-18 19:03:00
81.5337524414,2017-06-18 19:04:00
81.6894226074,2017-06-18 19:05:00
81.6375427246,2017-06-18 19:06:00
81.6375427246,2017-06-18 19:07:00
81.8451538086,2017-06-18 19:08:00
81.8970336914,2017-06-18 19:09:00
81.8451538086,2017-06-18 19:10:00
81.8451538086,2017-06-18 19:11:00
81.9489440918,2017-06-18 19:12:00
82.052734375,2017-06-18 19:13:00
82.052734375,2017-06-18 19:14:00
82.1046142578,2017-06-18 19:15:00
82.1565246582,2017-06-18 19:16:00
82.208404541,2017-06-18 19:17:00
82.2603149414,2017-06-18 19:18:00
82.2603149414,2017-06-18 19:19:00
82.4159851074,2017-06-18 19:20:00
82.4159851074,2017-06-18 19:21:00
82.4678955078,2017-06-18 19:22:00
82.5457458496,2017-06-18 19:23:00
82.5976257324,2017-06-18 19:24:00
82.5976257324,2017-06-18 19:25:00
82.6495361328,2017-06-18 19:26:00
82.7014160156,2017-06-18 19:27:00
82.7533569336,2017-06-18 19:28:00
82.8571472168,2017-06-18 19:29:00
82.9090270996,2017-06-18 19:30:00
82.9609375,2017-06-18 19:31:00
82.9609375,2017-06-18 19:32:00
83.0647277832,2017-06-18 19:33:00
83.116607666,2017-06-18 19:34:00
83.1685180664,2017-06-18 19:35:00
83.2723083496,2017-06-18 19:36:00
83.3241882324,2017-06-18 19:37:00
83.3760986328,2017-06-18 19:38:00
83.4279785156,2017-06-18 19:39:00
83.479888916,2017-06-18 19:40:00
83.5317687988,2017-06-18 19:41:00
83.6355895996,2017-06-18 19:42:00
83.6355895996,2017-06-18 19:43:00
83.7134399414,2017-06-18 19:44:00
83.661529541,2017-06-18 19:45:00
83.7653503418,2017-06-18 19:46:00
83.7653503418,2017-06-18 19:47:00
83.869140625,2017-06-18 19:48:00
83.9729309082,2017-06-18 19:49:00
84.024810791,2017-06-18 19:50:00
84.0767211914,2017-06-18 19:51:00
84.0767211914,2017-06-18 19:52:00
84.1805114746,2017-06-18 19:53:00
84.2843017578,2017-06-18 19:54:00
84.3361816406,2017-06-18 19:55:00
84.4399719238,2017-06-18 19:56:00
84.4918823242,2017-06-18 19:57:00
84.4918823242,2017-06-18 19:58:00
84.5956726074,2017-06-18 19:59:00
84.6994628906,2017-06-18 20:00:00
84.7514038086,2017-06-18 20:01:00
84.8032836914,2017-06-18 20:02:00
84.8292541504,2017-06-18 20:03:00
84.8811340332,2017-06-18 20:04:00
84.984954834,2017-06-18 20:05:00
85.0368347168,2017-06-18 20:06:00
85.0887451172,2017-06-18 20:07:00
85.140625,2017-06-18 20:08:00
85.2443847656,2017-06-18 20:09:00
85.296295166,2017-06-18 20:10:00
85.4000854492,2017-06-18 20:11:00
85.451965332,2017-06-18 20:12:00
85.5038757324,2017-06-18 20:13:00
85.6076660156,2017-06-18 20:14:00
85.7114562988,2017-06-18 20:15:00
85.659576416,2017-06-18 20:16:00
85.8152770996,2017-06-18 20:17:00
85.8671875,2017-06-18 20:18:00
85.9709777832,2017-06-18 20:19:00
85.9969482422,2017-06-18 20:20:00
86.048828125,2017-06-18 20:21:00
86.1526184082,2017-06-18 20:22:00
86.1526184082,2017-06-18 20:23:00
86.2564086914,2017-06-18 20:24:00
86.3083190918,2017-06-18 20:25:00
86.3601989746,2017-06-18 20:26:00
86.4639892578,2017-06-18 20:27:00
86.5158996582,2017-06-18 20:28:00
86.567779541,2017-06-18 20:29:00
86.6715698242,2017-06-18 20:30:00
86.6715698242,2017-06-18 20:31:00
86.775390625,2017-06-18 20:32:00
86.8272705078,2017-06-18 20:33:00
86.931060791,2017-06-18 20:34:00
86.9829711914,2017-06-18 20:35:00
87.0348510742,2017-06-18 20:36:00
87.0867614746,2017-06-18 20:37:00
87.1386413574,2017-06-18 20:38:00
87.1386413574,2017-06-18 20:39:00
87.2684020996,2017-06-18 20:40:00
87.3203125,2017-06-18 20:41:00
87.3721923828,2017-06-18 20:42:00
87.4241027832,2017-06-18 20:43:00
87.5278930664,2017-06-18 20:44:00
87.5798034668,2017-06-18 20:45:00
87.5278930664,2017-06-18 20:46:00
87.7355041504,2017-06-18 20:47:00
87.7874145508,2017-06-18 20:48:00
87.839263916,2017-06-18 20:49:00
87.839263916,2017-06-18 20:50:00
87.9949645996,2017-06-18 20:51:00
87.9949645996,2017-06-18 20:52:00
88.0987548828,2017-06-18 20:53:00
88.1506652832,2017-06-18 20:54:00
88.202545166,2017-06-18 20:55:00
88.2544555664,2017-06-18 20:56:00
88.3063354492,2017-06-18 20:57:00
88.3323059082,2017-06-18 20:58:00
88.384185791,2017-06-18 20:59:00
88.4880065918,2017-06-18 21:00:00
88.591796875,2017-06-18 21:01:00
88.6436767578,2017-06-18 21:02:00
88.6955871582,2017-06-18 21:03:00
88.799407959,2017-06-18 21:04:00
88.8512878418,2017-06-18 21:05:00
88.9031982422,2017-06-18 21:06:00
89.0069885254,2017-06-18 21:07:00
89.0069885254,2017-06-18 21:08:00
89.0588684082,2017-06-18 21:09:00
89.0588684082,2017-06-18 21:10:00
92.9252319336,2017-06-18 21:11:00
92.40625,2017-06-18 21:12:00
92.04296875,2017-06-18 21:13:00
91.7575378418,2017-06-18 21:14:00
91.3942565918,2017-06-18 21:15:00
91.3423461914,2017-06-18 21:16:00
79.873046875,2017-06-18 21:17:00
69.2600402832,2017-06-18 21:18:00
66.224029541,2017-06-18 21:19:00
64.0703125,2017-06-18 21:20:00
62.9026184082,2017-06-18 21:21:00
62.6171569824,2017-06-18 21:22:00
62.046295166,2017-06-18 21:23:00
61.6051635742,2017-06-18 21:24:00
61.2418823242,2017-06-18 21:25:00
61.0343017578,2017-06-18 21:26:00
71.128326416,2017-06-18 21:27:00
78.7572631836,2017-06-18 21:28:00
80.1844177246,2017-06-18 21:29:00
79.873046875,2017-06-18 21:30:00
79.5616455078,2017-06-18 21:31:00
79.302154541,2017-06-18 21:32:00
79.146484375,2017-06-18 21:33:00
79.0945739746,2017-06-18 21:34:00
79.0945739746,2017-06-18 21:35:00
79.146484375,2017-06-18 21:36:00
79.1983642578,2017-06-18 21:37:00
79.3540649414,2017-06-18 21:38:00
79.5616455078,2017-06-18 21:39:00
79.7173156738,2017-06-18 21:40:00
79.9768371582,2017-06-18 21:41:00
80.1844177246,2017-06-18 21:42:00
80.4698486328,2017-06-18 21:43:00
80.6255493164,2017-06-18 21:44:00
80.936920166,2017-06-18 21:45:00
81.2483215332,2017-06-18 21:46:00
81.4299621582,2017-06-18 21:47:00
81.7413635254,2017-06-18 21:48:00
82.052734375,2017-06-18 21:49:00
82.208404541,2017-06-18 21:50:00
82.5197753906,2017-06-18 21:51:00
82.7533569336,2017-06-18 21:52:00
86.931060791,2017-06-18 21:53:00
89.2664489746,2017-06-18 21:54:00
89.86328125,2017-06-18 21:55:00
89.9670715332,2017-06-18 21:56:00
90.0708618164,2017-06-18 21:57:00
90.1227722168,2017-06-18 21:58:00
81.6375427246,2017-06-18 21:59:00
70.1682434082,2017-06-18 22:00:00
65.7569885254,2017-06-18 22:01:00
64.2778930664,2017-06-18 22:02:00
63.162109375,2017-06-18 22:03:00
62.2019958496,2017-06-18 22:04:00
61.9425048828,2017-06-18 22:05:00
61.9944152832,2017-06-18 22:06:00
61.4494628906,2017-06-18 22:07:00
61.3975830078,2017-06-18 22:08:00
61.3456726074,2017-06-18 22:09:00
67.6252746582,2017-06-18 22:10:00
76.6813354492,2017-06-18 22:11:00
80.210357666,2017-06-18 22:12:00
79.9249267578,2017-06-18 22:13:00
79.5097351074,2017-06-18 22:14:00
79.1983642578,2017-06-18 22:15:00
78.96484375,2017-06-18 22:16:00
78.7572631836,2017-06-18 22:17:00
78.7572631836,2017-06-18 22:18:00
78.7053222656,2017-06-18 22:19:00
78.7572631836,2017-06-18 22:20:00
78.9129333496,2017-06-18 22:21:00
79.0426940918,2017-06-18 22:22:00
79.146484375,2017-06-18 22:23:00
79.4059448242,2017-06-18 22:24:00
79.665435791,2017-06-18 22:25:00
79.9249267578,2017-06-18 22:26:00
80.2622680664,2017-06-18 22:27:00
80.6255493164,2017-06-18 22:28:00
80.8331298828,2017-06-18 22:29:00
81.14453125,2017-06-18 22:30:00
81.4299621582,2017-06-18 22:31:00
82.8571472168,2017-06-18 22:32:00
88.6436767578,2017-06-18 22:33:00
90.1227722168,2017-06-18 22:34:00
90.4860229492,2017-06-18 22:35:00
90.4860229492,2017-06-18 22:36:00
90.6416931152,2017-06-18 22:37:00
87.8911743164,2017-06-18 22:38:00
76.966796875,2017-06-18 22:39:00
68.3518371582,2017-06-18 22:40:00
65.134185791,2017-06-18 22:41:00
64.0184020996,2017-06-18 22:42:00
63.162109375,2017-06-18 22:43:00
62.7728881836,2017-06-18 22:44:00
62.25390625,2017-06-18 22:45:00
61.9425048828,2017-06-18 22:46:00
62.046295166,2017-06-18 22:47:00
61.7349243164,2017-06-18 22:48:00
61.6311035156,2017-06-18 22:49:00
61.501373291,2017-06-18 22:50:00
61.3456726074,2017-06-18 22:51:00
61.2937927246,2017-06-18 22:52:00
62.1501159668,2017-06-18 22:53:00
73.9308166504,2017-06-18 22:54:00
79.8211364746,2017-06-18 22:55:00
79.9249267578,2017-06-18 22:56:00
79.4059448242,2017-06-18 22:57:00
79.0167236328,2017-06-18 22:58:00
78.4458618164,2017-06-18 22:59:00
78.0307006836,2017-06-18 23:00:00
77.8490600586,2017-06-18 23:01:00
77.6933288574,2017-06-18 23:02:00
77.6933288574,2017-06-18 23:03:00
77.875,2017-06-18 23:04:00
78.0307006836,2017-06-18 23:05:00
78.2901611328,2017-06-18 23:06:00
78.6015319824,2017-06-18 23:07:00
78.8610534668,2017-06-18 23:08:00
81.0926208496,2017-06-18 23:09:00
87.5798034668,2017-06-18 23:10:00
89.0588684082,2017-06-18 23:11:00
89.7075805664,2017-06-18 23:12:00
90.1746826172,2017-06-18 23:13:00
90.4860229492,2017-06-18 23:14:00
89.1626586914,2017-06-18 23:15:00
75.6952819824,2017-06-18 23:16:00
69.2600402832,2017-06-18 23:17:00
65.497467041,2017-06-18 23:18:00
64.0184020996,2017-06-18 23:19:00
63.3696899414,2017-06-18 23:20:00
62.8507080078,2017-06-18 23:21:00
62.4614868164,2017-06-18 23:22:00
62.2019958496,2017-06-18 23:23:00
61.8387145996,2017-06-18 23:24:00
61.7349243164,2017-06-18 23:25:00
61.6051635742,2017-06-18 23:26:00
61.6051635742,2017-06-18 23:27:00
61.3456726074,2017-06-18 23:28:00
61.2418823242,2017-06-18 23:29:00
71.0764465332,2017-06-18 23:30:00
78.9129333496,2017-06-18 23:31:00
80.3141479492,2017-06-18 23:32:00
79.9249267578,2017-06-18 23:33:00
79.4578552246,2017-06-18 23:34:00
79.0945739746,2017-06-18 23:35:00
78.8610534668,2017-06-18 23:36:00
78.7053222656,2017-06-18 23:37:00
78.8091430664,2017-06-18 23:38:00
78.9129333496,2017-06-18 23:39:00
79.0945739746,2017-06-18 23:40:00
79.1983642578,2017-06-18 23:41:00
79.5097351074,2017-06-18 23:42:00
79.7692565918,2017-06-18 23:43:00
79.9249267578,2017-06-18 23:44:00
83.9210510254,2017-06-18 23:45:00
88.3323059082,2017-06-18 23:46:00
89.3702392578,2017-06-18 23:47:00
89.86328125,2017-06-18 23:48:00
90.1746826172,2017-06-18 23:49:00
90.3822631836,2017-06-18 23:50:00
86.723449707,2017-06-18 23:51:00
73.5155944824,2017-06-18 23:52:00
67.884765625,2017-06-18 23:53:00
64.8487854004,2017-06-18 23:54:00
63.9405517578,2017-06-18 23:55:00
63.0583190918,2017-06-18 23:56:00
62.565246582,2017-06-18 23:57:00
62.3576965332,2017-06-18 23:58:00
62.25390625,2017-06-18 23:59:00
61.9425048828,2017-06-19 00:00:00
61.7868347168,2017-06-19 00:01:00
61.6051635742,2017-06-19 00:02:00
61.5532531738,2017-06-19 00:03:00
61.4494628906,2017-06-19 00:04:00
61.3456726074,2017-06-19 00:05:00
64.0184020996,2017-06-19 00:06:00
72.6073913574,2017-06-19 00:07:00
79.4059448242,2017-06-19 00:08:00
79.2502746582,2017-06-19 00:09:00
78.8610534668,2017-06-19 00:10:00
78.4977416992,2017-06-19 00:11:00
78.1344604492,2017-06-19 00:12:00
77.9787902832,2017-06-19 00:13:00
77.9787902832,2017-06-19 00:14:00
78.0825805664,2017-06-19 00:15:00
78.1863708496,2017-06-19 00:16:00
78.2901611328,2017-06-19 00:17:00
82.208404541,2017-06-19 00:18:00
86.6715698242,2017-06-19 00:19:00
88.4360961914,2017-06-19 00:20:00
89.0588684082,2017-06-19 00:21:00
89.2664489746,2017-06-19 00:22:00
89.474029541,2017-06-19 00:23:00
87.0867614746,2017-06-19 00:24:00
73.0744934082,2017-06-19 00:25:00
67.7290344238,2017-06-19 00:26:00
64.589263916,2017-06-19 00:27:00
63.5772705078,2017-06-19 00:28:00
62.7728881836,2017-06-19 00:29:00
62.25390625,2017-06-19 00:30:00
61.9425048828,2017-06-19 00:31:00
61.7349243164,2017-06-19 00:32:00
61.5532531738,2017-06-19 00:33:00
61.4494628906,2017-06-19 00:34:00
61.1381225586,2017-06-19 00:35:00
61.1900024414,2017-06-19 00:36:00
60.982421875,2017-06-19 00:37:00
61.8387145996,2017-06-19 00:38:00
72.6593017578,2017-06-19 00:39:00
78.6534423828,2017-06-19 00:40:00
78.8091430664,2017-06-19 00:41:00
78.3420410156,2017-06-19 00:42:00
78.0825805664,2017-06-19 00:43:00
77.8490600586,2017-06-19 00:44:00
77.6414489746,2017-06-19 00:45:00
77.6414489746,2017-06-19 00:46:00
77.7452697754,2017-06-19 00:47:00
77.875,2017-06-19 00:48:00
77.9787902832,2017-06-19 00:49:00
78.2382507324,2017-06-19 00:50:00
78.4977416992,2017-06-19 00:51:00
78.7053222656,2017-06-19 00:52:00
78.96484375,2017-06-19 00:53:00
79.2502746582,2017-06-19 00:54:00
80.8850402832,2017-06-19 00:55:00
86.9829711914,2017-06-19 00:56:00
88.6436767578,2017-06-19 00:57:00
89.2145385742,2017-06-19 00:58:00
89.5,2017-06-19 00:59:00
89.7075805664,2017-06-19 01:00:00
88.5398864746,2017-06-19 01:01:00
74.6313781738,2017-06-19 01:02:00
68.3518371582,2017-06-19 01:03:00
64.9006652832,2017-06-19 01:04:00
63.6291503906,2017-06-19 01:05:00
62.798828125,2017-06-19 01:06:00
62.25390625,2017-06-19 01:07:00
61.890625,2017-06-19 01:08:00
61.7349243164,2017-06-19 01:09:00
61.3975830078,2017-06-19 01:10:00
61.3456726074,2017-06-19 01:11:00
61.2418823242,2017-06-19 01:12:00
61.1381225586,2017-06-19 01:13:00
60.9305114746,2017-06-19 01:14:00
60.7748413086,2017-06-19 01:15:00
60.7229003906,2017-06-19 01:16:00
60.5153198242,2017-06-19 01:17:00
61.0343017578,2017-06-19 01:18:00
71.4397277832,2017-06-19 01:19:00
