,Unnamed: 0,tout,s,i,t1,t2,t3,t4,t5,t6,sp0,m,rh
7000,7000,-1.9916666666666667,42.16666666666666,17983.295452854814,24.96033567477369,24.960665739156074,24.96165321360393,24.961082619782914,24.959564268622756,24.05785275216973,24.96,15.086150213593266,94898.38182668084
7001,7001,-1.95,46.0,17983.295452854814,24.95961034890533,24.959928201183853,24.958528466815448,24.961766279966213,24.960661296434907,24.046405355500045,24.96,15.086150213593266,103004.22184802813
7002,7002,-1.9083333333333328,59.16666666666667,17983.295452854807,24.95049514679494,24.950724540391594,24.950700653183407,24.95187234762921,24.95141453173451,24.03466463706345,24.95,15.086150213593266,93585.42200534775
7003,7003,-1.8666666666666667,72.33333333333333,17983.295452854814,24.94029607783024,24.940727973846503,24.941006590671762,24.940909804889024,24.93984767556037,24.022438862048112,24.94,15.086150213593266,94897.09121390124
7004,7004,-1.825,85.5,17983.295452854814,24.940059888770108,24.9386683306705,24.938597023074546,24.94153841472189,24.939802396143264,24.009622850807872,24.94,15.086150213593266,98728.27717363824
7005,7005,-1.7833333333333337,98.66666666666666,17983.295452854807,24.930692606611064,24.92880886229765,24.92844411709913,24.93105724925278,24.929166208391123,23.99665670715993,24.93,15.086150213593266,89534.8621899816
7006,7006,-1.7416666666666665,111.83333333333331,17983.295452854814,24.919937435095644,24.920019759405502,24.9212338344812,24.919238292355203,24.92055059269475,23.98350895599717,24.92,15.086150213593266,90902.34118076674
7007,7007,-1.7,125.0,17983.295452854807,24.91030310390545,24.91067310752869,24.910100119856555,24.909231845335174,24.912048816186427,23.970034096028897,24.91,15.086150213593266,89533.22020154554
7008,7008,-1.6083333333333332,138.16666666666669,53549.006382698026,24.900277959847283,24.89999325387861,24.90126524066671,24.899760733684698,24.90208525371417,23.96584628835025,24.9,18.91438808102804,0.0
7009,7009,-1.5166666666666668,151.33333333333334,53549.006382698026,24.89027229193285,24.890004654304274,24.89115593112365,24.890725737456265,24.891393761781913,23.969595195803727,24.89,20.21577225667959,0.0
7010,7010,-1.425,164.5,53549.006382698026,24.8802560929752,24.879905798457862,24.880830171295766,24.879745830020696,24.881359460590296,23.97545437410432,24.88,20.618222245786733,0.0
7011,7011,-1.3333333333333337,177.66666666666669,53549.006382698026,24.87023860862695,24.870397704001018,24.872201364016078,24.87045201321243,24.87203419272457,23.980467508819427,24.87,21.049937578755774,0.0
7012,7012,-1.2416666666666665,190.8333333333333,53549.006382698026,24.860223488063703,24.85983079096567,24.86316003621501,24.86025284363561,24.860624390570177,23.984271255778236,24.86,21.45653819465706,0.0
7013,7013,-1.15,204.0,53549.006382698026,24.85021169357215,24.85100222640248,24.8500941092959,24.85003515127739,24.851831267584014,23.98733573421173,24.85,21.853993968138766,0.0
7014,7014,-1.0583333333333331,219.16666666666669,53549.006382698026,24.84020239362562,24.842057546492796,24.842840245510587,24.84122991547289,24.842716137181306,23.99010985438882,24.84,22.228395755613928,0.0
7015,7015,-0.9666666666666668,234.33333333333337,53549.006382698026,24.83019491565813,24.8317994416252,24.833300247161908,24.83092996897391,24.832715113197022,23.99290232410993,24.83,22.599691404460344,0.0
7016,7016,-0.875,249.5,53549.006382698026,24.810037048963594,24.81031709956638,24.81047184259209,24.81031328006209,24.810677745650374,23.99554412863368,24.809999999999967,23.444566743567872,0.0
7017,7017,-0.7833333333333332,264.66666666666663,53549.006382698026,24.79997265866446,24.800200096326776,24.8005944965588,24.800125866854138,24.800483456013907,23.995864639702287,24.799999999999965,23.460925472929322,0.0
7018,7018,-0.6916666666666667,279.83333333333337,53549.006382698026,24.789966226936894,24.79011492049818,24.790310571237175,24.79045485766233,24.790263540891427,23.996988505253306,24.789999999999967,23.79258098152265,0.0
7019,7019,-0.6,295.0,53549.006382698026,24.770023017810196,24.770388057149855,24.77029076169377,24.770381699124073,24.770090888785987,23.99955289615196,24.769999999999968,24.557523205977112,0.0
7020,7020,-0.5499999999999999,310.16666666666663,53549.006382698026,24.75996247596456,24.759983111825967,24.76051694788267,24.76003051699577,24.76011359949547,23.9974752779041,24.76000000000001,24.604683713000174,0.0
7021,7021,-0.5,325.33333333333337,53549.006382698026,24.74995958730824,24.75041966292909,24.7502220963734,24.750262067793628,24.75042617517715,23.99263668018675,24.74999999999999,24.946830971765518,0.0
