,tout,s,i,t1,t2,t3,t4,t5,sp0,m,rh
0,-2.291666666666667,0.0,910.5891411620644,21.80933630340637,22.05548152648644,21.698100970233146,20.553385967483877,20.188175524218046,24.000000000000004,14.137229060934349,290982.5026230273
1,-1.7833333333333337,0.0,910.5891411620644,23.421919074711997,23.328973543254172,22.72304129958013,20.82064455366244,20.822177359848126,24.020000000000003,15.624955408247411,304431.8408391991
2,-1.2749999999999997,0.0,910.5891411620644,23.37268907830309,23.24666684745883,22.652375389142488,20.867502114640427,21.025769490394303,24.04,14.931629702620752,298099.0222193746
3,-0.7666666666666668,0.0,910.5891411620644,23.438430891017493,23.22865560966461,22.599812678660566,20.91364152482382,21.20743406507577,24.07,15.528559922816866,303559.2096329558
4,-0.2583333333333331,0.0,910.5891411620644,23.71684287847835,23.368468014851636,22.672953924512782,20.97505128248065,21.33380118672919,24.09,15.71806834389816,305238.48598261544
5,0.25,0.0,910.5891411620644,23.94562279583661,23.488732111016134,22.75169550048203,21.029200710414802,21.418228584530922,24.11,15.713992206106674,305206.618995319
6,0.7583333333333335,0.0,910.5891411620644,23.96709903863811,23.503615293982076,22.763118110026888,21.035619231319856,21.451910930770183,24.13,15.713037626898078,305203.18326677027
7,1.2666666666666664,0.0,910.5891411620644,24.07222019016969,23.54728089801425,22.795081726985536,21.066125028058806,21.52018882350778,24.15,15.71820355336235,305251.3346481044
8,1.7749999999999997,0.0,910.5891411620644,24.1325838072262,23.57109565794856,22.812584364442962,21.084225484853267,21.558526696123053,24.17,15.72086040457263,305279.6226179331
9,2.2833333333333337,0.0,910.5891411620644,24.179330960557856,23.597239513412706,22.8281637831038,21.094875077193215,21.580285006055842,24.19,14.739312841568363,296355.5820820481
10,2.791666666666667,0.0,910.5891411620644,24.216542334236344,23.62482638623043,22.854709882813612,21.10260535773136,21.590539762575183,24.22,14.047867643407606,289219.4955458297
11,3.3,0.0,910.5891411620644,24.238697514079284,23.64912395183964,22.87644353949183,21.107787249678776,21.590906988973174,24.24,12.629968120271688,275505.22400467686
12,3.208333333333333,0.0,910.5891411620644,24.259581480892397,23.66919585738417,22.888763131432228,21.11279050057036,21.593959950897695,24.26,12.433392740967848,273392.1222581725
13,3.1166666666666667,0.0,910.5891411620644,24.279130016363737,23.68316702655797,22.89541287992313,21.11742054130046,21.599587787178702,24.28,12.187673516838048,270810.27396134275
14,3.025,0.0,910.5891411620644,24.29896893417408,23.695608128358923,22.90131916964351,21.1218223235775,21.60534150916846,24.3,12.089385827186126,269784.34144370246
15,2.9333333333333336,0.0,910.5891411620644,24.319285406884518,23.706935811717077,22.906427385806303,21.12603337931285,21.6113887666122,24.32,11.991098137534205,268688.40680495295
16,2.8416666666666663,0.0,910.5891411620644,24.339173393982033,23.7169717335427,22.910558957807446,21.129992613915807,21.61789726309457,24.34,11.991098137534205,268628.7618944441
17,2.75,0.0,910.5891411620644,24.358829433304187,23.72596166985052,22.913942654228197,21.13365404947048,21.624326146150594,24.36,12.040241982360168,269211.298668231
18,2.658333333333333,0.0,910.5891411620644,24.37910124686461,23.73422338701503,22.91690285535829,21.13716630464402,21.630838167653813,24.38,12.040241982360168,269215.0194880008
19,2.566666666666667,0.0,910.5891411620644,24.399229030185126,23.741928930555034,22.919585753513694,21.14060803545791,21.637644942047164,24.4,12.138529672012089,270242.4390923695
20,2.475,0.0,910.5891411620644,24.419546516785985,23.74886414127254,22.921686647816536,21.14388610585599,21.64477102631515,24.42,12.285961206489965,271834.2657082078
21,2.3833333333333333,0.0,910.5891411620644,24.438691039273213,23.755164286061092,22.923331731913372,21.146987677881672,21.651515797457193,24.44,12.335105051315928,272409.4888342257
22,2.291666666666667,0.0,910.5891411620644,24.45656692255497,23.763813852385244,22.92801476664523,21.151289265958425,21.656183269406338,24.46,12.187673516838048,271048.7139439107
23,2.2,0.0,910.5891411620644,24.477138421635217,23.77026380312203,22.921808577019238,21.15529104698126,21.662349372101396,24.48,12.482536585793806,274278.30467045517
24,2.1083333333333334,0.0,910.5891411620644,24.495991181756615,23.774914881694137,22.920357223887056,21.158070288158928,21.677405051875194,24.5,13.881186512672672,287456.06819138984
25,2.0166666666666666,0.0,910.5891411620644,24.517001547898875,23.7785919926089,22.917164426564344,21.16183805698745,21.68540864342608,24.52,13.170550413357244,281465.15422099154
26,1.9250000000000005,0.0,910.5891411620644,24.537900587224158,23.779567122150343,22.911440167117068,21.16532648165195,21.69169428544414,24.54,13.760276551268767,287385.8561406312
27,1.8333333333333337,0.0,910.5891411620644,24.55450755211367,23.785901444350966,22.913940280943415,21.17090540255415,21.706717443189717,24.56,15.670975929461287,304830.1077546463
28,1.7416666666666667,0.0,910.5891411620644,24.563723974664182,23.788046600375658,22.91246866391745,21.17529645735625,21.72092718928071,24.57,15.667718686906374,304859.41048473335
29,1.6500000000000001,0.0,910.5891411620644,24.569775385480927,23.7883868778409,22.90898993625891,21.17861826325812,21.729658699050216,24.59,15.6589976035881,304784.2869568403
30,1.5583333333333333,0.0,910.5891411620644,24.57563811468864,23.789155336654648,22.905997776586055,21.18159920180797,21.73402530004903,24.61,15.65217377143426,304725.27743227
31,1.4666666666666668,0.0,910.5891411620644,24.581723921227663,23.790406062729858,22.9036967839108,21.184657617663568,21.736642646828066,24.63,15.64547860860961,304667.26625868276
32,1.375,0.0,910.5891411620644,24.58750797567598,23.791148195426217,22.900954586782962,21.187690653357183,21.73883339859398,24.64,15.64464321599545,304659.35800056363
33,1.2833333333333337,0.0,910.5891411620644,24.59277235155444,23.792114968924274,22.89867013896336,21.19096421049168,21.74120469917914,24.66,15.631682393635185,304547.4795580652
34,1.1916666666666669,0.0,910.5891411620644,24.597515362026016,23.792757619692306,22.896124067284298,21.194286438833178,21.743587597276004,24.68,15.627388933762894,304509.76333243673
35,1.1,0.0,910.5891411620644,24.60180945918245,23.79261143114998,22.892713212460297,21.197373896959547,21.745679042154173,24.69,15.627549945384038,304510.1765468101
36,1.1,0.0,910.5891411620644,24.61145411153073,23.797483346603073,22.894312590238954,21.20044181609673,21.74887749803805,24.71,15.61866150015004,304433.59696830745
37,1.1,0.0,910.5891411620644,24.6258837185045,23.805494644951512,22.898879595339512,21.20322601384866,21.753417609756927,24.72,15.623155268719671,304471.6589943725
38,1.1,0.0,910.5891411620644,24.642119748650952,23.814857598239065,22.90491077025807,21.20605825170119,21.759498831958513,24.74,15.614077293933668,304393.2567554894
39,1.1,0.0,910.5891411620644,24.65829033695271,23.823211629881502,22.909772326511803,21.20856417549336,21.76624467163314,24.75,15.622974944842547,304469.13858296647
40,1.1,0.0,910.5891411620644,24.674243483763732,23.83213091300887,22.915385706460384,21.211257312928296,21.773538746754678,24.77,15.610548805397556,304362.0716198186
41,1.1,0.0,910.5891411620644,24.69012641576927,23.840541459646225,22.92037335557968,21.21376756023077,21.78068112726706,24.78,15.618116344327982,304426.64436196355
42,1.1,0.0,910.5891411620644,24.70609664900733,23.848950164821506,22.925351929396772,21.216179035378772,21.787698907479466,24.79,15.616342095916936,304411.059363177
43,1.1,0.0,910.5891411620644,24.7221851598589,23.85800513178492,22.931140982637878,21.21878036108934,21.794882694728226,24.81,15.608980064740381,304347.5203563358
44,1.1,0.0,910.5891411620644,24.738249099540703,23.866557989501217,22.93633620336828,21.221246428237983,21.801985338713088,24.82,15.614558073586394,304395.0902542713
45,1.1,0.0,910.5891411620644,24.754279977398724,23.874936407434873,22.941335144247926,21.22360418091246,21.809038791878894,24.83,15.613984839127824,304389.8718496944
46,1.1,0.0,910.5891411620644,24.77028340496951,23.88327717700495,22.946307218658784,21.225875472466093,21.815982098962646,24.84,15.615450621063573,304402.17531611805
47,1.1,0.0,910.5891411620644,24.786298750771646,23.89198824572783,22.951758851714803,21.228251473921713,21.82291332267819,24.85,15.611647465056796,304369.26835587976
48,1.15,0.0,910.5891411620644,24.796606175582976,23.89633519232573,22.953102820509375,21.23089984549973,21.828535446379686,24.87,15.604367786418033,304306.5146702325
49,1.2000000000000002,0.0,910.5891411620644,24.801849347332602,23.896659152015673,22.95078296400456,21.23359293177736,21.832208965273658,24.88,15.603812839534571,304301.52099869604
50,1.25,0.0,910.5891411620644,24.805198323528145,23.89633275904251,22.947710072606178,21.236380056856625,21.83426941720961,24.89,15.596970944708431,304242.52176601073
51,1.3000000000000005,0.0,910.5891411620644,24.808440843360923,23.896208473696017,22.94493097773789,21.239208060940253,21.835307948908447,24.9,15.592856328209127,304206.95414969564
52,1.35,0.0,910.5891411620644,24.811800645085107,23.896186082733447,22.942206494493302,21.24198808146621,21.83590547084844,24.91,15.590184523008814,304183.79384181625
53,1.4,0.0,910.5891411620644,24.81505678650715,23.896162778645824,22.939814746224627,21.244824521727335,21.836471568416844,24.92,15.583392378988375,304125.20147807716
54,1.45,0.0,910.5891411620644,24.818023106004173,23.895608767424523,22.936635337486674,21.247471353914968,21.836754620964047,24.92,15.585997818617285,304147.4412691539
55,1.5,0.0,910.5891411620644,24.82074679587645,23.895180946991054,22.93374701640786,21.25016378967073,21.83693618541265,24.93,15.577962870951204,304078.1560127935
56,1.55,0.0,910.5891411620644,24.82331430383255,23.894940867457663,22.931162683610932,21.252912393535727,21.837085502345328,24.94,15.574067380150721,304044.4760835972
