,tout,s,i,t1,t2,sp0,sp1,sp2,sp3,sp4,sp,m,rh
0,21.275,0.0,10247.059048438321,22.850779306281773,22.74503455990509,24.000000000000004,24.000000000000004,24.000000000000004,24.000000000000004,24.000000000000004,24.000000000000004,124.10164412924117,1201862.4709268815
1,21.55,0.0,10247.059048438321,22.848151606758332,22.826084629274348,24.0,24.0,24.0,24.0,24.0,24.0,107.16161281687553,838777.1766385734
2,21.825,0.0,10247.059048438321,22.68744483892216,22.838734899917373,23.99999999999999,23.99999999999999,23.99999999999999,23.99999999999999,23.99999999999999,23.99999999999999,93.00288917919342,608804.8322502056
3,22.1,0.0,10247.059048438321,22.696777102242336,22.849476114416895,24.09000000000001,24.09000000000001,24.09000000000001,24.09000000000001,24.09000000000001,24.09000000000001,93.00288917919347,606041.2138079116
4,22.375,0.0,10247.059048438321,22.682859476013714,22.877038843864693,24.09,24.09,24.09,24.09,24.09,24.09,93.00288917919345,587358.4050240009
5,22.65,0.0,10247.059048438321,22.676177874058524,22.887454136011108,24.09,24.09,24.09,24.09,24.09,24.09,93.00288917919345,580353.9495157867
6,22.925,0.0,10247.059048438321,22.687776760832083,22.88962591695116,24.17,24.17,24.17,24.17,24.17,24.17,93.00288917919345,598745.7545668869
7,23.2,0.0,10247.059048438321,22.687834237510895,22.89296141146191,24.17,24.17,24.17,24.17,24.17,24.17,93.00288917919345,572500.9277582262
8,23.475,0.0,10247.059048438321,22.6878503271536,22.89749290907617,24.17,24.17,24.17,24.17,24.17,24.17,93.00288917919345,581344.6586965881
9,23.75,0.0,10247.059048438321,22.69651398183266,22.901775088481564,24.22,24.22,24.22,24.22,24.22,24.22,93.00288917919345,589156.4110987311
10,24.025,0.0,10247.059048438321,22.697369496350824,22.90709946539098,24.22,24.22,24.22,24.22,24.22,24.22,93.00288917919345,572386.1344926367
11,24.3,0.0,10247.059048438321,22.697630158148165,22.91234810266511,24.22,24.22,24.22,24.22,24.22,24.22,93.00288917919345,576439.3990589663
12,24.24166666666667,0.0,10247.059048438321,22.692890424683515,22.915591663493174,24.19,24.19,24.19,24.19,24.19,24.19,93.00288917919345,567037.2631000704
13,24.18333333333333,0.0,10247.059048438321,22.69268415538357,22.915807677368804,24.19,24.19,24.19,24.19,24.19,24.19,93.00288917919345,574926.1347571041
14,24.125,0.0,10247.059048438321,22.69312930509006,22.91469453428355,24.19,24.19,24.19,24.19,24.19,24.19,93.00288917919345,570828.3490501798
15,24.06666666666667,0.0,10247.059048438321,22.70228237554818,22.913637535158614,24.24,24.24,24.24,24.24,24.24,24.24,93.00288917919345,584356.3522292763
16,24.00833333333333,0.0,10247.059048438321,22.703274906350213,22.914730586594853,24.24,24.24,24.24,24.24,24.24,24.24,93.00288917919345,570016.4926935069
17,23.950000000000006,0.0,10247.059048438321,22.703640643552223,22.91633219733862,24.24,24.24,24.24,24.24,24.24,24.24,93.00288917919345,576737.7632545877
18,23.89166666666667,0.0,10247.059048438321,22.74954536163741,22.917208604110378,24.5,24.5,24.5,24.5,24.5,24.5,93.00288917919345,643348.8099980339
19,23.833333333333336,0.0,10247.059048438321,22.752861336524663,22.926456320043126,24.5,24.5,24.5,24.5,24.5,24.5,93.00288917919345,569104.518322224
20,23.775000000000006,0.0,10247.059048438321,22.75349881613939,22.936775972081584,24.5,24.5,24.5,24.5,24.5,24.5,93.00288917919345,605213.7371290623
21,23.71666666666667,0.0,10247.059048438321,22.7289877143737,22.943106658903147,24.36,24.36,24.36,24.36,24.36,24.36,93.00288917919345,559996.191962305
22,23.658333333333335,0.0,10247.059048438321,22.727585508161702,22.940426988124905,24.36,24.36,24.36,24.36,24.36,24.36,93.00288917919345,600552.9293324698
23,23.6,0.0,10247.059048438321,22.72758259757498,22.934870783964495,24.36,24.36,24.36,24.36,24.36,24.36,93.00288917919345,580930.1019222315
24,23.541666666666664,0.0,10247.059048438321,22.740221152348887,22.930823732280178,24.43,24.43,24.43,24.43,24.43,24.43,93.00288917919345,603642.4753872774
25,23.483333333333334,0.0,10247.059048438321,22.741262747746305,22.93136801026214,24.43,24.43,24.43,24.43,24.43,24.43,93.00288917919345,583639.8239960312
26,23.425000000000008,0.0,10247.059048438321,22.741436809201666,22.93342467146021,24.43,24.43,24.43,24.43,24.43,24.43,93.00288917919345,593764.8288015951
27,23.36666666666667,0.0,10247.059048438321,22.773098888606693,22.93466486597372,24.61,24.61,24.61,24.61,24.61,24.61,93.00288917919345,639702.6850408571
28,23.30833333333333,0.0,10247.059048438321,22.775549225703223,22.94112650236416,24.61,24.61,24.61,24.61,24.61,24.61,93.00288917919345,588711.9433523729
29,23.25,0.0,10247.059048438321,22.77582490268512,22.94802883246279,24.61,24.61,24.61,24.61,24.61,24.61,93.00288917919345,613413.6349243325
30,23.19166666666667,0.0,10247.059048438321,22.79882863250934,22.952060693664322,24.74,24.74,24.74,24.74,24.74,24.74,93.00288917919345,643969.346109751
31,23.13333333333333,0.0,10247.059048438321,22.80053610407003,22.957998850959225,24.74,24.74,24.74,24.74,24.74,24.74,93.00288917919345,606546.7775308565
32,23.075,0.0,10247.059048438321,22.800774763013518,22.963292009095078,24.74,24.74,24.74,24.74,24.74,24.74,93.00288917919345,624473.5312500912
33,23.01666666666667,0.0,10247.059048438321,22.74313013817815,22.963319631691924,24.36,24.36,24.36,24.36,24.36,24.36,93.70008957651497,588802.8429711801
34,22.95833333333333,0.0,10247.059048438321,22.729696969425692,22.949461960808158,24.36,24.36,24.36,24.36,24.36,24.36,93.00288917919345,633196.1718870553
35,22.9,0.0,10247.059048438321,22.72983147553275,22.934719533195764,24.36,24.36,24.36,24.36,24.36,24.36,93.00288917919345,574049.9869950569
36,22.841666666666665,0.0,10247.059048438321,22.749080134302343,22.925856303215884,24.47,24.47,24.47,24.47,24.47,24.47,93.00288917919345,616361.6332562806
