,Unnamed: 0,tout,s,i,t1,t2,m,tret
7000,7000,20.6,166.08333333333337,0.0,23.82565754715395,23.63662310494481,93.44189488098921,23.80778923525969
7001,7001,20.6,176.0,0.0,23.872661439617,23.630062837171828,93.00288917919352,23.85415606109921
7002,7002,20.6,177.83333333333337,0.0,23.931770256257483,23.20050146373855,77.72912548887052,23.92529193045148
7003,7003,20.6,179.66666666666663,0.0,23.85146533885822,23.05165867016167,64.26842635880796,23.89845722071613
7004,7004,20.6,181.5,0.0,23.82166489672729,23.040092080839557,54.1818270380303,23.83227660399961
7005,7005,20.6,183.33333333333331,0.0,23.735261264454852,23.676024860694362,119.15156598802321,23.748576901207837
7006,7006,20.6,185.16666666666663,0.0,23.775295920226274,23.55226308647232,97.71133154070678,23.760302376789483
7007,7007,20.6,187.0,0.0,23.78695261337143,23.520435429669394,93.0028891791933,23.779245912150806
7008,7008,20.6,188.83333333333331,0.0,23.82216894988901,23.661259439117647,101.453834661585,23.799167720311186
7009,7009,20.6,190.66666666666663,0.0,23.87047491548048,23.82228106075608,93.00288917919345,23.83295507252708
7010,7010,20.6,192.5,0.0,23.914879726441,23.910404493192267,94.99786853364685,23.880683930375305
7011,7011,20.6,194.33333333333331,0.0,24.011076312515673,24.12597771860893,95.9688469058972,23.94840562311329
7012,7012,20.6,196.16666666666663,0.0,24.113759651006077,24.194223125151424,95.1491534556151,24.04022110524577
7013,7013,20.6,198.0,0.0,24.189661750793167,24.21017760061955,93.00288917919345,24.113759651006077
7014,7014,20.6,206.75,0.0,24.166410499774752,23.481189682942485,100.30489324322521,24.18656703990712
7015,7015,20.6,215.5,0.0,24.038974825379054,23.300596224918557,81.22098434356333,24.1208221673948
7016,7016,20.6,224.25,0.0,23.95293289187307,23.28009567653093,79.84805826980873,23.98214348784557
7017,7017,20.6,233.0,0.0,23.8914787459487,23.820346356160588,113.00332368632736,23.905274553905983
7018,7018,20.6,241.75,0.0,23.93290039679534,23.875429796991487,97.01922131797724,23.91081376853195
7019,7019,20.6,250.5,0.0,23.976874540905513,23.96226713022088,94.09965562215342,23.94379425699321
7020,7020,20.6,259.25,0.0,24.06423094568897,24.23440143921769,64.64729968716438,24.00807215442429
7021,7021,20.6,268.0,0.0,24.17359678520736,24.32997178950974,49.13603509809171,24.08919212343489
7022,7022,20.6,276.75,0.0,24.26204111632285,24.329928652655425,48.1742471897364,24.17359678520736
7023,7023,20.6,285.5,0.0,24.286376344145474,24.43626149534862,98.38415317261715,24.26087549185253
7024,7024,20.6,294.25,0.0,24.331177708564443,24.39866871501934,96.88936020092028,24.313042820908734
7025,7025,20.6,303.0,0.0,24.370105932843558,24.361175930106413,93.00288917919345,24.331177708564443
7026,7026,20.6,305.33333333333337,0.0,24.32903181325349,23.59692609897501,105.31820206914702,24.357719002666784
7027,7027,20.6,307.6666666666667,0.0,24.07170010281207,23.331396103680444,88.23792862922787,24.14101710837563
7028,7028,20.6,310.0,0.0,23.99656819699749,23.329968190925204,85.81864230887867,24.03045402921896
7029,7029,20.6,312.3333333333333,0.0,23.96350203525179,24.01780983149301,115.36370503222493,23.961965272360572
7030,7030,20.6,314.6666666666667,0.0,24.02111421807917,24.04964122737251,99.0048368655877,23.98897743431344
7031,7031,20.6,317.0,0.0,24.06795118055912,24.08070662053956,93.60568665550308,24.03199680427392
7032,7032,20.6,319.33333333333337,0.0,24.084830688701462,23.347106524006644,115.01157873674124,24.09739488247537
7033,7033,20.6,321.66666666666663,0.0,23.841567153423533,23.00231577488811,106.25388465130536,23.910602857285784
7034,7034,20.6,324.0,0.0,23.754742152669856,23.00001005360485,104.58918642984962,23.80379930539021
7035,7035,20.6,326.33333333333337,0.0,23.72492392059717,23.230957668576888,91.95427615446538,23.734165493088273
7036,7036,20.6,328.66666666666663,0.0,23.72773305052857,23.249855160236912,86.71212928624483,23.726092902790274
7037,7037,20.6,331.0,0.0,23.73420800526599,23.249950461421513,87.5812332336181,23.732263326270466
7038,7038,20.6,340.99999999999994,0.0,23.78505544082085,23.96767872840102,115.78124658628012,23.75596619055759
7039,7039,20.6,351.00000000000006,0.0,23.88752779376813,24.01546897318227,99.66640351363822,23.829088166813715
7040,7040,20.6,361.0,0.0,23.96262719638437,24.052390505204468,93.93107390881235,23.903645974355587
7041,7041,20.6,371.0,0.0,24.0194964045786,23.364412295329533,114.65117632415277,24.01878169679729
7042,7042,20.6,381.0,0.0,23.832967900277104,23.062100046768165,105.47140401451296,23.886694090756865
7043,7043,20.6,391.0,0.0,23.76287137413887,23.060003614083733,103.60525726251629,23.80233436652841
7044,7044,20.6,401.0,0.0,23.77653360729419,23.945639203364724,120.44507355306288,23.757755179843198
7045,7045,20.6,411.00000000000006,0.0,23.879054073819127,23.99036044958273,101.73499239653843,23.820946248718208
7046,7046,20.6,421.0,0.0,23.953586961163737,24.022030999567786,94.42334140743952,23.895077117743373
7047,7047,20.6,431.0,0.0,24.03129503176746,23.44544789262661,110.8055205115646,24.022704145790684
7048,7048,20.6,441.00000000000006,0.0,23.889092731930308,23.221589879991225,99.14136244259495,23.92940264328433
7049,7049,20.6,451.0,0.0,23.84209595547601,23.22001133461057,98.06124694955999,23.86949935314361
7050,7050,20.6,432.25000000000006,0.0,23.832167788788762,23.725853559325586,115.52371681027529,23.82599678018296
7051,7051,20.6,413.5,0.0,23.96306453080338,24.016694009407463,87.0875126566139,23.922476985773567
7052,7052,20.6,394.75,0.0,24.120005720229397,24.09987994271329,58.65528784327553,24.079493744142837
