,t1,t2,t5
0,24.96106154126856,24.96033567477369,24.05785275216973
1,24.96006755877737,24.95961034890533,24.046405355500045
2,24.951089892640837,24.95049514679493,24.03466463706345
3,24.94083295867619,24.94029607783024,24.022438862048112
4,24.93955122261364,24.940059888770108,24.009622850807872
5,24.929352694941553,24.930692606611064,23.99665670715993
6,24.920218435851822,24.919937435095644,23.98350895599717
7,24.91013369049589,24.91030310390545,23.970034096028897
8,24.90048610306841,24.900277959847283,23.96584628835025
9,24.89065115879319,24.89027229193285,23.969595195803727
10,24.880262885725926,24.8802560929752,23.97545437410432
11,24.871124451719588,24.87023860862695,23.980467508819427
12,24.861141346991626,24.8602234880637,23.984271255778236
13,24.85048994172109,24.85021169357215,23.98733573421173
14,24.84216478290882,24.84020239362562,23.99010985438882
15,24.832161452048048,24.830194915658122,23.99290232410993
16,24.810388145030647,24.810037048963594,23.99554412863368
17,24.800334578429364,24.79997265866446,23.995864639702287
18,24.790273038667866,24.78996622693689,23.996988505253306
19,24.770337836457323,24.770023017810196,23.99955289615196
20,24.76018851748957,24.75996247596456,23.9974752779041
21,24.75031248631109,24.74995958730824,23.99263668018675
22,24.73068563917354,24.730114466583085,23.99116380308592
23,24.720095569227386,24.7199809246722,23.98081129440895
24,24.70084203435643,24.700099244564015,23.971680711844172
25,24.68087509210753,24.68010383916362,23.96136914498659
26,24.670316965157014,24.66996821838384,23.94853729253867
27,24.65065280882557,24.65009922991,23.937233909628443
28,24.640364928839432,24.63996434066735,23.924439498886137
29,24.62061609313148,24.62009789612538,23.91353241405971
30,24.60213598675293,24.600610153501805,23.90339181137189
31,24.58111824503921,24.580644584742444,23.89291345703257
32,24.57073249189657,24.57018313358152,23.88290350750957
33,24.5514318836473,24.550643524317568,23.87814202671559
34,24.53098362343658,24.53065642118913,23.87596670489247
35,24.51132827902256,24.51066795431744,23.874756506677127
36,24.491463163970717,24.490674776730064,23.87364970922857
37,24.471660637173912,24.470682267296425,23.87240785766341
38,24.451784997632927,24.450688723193675,23.870616583273765
39,24.43158644635487,24.43069627168859,23.86810313818344
40,24.41152965767928,24.410703332753954,23.864646534467568
41,24.391680957847186,24.39071286489903,23.86056406303388
42,24.371327760106944,24.37072169335413,23.856245725347833
43,24.351175856828466,24.35073156201026,23.85201300794973
44,24.331901920615405,24.33074171575789,23.849820915653076
45,24.31195273860909,24.31075376152629,23.85010066297197
46,24.29204852195159,24.290762273135144,23.851991879644647
47,24.2721383194506,24.270770840025182,23.85454051936303
48,24.2513031728832,24.25077938726264,23.8571795503472
49,24.231267515100388,24.23078862097385,23.85969374025481
50,24.211902539384585,24.21079838771288,23.86203855911375
51,24.19241436239173,24.190808221803433,23.864230259041648
52,24.163288300430857,24.161416636388502,23.866837940375827
53,24.14205607653385,24.14085629125617,23.86751117757431
54,24.122097648979373,24.120850952510892,23.86759562121469
55,24.10233023217576,24.10085619745593,23.86786898559548
56,24.08259846533825,24.080734206701003,23.862893722204053
57,24.06253767628414,24.06077545319437,23.85453062820693
