,real,prediction
229,76.3999938965,76.6574194806
230,76.3666687012,76.6516562248
231,76.3666687012,76.6458957095
232,76.3666687012,76.6400885797
233,76.3666687012,76.6342348577
234,76.3666687012,76.6283098958
235,76.3666687012,76.6223383977
236,76.3666687012,76.6163697391
237,76.3666687012,76.6104039187
238,76.3666687012,76.604391567
239,76.3666687012,76.5983820741
240,76.3666687012,76.5917232756
241,76.3333129883,76.5851218743
242,76.3333129883,76.5785239035
243,76.3333129883,76.5719293614
244,76.3333129883,76.5653382464
245,76.3333129883,76.5586696594
246,76.3333129883,76.5520045378
247,76.3333129883,76.5452889114
248,76.3333129883,76.538576775
249,76.3333129883,76.5318681266
250,76.3333129883,76.5251629646
251,76.3333129883,76.5184073502
252,76.3333129883,76.5116552466
253,76.3333129883,76.5048527151
254,76.3333129883,76.4980537186
255,76.3333129883,76.4912582554
256,76.299987793,76.4843584501
257,76.299987793,76.4774622304
258,76.299987793,76.4705156577
259,76.299987793,76.4634378452
260,76.299987793,76.4563637107
261,76.299987793,76.4492932525
262,76.299987793,76.4421590358
263,76.299987793,76.4350285265
264,76.299987793,76.4279017227
265,76.2666625977,76.4207786225
266,76.2666625977,76.413659224
267,76.2666625977,76.4065435253
268,76.2666625977,76.3993775875
269,76.1999816895,76.3922153738
270,76.1999816895,76.385056882
271,76.1999816895,76.3779021102
272,76.1999816895,76.3707510566
273,76.1999816895,76.3636037192
274,76.1999816895,76.3564600961
275,76.1999816895,76.3493201852
276,76.1999816895,76.3421839848
277,76.1666564941,76.3349975561
278,76.1666564941,76.327814862
279,76.1666564941,76.3205819637
280,76.1666564941,76.313406761
281,76.1666564941,76.3061813502
282,76.1666564941,76.2990405914
283,76.1666564941,76.2919035435
284,76.1666564941,76.2847702045
285,76.1666564941,76.2776405725
286,76.1666564941,76.2705146456
287,76.1666564941,76.2633924218
288,76.1666564941,76.2562738992
289,76.1333312988,76.2491590759
290,76.1333312988,76.2421558551
291,76.1333312988,76.2352776275
292,76.1333312988,76.2285378241
293,76.1333312988,76.2218015231
294,76.1333312988,76.2150147861
295,76.0999755859,76.2082855126
296,76.0999755859,76.201613673
297,76.0999755859,76.1949992372
298,76.0999755859,76.1884421755
299,76.0999755859,76.1818885214
300,76.0999755859,76.1750518606
301,76.0666503906,76.1682189387
302,76.0666503906,76.1613897537
303,76.0666503906,76.1546210828
304,76.0666503906,76.1479128763
305,76.0666503906,76.1411515759
306,76.0666503906,76.1343939732
307,76.0333251953,76.1275265244
308,76.0,76.1204925438
309,76.0,76.1133772578
310,76.0,76.106152338
311,76.0,76.0988604205
312,76.0,76.091515695
313,75.9666442871,76.0841182237
314,75.9666442871,76.076724798
315,75.9666442871,76.0693921784
316,75.9666442871,76.062063569
317,75.9666442871,76.0547957634
318,75.9666442871,76.0476028817
319,75.9666442871,76.0403571711
320,75.9666442871,76.0331154233
321,75.9333190918,76.0258776358
322,75.9333190918,76.0186438068
323,75.9333190918,76.0113429514
324,75.9333190918,76.0040460889
325,75.8999938965,75.996753217
326,75.8999938965,75.9894643336
327,75.8999938965,75.9821794364
328,75.8999938965,75.9748985233
329,75.8999938965,75.9676215921
330,75.8999938965,75.9602918781
331,75.8999938965,75.9529661727
332,75.8666381836,75.9457012362
333,75.8666381836,75.938440273
334,75.8333129883,75.9312400766
335,75.8333129883,75.924043818
336,75.8333129883,75.916851495
337,75.799987793,75.9097624275
338,75.799987793,75.9027340162
339,75.799987793,75.8957662112
340,75.799987793,75.8888589795
341,75.799987793,75.8820406608
342,75.799987793,75.875226071
343,75.799987793,75.8684719707
344,75.799987793,75.8617215641
345,75.799987793,75.8550884079
346,75.799987793,75.8485156251
347,75.799987793,75.8420031995
348,75.799987793,75.8354943356
349,75.799987793,75.8289890313
350,75.799987793,75.8224305223
351,75.799987793,75.8158188541
352,75.799987793,75.8091540059
353,75.799987793,75.8024928028
354,75.799987793,75.7958352426
355,75.799987793,75.7891813234
356,75.799987793,75.782616212
357,75.799987793,75.7760546911
358,75.799987793,75.7695535213
359,75.799987793,75.7630559069
360,75.7666625977,75.7460303929
361,75.7333374023,75.7292897268
362,75.7333374023,75.7125730635
363,75.7333374023,75.6958803686
364,75.7333374023,75.6792116077
365,75.7333374023,75.6625667465
366,75.7333374023,75.6458713215
367,75.7333374023,75.6291254052
368,75.7333374023,75.6125523577
369,75.7333374023,75.5960030727
370,75.6999816895,75.579477516
371,75.6999816895,75.5631244684
372,75.6833190918,75.5469436826
373,75.6666564941,75.5307860968
374,75.6666564941,75.5146516778
375,75.6666564941,75.4985403923
376,75.6666564941,75.4824522072
377,75.6666564941,75.4665359041
378,75.6666564941,75.4507912366
379,75.6666564941,75.4352179584
380,75.6666564941,75.419815824
381,75.6666564941,75.4045846316
382,75.6666564941,75.3895240925
383,75.6666564941,75.3746339618
384,75.6666564941,75.3599139954
385,75.6666564941,75.3452151345
386,75.6666564941,75.3305373488
387,75.6666564941,75.3158806082
388,75.6666564941,75.3014308899
389,75.6666564941,75.287299519
390,75.6666564941,75.2731884097
391,75.6666564941,75.2592463476
392,75.6666564941,75.2453242757
393,75.6666564941,75.2315710237
394,75.5999755859,75.2182095499
395,75.5999755859,75.2050904776
396,75.5999755859,75.1919902155
397,75.6333312988,75.1789087366
398,75.6333312988,75.1660692141
399,75.5333251953,75.1534341521
400,75.5333251953,75.1408172063
401,75.5333251953,75.1283671217
402,75.5333251953,75.1160837027
403,75.5333251953,75.1041156126
404,75.5333251953,75.0921646824
405,75.5333251953,75.0802308874
406,75.5333251953,75.0685374033
407,75.5333251953,75.0568606854
408,75.5333251953,75.0452007095
409,75.5666503906,75.0337062665
410,75.5666503906,75.0225259336
411,75.5666503906,75.0113616311
412,75.0999755859,75.0005482019
413,75.0999755859,74.8423326674
414,75.0999755859,74.6843439826
415,74.6999816895,74.5268050225
416,74.6999816895,74.3696408005
417,74.6999816895,74.2127019208
418,74.6999816895,74.0559880604
419,74.6999816895,73.8994988966
420,74.3999938965,73.8097849087
421,74.1999816895,73.8025862131
422,74.1999816895,73.7961009927
423,74.1999816895,73.789860927
424,74.1999816895,73.7840774882
425,74.1999816895,73.7789540251
426,74.1999816895,73.7747414813
427,74.1999816895,73.7719019246
428,74.3666687012,73.7699973207
429,74.3666687012,73.769488764
430,74.3666687012,73.7698821961
431,74.3666687012,73.7708676277
432,74.4333190918,73.7724778326
433,74.4333190918,73.7742478433
434,74.4333190918,73.7765027285
435,74.4333190918,73.7793895515
436,74.4333190918,73.7823879215
437,74.4333190918,73.7856039917
438,74.4333190918,73.7886984878
439,74.4333190918,73.7914553308
440,74.4333190918,73.7937769147
441,74.7333374023,73.7962314129
442,74.7333374023,73.798593126
443,74.7333374023,73.8000380145
444,74.7333374023,73.8014282833
445,74.799987793,73.8029866719
446,74.799987793,73.8044861503
447,74.799987793,73.8065358174
448,74.799987793,73.8088390476
449,74.799987793,73.8113861908
450,74.799987793,73.8141681564
451,74.799987793,73.816844958
452,74.799987793,73.8196412459
453,74.799987793,73.8226628082
454,74.9666442871,73.8255701493
455,74.9666442871,73.828146912
456,74.9666442871,73.8306262678
457,74.9333190918,73.8330118989
458,74.9666442871,73.8355280231
459,74.9666442871,73.8379490327
460,74.4333190918,73.7613752784
461,74.4333190918,73.6876961691
462,74.4333190918,73.6165816064
463,74.4333190918,73.5481553201
464,74.4333190918,73.4825363627
465,74.4333190918,73.4190669565
466,74.4333190918,73.4369000689
467,74.4333190918,73.4538383781
468,74.4333190918,73.4699156448
469,74.2666625977,73.4856058975
470,74.0666503906,73.5011443762
471,74.0666503906,73.5160954686
472,73.5999755859,73.452129789
473,73.5999755859,73.3902511635
474,73.5999755859,73.3303806322
475,73.5999755859,73.2727733298
476,73.5999755859,73.216902287
477,73.5999755859,73.1631432843
478,73.5999755859,73.1906508364
479,73.5999755859,73.2171185467
480,73.5999755859,73.2539612398
481,73.5999755859,73.288856712
482,73.3333129883,73.321828448
483,73.3333129883,73.3528986379
484,73.799987793,73.3822559738
485,73.799987793,73.4099948828
486,73.799987793,73.4362045865
487,73.799987793,73.460885525
488,73.799987793,73.4844574277
489,73.799987793,73.5066040396
490,73.799987793,73.5274458785
491,73.799987793,73.5469709874
492,73.799987793,73.565335843
493,73.799987793,73.5826882711
494,73.9666442871,73.5992098916
495,74.0999755859,73.6147368368
496,74.0999755859,73.6294078042
497,74.4333190918,73.6432699827
498,74.4333190918,73.6564937414
499,74.4333190918,73.669072381
500,73.9333190918,73.6069819717
501,73.9333190918,73.5484822656
502,73.5333251953,73.4934591505
503,73.5333251953,73.4413855164
504,73.5333251953,73.3921826253
505,73.5333251953,73.3456083547
506,73.3666687012,73.3015177926
507,73.0666503906,73.2598578785
508,73.0666503906,73.2943863339
509,73.0666503906,73.327095149
510,73.0666503906,73.3580007751
511,73.0666503906,73.3873703448
512,73.0666503906,73.4152256601
513,73.5333251953,73.4415453527
514,73.5333251953,73.4664140792
515,73.5333251953,73.4899118294
516,73.5333251953,73.5123657712
517,73.5333251953,73.5337496101
518,73.5999755859,73.5540803958
519,73.5999755859,73.5732065124
520,73.7333068848,73.5913620969
521,73.7333068848,73.6083071216
522,74.1666564941,73.624317992
523,74.1666564941,73.639572013
524,74.1666564941,73.6541528275
525,74.1666564941,73.6680136612
526,74.1666564941,73.6811103675
527,74.1666564941,73.6935689342
528,73.6999816895,73.6315328215
529,73.6999816895,73.5729166687
530,73.7333068848,73.5175319384
531,73.7333068848,73.4653472529
532,73.7333068848,73.4161232952
533,73.6333312988,73.3696129821
534,73.6333312988,73.3997681277
535,73.6333312988,73.428344727
536,73.6333312988,73.4554298031
537,73.6333312988,73.4810217186
538,73.6333312988,73.5052027894
539,73.6333312988,73.5280507933
540,73.6333312988,73.56201605
541,74.0666503906,73.5933558917
542,74.1333312988,73.6220301495
543,74.1333312988,73.6484639183
544,74.1333312988,73.6731285333
545,74.2333068848,73.6961527177
546,74.2333068848,73.7175016696
547,73.6999816895,73.6514230495
548,73.6999816895,73.5903064027
549,73.6999816895,73.5334824704
550,73.6999816895,73.4807930295
551,73.6999816895,73.4320913695
552,73.6999816895,73.3869332271
553,73.6999816895,73.4309350059
554,73.6333312988,73.471735229
555,73.6333312988,73.5094127271
556,73.6333312988,73.5443488222
557,73.6333312988,73.5765117395
558,74.0,73.6064115725
559,74.0,73.634290062
560,74.0,73.6603712692
561,74.0,73.684554816
562,74.0,73.7071328891
563,74.0,73.7287231605
564,74.0,73.6628683016
565,73.5,73.6018050215
566,73.5,73.5449920558
567,73.5,73.4924668973
568,73.5,73.4437634529
569,73.5,73.3986036559
570,73.3999938965,73.3567296715
571,73.3999938965,73.4037766541
572,73.3999938965,73.4478243823
573,73.3999938965,73.4895148594
574,73.3999938965,73.5283260641
575,73.3999938965,73.5643904572
576,73.3999938965,73.5978308164
577,73.8333129883,73.6286839519
578,73.8333129883,73.6572922229
579,73.8333129883,73.6843198685
580,73.8333129883,73.7093809911
581,73.8333129883,73.7323489186
582,73.8333129883,73.7539154626
583,73.5666503906,73.6881927162
584,73.5666503906,73.6270206978
585,73.5666503906,73.5702995363
586,73.5666503906,73.5177053887
587,73.5666503906,73.4694774407
588,73.5666503906,73.424758543
589,73.5666503906,73.3830621851
590,73.5,73.4300427223
591,73.5,73.4740673113
592,73.5,73.5147345714
593,73.5,73.5525970081
594,73.5,73.5879357336
595,73.5,73.6203179629
596,74.0,73.6503440714
597,74.0,73.6781854897
598,74.0,73.7041552888
599,74.0,73.7282355334
600,74.0,73.7524561463
601,74.0,73.7761718946
602,73.6666564941,73.7194067627
603,73.6666564941,73.6664890297
604,73.6666564941,73.6166711019
605,73.6666564941,73.5702936977
606,73.6666564941,73.5266329805
607,73.6666564941,73.4855298127
608,73.6333312988,73.526187153
609,73.6333312988,73.5647893212
610,73.6333312988,73.6009996648
611,73.6333312988,73.6350888857
612,73.6333312988,73.666463084
613,74.0333251953,73.6957383395
614,74.0333251953,73.7240821236
615,74.0333251953,73.7507655907
616,74.0333251953,73.7762124446
617,74.0333251953,73.8005603051
618,74.0333251953,73.8234819211
619,74.0333251953,73.7659691755
620,73.7666625977,73.7135227358
621,73.7666625977,73.6645401217
622,73.7666625977,73.6180351744
623,73.7666625977,73.5739932746
624,73.7666625977,73.5325312531
625,73.7666625977,73.4934979861
626,73.6999816895,73.5364956047
627,73.6999816895,73.576582889
628,73.6999816895,73.6149746863
629,73.6999816895,73.6513134281
630,73.6999816895,73.6849360459
631,74.1666564941,73.7165891242
632,74.1666564941,73.7463880344
633,74.2333374023,73.7741802787
634,74.2333374023,73.8007361418
635,74.2333374023,73.8264544942
636,74.2333374023,73.8511885432
637,74.2333374023,73.7953820622
638,73.799987793,73.7431057136
639,73.799987793,73.6938915993
640,73.799987793,73.6483437493
641,73.799987793,73.6059862911
642,73.799987793,73.5670892248
643,73.799987793,73.5303400698
644,73.799987793,73.5754880789
645,73.799987793,73.6172080072
646,73.7333068848,73.6570063715
647,73.7333068848,73.6951262499
648,74.1333312988,73.731143666
649,74.1333312988,73.7640068176
650,74.1999816895,73.7937045456
651,74.1999816895,73.8210098303
652,74.1999816895,73.8464545203
653,74.1999816895,73.8709310143
654,74.1999816895,73.8150125822
655,73.7666625977,73.7628920279
656,73.7666625977,73.714150951
657,73.7666625977,73.6685261307
658,73.6999816895,73.6251822082
659,73.6999816895,73.584377278
660,73.6999816895,73.5393820211
661,73.6999816895,73.5840750021
662,73.5999755859,73.6269915876
663,73.5999755859,73.6679782314
664,74.0333251953,73.7058724469
665,74.0333251953,73.741358872
666,74.0333251953,73.7748287482
667,74.0333251953,73.8060150803
668,74.0333251953,73.835174729
669,74.0333251953,73.8630590158
670,74.0333251953,73.88897709
671,74.1666564941,73.8271815749
672,73.7666625977,73.7688976471
673,73.7666625977,73.7139257575
674,73.799987793,73.6627137002
675,73.799987793,73.6153023855
676,73.799987793,73.5705852627
677,73.799987793,73.5284092317
678,73.799987793,73.5756339878
679,73.799987793,73.620747572
680,74.2333068848,73.6630431185
681,74.2333068848,73.7023627629
682,74.2333068848,73.7391936157
683,74.2666625977,73.7734226133
684,74.2666625977,73.8049432669
685,74.2666625977,73.8346727302
686,74.3333129883,73.7765991145
687,74.3333129883,73.7225889101
688,74.3333129883,73.6722839643
689,73.8333129883,73.6250920602
690,73.8333129883,73.5805818796
691,73.8333129883,73.5386010312
692,73.8333129883,73.4990057833
693,73.3999938965,73.461660572
694,73.3999938965,73.4264375369
695,73.3999938965,73.3932160834
696,73.1333312988,73.3623277173
697,73.1333312988,73.333703519
698,72.9666442871,73.3075963378
699,72.9666442871,73.3698496455
700,73.3666687012,73.4290741845
701,73.3666687012,73.4849332344
702,73.3666687012,73.5380632896
703,73.3666687012,73.5884286717
704,73.3666687012,73.6361864109
705,73.799987793,73.6814846889
706,73.799987793,73.7239544338
707,73.799987793,73.7637563797
708,74.0,73.8012965432
709,74.0,73.8358764675
710,74.1999816895,73.8684913557
711,74.1999816895,73.8998253659
712,74.1999816895,73.9302692873
713,74.1999816895,73.9587287882
714,74.1999816895,73.898821373
715,74.1999816895,73.8423182521
716,74.1999816895,73.789662052
717,74.1999816895,73.7412701719
718,73.9333190918,73.6962007732
719,73.9333190918,73.6533107477
720,73.9333190918,73.6015370049
721,73.7666625977,73.5525950048
722,73.1999816895,73.5054677435
723,73.1999816895,73.4596953884
724,73.1999816895,73.4158703044
725,73.1999816895,73.373785897
726,73.1999816895,73.3331145265
727,73.1999816895,73.3931530012
728,73.6999816895,73.4511944256
729,73.6999816895,73.5061553149
730,73.6999816895,73.5589332274
731,73.6999816895,73.6110361757
732,73.6999816895,73.6618449404
733,74.2333068848,73.7109588115
734,74.3666687012,73.758768046
735,74.3666687012,73.8050658842
736,74.3666687012,73.8487496276
737,74.3666687012,73.8904398817
738,74.3666687012,73.9301510858
739,74.3666687012,73.9682850113
740,74.3666687012,73.9072960746
741,74.3666687012,73.8491171428
742,73.8999938965,73.7927321515
743,73.8999938965,73.7385867004
744,73.8999938965,73.6869795156
745,73.8999938965,73.6376805291
746,73.2333068848,73.5911148391
747,73.2333068848,73.5463986793
748,73.2333068848,73.5032001621
749,73.2333068848,73.4617174352
750,73.2333068848,73.4222700272
751,73.2333068848,73.3846478466
752,73.2333068848,73.446839046
753,73.2333068848,73.5065600899
754,73.2333068848,73.5646844451
755,73.2333068848,73.6205001746
756,73.2333068848,73.6738405478
757,73.2333068848,73.7253853991
758,73.2333068848,73.7745598642
759,74.3666687012,73.8220396085
760,74.3666687012,73.8676335176
761,74.3666687012,73.9114164944
762,74.3666687012,73.9530727894
763,74.3666687012,73.9933329756
764,74.3666687012,74.0319940784
765,74.3666687012,73.9708005365
766,74.3666687012,73.9123606144
767,74.3666687012,73.8565002784
768,74.3666687012,73.802858644
769,74.3666687012,73.8496666619
770,74.5666503906,73.8948739512
771,74.6333312988,73.9385440909
772,74.8333129883,73.9807381344
773,74.8333129883,74.021773137
774,74.8333129883,74.0607906796
775,74.8333129883,73.9999394204
776,74.3333129883,73.9420218728
777,74.3333129883,73.8861463102
778,74.3333129883,73.8327484805
779,74.3333129883,73.7819884738
780,74.3333129883,73.7487193882
781,74.3333129883,73.7167048102
782,73.8999938965,73.6858974351
783,73.8999938965,73.6565819717
784,73.6999816895,73.6283719332
785,73.6999816895,73.6016384966
786,73.6999816895,73.5773992057
787,73.6999816895,73.5544042549
788,73.6999816895,73.5319460685
789,73.6999816895,73.5095091098
790,73.6999816895,73.5803276802
791,74.1666564941,73.6491363875
792,74.1666564941,73.7160108253
793,74.1666564941,73.7810241249
794,74.1666564941,73.8432555817
795,74.3333129883,73.9024799604
796,74.3333129883,73.9591409786
797,74.4333190918,73.9225767729
798,74.4333190918,73.8882169505
799,74.4333190918,73.8560610192
800,74.4333190918,73.8279246245
801,74.4333190918,73.802252842
802,74.0333251953,73.7780443852
803,74.0333251953,73.7550791059
804,74.0333251953,73.7311633885
805,74.0333251953,73.7094704999
806,74.0333251953,73.6897514585
807,73.8999938965,73.6711061138
808,73.8999938965,73.6531638461
809,73.6999816895,73.6358981439
810,73.6999816895,73.6189533622
811,73.6999816895,73.6033078958
812,73.6999816895,73.5875920242
813,73.6999816895,73.5724687654
814,73.6999816895,73.5591541599
815,73.6999816895,73.6397418858
816,74.0,73.7186117371
817,74.0,73.7945075712
818,74.0333251953,73.867541532
819,74.0333251953,73.9381516678
820,74.0333251953,74.00543888
821,74.0333251953,74.069528372
822,74.1333312988,74.0391219348
823,74.1333312988,74.0115958414
824,74.1333312988,73.9859333229
825,74.1333312988,73.9620640109
826,74.1333312988,74.0315042391
827,74.5999755859,74.0983260215
828,74.5999755859,74.161307174
829,74.5999755859,74.2215832089
830,74.6999816895,74.2790909669
831,74.6999816895,74.3344302276
832,74.6999816895,74.2950255853
833,74.6999816895,74.254960266
834,74.3333129883,74.2167359561
835,74.3333129883,74.1811088587
836,74.3333129883,74.1468251847
837,74.3333129883,74.1144947364
838,74.3333129883,74.0833834018
839,74.3333129883,74.0537753434
840,74.3333129883,74.0206409656
841,74.3333129883,73.9864687126
842,73.8999938965,73.953065408
843,73.7666625977,73.9210180442
844,73.7666625977,73.889859718
845,73.7666625977,73.8597276116
846,73.7666625977,73.8303836133
847,73.5999755859,73.8020408699
848,73.5999755859,73.7755819194
849,74.0,73.8504442156
850,74.0,73.9249484766
851,74.0,73.9984275679
852,74.0,74.0708955959
853,74.0,74.1419931544
854,74.0333251953,74.2130833102
855,74.0666503906,74.1835078648
856,74.0666503906,74.1548621513
857,74.0666503906,74.1257143718
858,74.1333160401,74.0965195925
859,74.1999816895,74.0682493071
860,74.1999816895,74.0408907948
861,74.1999816895,74.0139087324
862,73.8333129883,73.9875966823
863,73.8333129883,73.9616466828
864,73.8333129883,73.9360537522
865,73.8333129883,73.9111117197
866,73.6999816895,73.8868118047
867,73.6999816895,73.8625473353
868,73.6999816895,73.8383179997
869,73.6999816895,73.8142727294
870,73.6999816895,73.7914546344
871,73.6999816895,73.7685022682
872,73.6666564941,73.7458657237
873,73.6666564941,73.8244978301
874,74.0999755859,73.9027201169
875,74.0999755859,73.9804635595
876,74.0999755859,74.0568385193
877,74.0999755859,74.1327600539
878,74.0999755859,74.2091308056
879,74.1499786377,74.2841519626
880,74.1999816895,74.2583787645
881,74.1999816895,74.2334083162
882,74.1999816895,74.2093041918
883,74.1999816895,74.1858304796
884,74.1999816895,74.1623810204
885,74.299987793,74.1392542229
886,74.299987793,74.1157734987
887,73.8999938965,74.0915703116
888,73.8999938965,74.0677001573
889,73.8999938965,74.044457196
890,73.8999938965,74.0207870671
891,73.799987793,73.9971438937
892,73.799987793,73.9729298201
893,73.799987793,73.9493476716
894,73.799987793,73.9260900107
895,73.799987793,73.9027042147
