,real,prediction
139,76.7666625977,77.1299959607
140,76.7666625977,77.1275114554
141,76.7666625977,77.1249582603
142,76.7666625977,77.1224084098
143,76.7666625977,77.1198043236
144,76.7666625977,77.1171460896
145,76.7666625977,77.1144913379
146,76.7666625977,77.1117825048
147,76.7666625977,77.1090196612
148,76.7666625977,77.1062604369
149,76.7666625977,77.1034472681
150,76.7666625977,77.1006377845
151,76.7666625977,77.0978895406
152,76.7333374023,77.0951448968
153,76.7333374023,77.0923462894
154,76.7333374023,77.089493789
155,76.7333374023,77.0866450254
156,76.7333374023,77.0837999938
157,76.6999816895,77.08090113
158,76.6999816895,77.0779485046
159,76.6999816895,77.0749997471
160,76.6999816895,77.0719972934
161,76.6999816895,77.0690563321
162,76.6999816895,77.0661192234
163,76.6999816895,77.0631284032
164,76.6999816895,77.060141501
165,76.6666564941,77.0571009526
166,76.6666564941,77.0540643872
167,76.6666564941,77.0510317998
168,76.6666564941,77.0479024355
169,76.6333312988,77.0446908235
170,76.6333312988,77.0413107413
171,76.6333312988,77.0377336386
172,76.6333312988,77.0341036458
173,76.6333312988,77.0302913285
174,76.6333312988,77.0263400991
175,76.6333312988,77.0223364867
176,76.6333312988,77.0182805599
177,76.6333312988,77.0141723703
178,76.6333312988,77.0100120203
179,76.6333312988,77.0057995443
180,76.6333312988,77.0009968981
181,76.5999755859,76.9960435464
182,76.5999755859,76.9910436532
183,76.5999755859,76.9859972546
184,76.5999755859,76.9809564162
185,76.5999755859,76.9759211317
186,76.5999755859,76.970891395
187,76.5999755859,76.9658152011
188,76.5999755859,76.9607446001
189,76.5999755859,76.9556535864
190,76.5999755859,76.9505421824
191,76.5666503906,76.9453844111
192,76.5666503906,76.9402323226
193,76.5333251953,76.9350859107
194,76.5333251953,76.9300231599
195,76.5333251953,76.9249659873
196,76.5333251953,76.9199664009
197,76.5333251953,76.9150243373
198,76.5333251953,76.9101397178
199,76.5333251953,76.9052084812
200,76.5333251953,76.9002826778
201,76.5333251953,76.8954143007
202,76.5333251953,76.8905512875
203,76.5333251953,76.8856156108
204,76.5333251953,76.8806333733
205,76.5333251953,76.8756566252
206,76.5333251953,76.8706333615
207,76.5333251953,76.8655636333
208,76.5333251953,76.860447492
209,76.5333251953,76.8553369875
210,76.5333251953,76.8500891128
211,76.5333251953,76.8448470201
212,76.5333251953,76.8395587041
213,76.5333251953,76.8342242158
214,76.5333251953,76.8288435906
215,76.5333251953,76.8234688938
216,76.5333251953,76.8179961209
217,76.4333190918,76.8125293778
218,76.4333190918,76.8070166589
219,76.4333190918,76.8015100139
220,76.4333190918,76.7959574371
221,76.4333190918,76.7904109781
222,76.4333190918,76.7848186311
223,76.4333190918,76.7792324458
224,76.4333190918,76.7736524153
225,76.4333190918,76.7680135379
226,76.4333190918,76.7623288744
227,76.4333190918,76.7565984753
228,76.4333190918,76.7508743898
229,76.3999938965,76.7451046122
230,76.3666687012,76.739289162
231,76.3666687012,76.7334281203
232,76.3666687012,76.7275735362
233,76.3666687012,76.7216734037
234,76.3666687012,76.7157277729
235,76.3666687012,76.7097107022
236,76.3666687012,76.703648262
237,76.3666687012,76.6975925013
238,76.3666687012,76.6915434129
239,76.3666687012,76.685448975
240,76.3666687012,76.6774673348
241,76.3333129883,76.669437434
242,76.3333129883,76.6614478417
243,76.3333129883,76.6534663255
244,76.3333129883,76.6454928771
245,76.3333129883,76.6375274884
246,76.3333129883,76.6295218684
247,76.3333129883,76.6215243405
248,76.3333129883,76.613502686
249,76.3333129883,76.6054891399
250,76.3333129883,76.5974836941
251,76.3333129883,76.5894863403
252,76.3333129883,76.5814648786
253,76.3333129883,76.5734515251
254,76.3333129883,76.5654140799
255,76.3333129883,76.557384759
256,76.299987793,76.5493635544
257,76.299987793,76.5412860741
258,76.299987793,76.5332167588
259,76.299987793,76.5251234082
260,76.299987793,76.5169577544
261,76.299987793,76.5088003546
262,76.299987793,76.5006512004
263,76.299987793,76.4924700368
264,76.299987793,76.4842971427
265,76.2666625977,76.47613251
266,76.2666625977,76.4679761303
267,76.2666625977,76.4598279951
268,76.2666625977,76.4516880962
269,76.1999816895,76.4435242335
270,76.1999816895,76.4353686229
271,76.1999816895,76.4272212562
272,76.1999816895,76.419082125
273,76.1999816895,76.410951221
274,76.1999816895,76.4028285358
275,76.1999816895,76.3947140612
276,76.1999816895,76.3866077888
277,76.1666564941,76.3785097103
278,76.1666564941,76.3703876258
279,76.1666564941,76.3622737512
280,76.1666564941,76.3541358865
281,76.1666564941,76.3460384395
282,76.1666564941,76.3379169857
283,76.1666564941,76.3298520241
284,76.1666564941,76.3217952148
285,76.1666564941,76.3137465494
286,76.1666564941,76.3057060197
287,76.1666564941,76.2976736175
288,76.1666564941,76.2896493347
289,76.1333312988,76.2816331629
290,76.1333312988,76.2736250939
291,76.1333312988,76.2656895222
292,76.1333312988,76.257834401
293,76.1333312988,76.250067704
294,76.1333312988,76.2423088577
295,76.0999755859,76.2345256624
296,76.0999755859,76.2267825263
297,76.0999755859,76.2190794088
298,76.0999755859,76.2114162696
299,76.0999755859,76.2037930681
300,76.0999755859,76.1950440431
301,76.0666503906,76.1863245142
302,76.0666503906,76.1776159007
303,76.0666503906,76.168918189
304,76.0666503906,76.1602499146
305,76.0666503906,76.1516110351
306,76.0666503906,76.1429644265
307,76.0333251953,76.134328642
308,76.0,76.1256665753
309,76.0,76.1169597211
310,76.0,76.1082359481
311,76.0,76.0994860085
312,76.0,76.0907238442
313,75.9666442871,76.0819540942
314,75.9666442871,76.0731767787
315,75.9666442871,76.064410451
316,75.9666442871,76.0556736411
317,75.9666442871,76.0469477682
318,75.9666442871,76.0382513734
319,75.9666442871,76.0295890432
320,75.9666442871,76.0209190133
321,75.9333190918,76.0122598368
322,75.9333190918,76.0036115002
323,75.9333190918,75.9949739899
324,75.9333190918,75.9863241033
325,75.8999938965,75.9776850449
326,75.8999938965,75.9690568013
327,75.8999938965,75.9604393588
328,75.8999938965,75.9518327039
329,75.8999938965,75.9432368233
330,75.8999938965,75.9346517032
331,75.8999938965,75.9260587867
332,75.8666381836,75.9174766271
333,75.8666381836,75.9089237547
334,75.8333129883,75.9003815892
335,75.8333129883,75.8918686716
336,75.8333129883,75.8833664109
337,75.799987793,75.8748747936
338,75.799987793,75.8664262538
339,75.799987793,75.8580068394
340,75.799987793,75.8496165085
341,75.799987793,75.8412552245
342,75.799987793,75.8329322204
343,75.799987793,75.8246196353
344,75.799987793,75.816336
345,75.799987793,75.8080627344
346,75.799987793,75.799836924
347,75.799987793,75.7916399491
348,75.799987793,75.7834717793
349,75.799987793,75.7753138347
350,75.799987793,75.7671661025
351,75.799987793,75.7590100263
352,75.799987793,75.7508456219
353,75.799987793,75.7426728835
354,75.799987793,75.734510376
355,75.799987793,75.7263580867
356,75.799987793,75.7182160027
357,75.799987793,75.710111935
358,75.799987793,75.7020180123
359,75.799987793,75.6939527656
360,75.7666625977,75.6743554456
361,75.7333374023,75.6548911004
362,75.7333374023,75.6355530347
363,75.7333374023,75.6163461848
364,75.7333374023,75.5972696602
365,75.7333374023,75.5783225767
366,75.7333374023,75.559504056
367,75.7333374023,75.5408148813
368,75.7333374023,75.5222541749
369,75.7333374023,75.5038160985
370,75.6999816895,75.485503131
371,75.6999816895,75.4673144236
372,75.6833190918,75.4492458229
373,75.6666564941,75.431296514
374,75.6666564941,75.4134689977
375,75.6666564941,75.3957624474
376,75.6666564941,75.3781760424
377,75.6666564941,75.3607089675
378,75.6666564941,75.3433571029
379,75.6666564941,75.3261196667
380,75.6666564941,75.3089958825
381,75.6666564941,75.2919849792
382,75.6666564941,75.2750861899
383,75.6666564941,75.2582987547
384,75.6666564941,75.2416219182
385,75.6666564941,75.2250549298
386,75.6666564941,75.2086003544
387,75.6666564941,75.1922574292
388,75.6666564941,75.1760253966
389,75.6666564941,75.1598993668
390,75.6666564941,75.1438761375
391,75.6666564941,75.1279616315
392,75.6666564941,75.1121518011
393,75.6666564941,75.096449246
394,75.5999755859,75.0808499273
395,75.5999755859,75.0653481797
396,75.5999755859,75.0499466512
397,75.6333312988,75.0346496277
398,75.6333312988,75.0194563999
399,75.5333251953,75.0043612989
400,75.5333251953,74.9893644852
401,75.5333251953,74.9744694302
402,75.5333251953,74.9596721344
403,75.5333251953,74.9449719333
404,75.5333251953,74.9303648561
405,75.5333251953,74.9158568932
406,75.5333251953,74.901447372
407,75.5333251953,74.8871306598
408,75.5333251953,74.8729110917
409,75.5666503906,74.7226979732
410,75.5666503906,74.5735007946
411,75.5666503906,74.425309352
412,75.0999755859,74.2781234417
413,75.0999755859,74.1319287921
414,75.0999755859,73.9867228155
415,74.6999816895,73.8425021136
416,74.6999816895,73.6992550363
417,74.6999816895,73.693066666
418,74.6999816895,73.686920286
419,74.6999816895,73.6808156114
420,74.3999938965,73.6866099124
421,74.1999816895,73.6924692383
422,74.1999816895,73.6983927637
423,74.1999816895,73.7045182517
424,74.1999816895,73.7105659824
425,74.1999816895,73.7166755618
426,74.1999816895,73.722984742
427,74.1999816895,73.7296642424
428,74.3666687012,73.7370211526
429,74.3666687012,73.7448043925
430,74.3666687012,73.7533203
431,74.3666687012,73.7622824591
432,74.4333190918,73.771511952
433,74.4333190918,73.7810400194
434,74.4333190918,73.7905857151
435,74.4333190918,73.8003567436
436,74.4333190918,73.8104541067
437,74.4333190918,73.8205618714
438,74.4333190918,73.8307492151
439,74.4333190918,73.8408072402
440,74.4333190918,73.8505990101
441,74.7333374023,73.8600585953
442,74.7333374023,73.8695366782
443,74.7333374023,73.8788944458
444,74.7333374023,73.8876137475
445,74.799987793,73.8962223659
446,74.799987793,73.9048602842
447,74.799987793,73.9133885523
448,74.799987793,73.922189662
449,74.799987793,73.9310869375
450,74.799987793,73.9400791172
451,74.799987793,73.949165078
452,74.799987793,73.9581357011
453,74.799987793,73.9671310288
454,74.9666442871,73.976220016
455,74.9666442871,73.9851936272
456,74.9666442871,73.9187103684
457,74.9333190918,73.8530710514
458,74.9666442871,73.7882649633
459,74.9666442871,73.7244201048
460,74.4333190918,73.6613856963
461,74.4333190918,73.5991514496
462,74.4333190918,73.612911588
463,74.4333190918,73.6263584764
464,74.4333190918,73.6396346694
465,74.4333190918,73.6528809118
466,74.4333190918,73.665751159
467,74.4333190918,73.6784580306
468,74.4333190918,73.6156606421
469,74.2666625977,73.5535217879
470,74.0666503906,73.4923103463
471,74.0666503906,73.432153082
472,73.5999755859,73.3727594569
473,73.5999755859,73.3144662022
474,73.5999755859,73.3319094588
475,73.5999755859,73.3489234023
476,73.5999755859,73.3657213699
477,73.5999755859,73.3820289065
478,73.5999755859,73.3981294343
479,73.5999755859,73.4142335095
480,73.5999755859,73.4342266095
481,73.5999755859,73.4540199861
482,73.3333129883,73.4737060716
483,73.3333129883,73.4931955006
484,73.799987793,73.5123998004
485,73.799987793,73.5314122566
486,73.799987793,73.5502347856
487,73.799987793,73.5688692847
488,73.799987793,73.587227195
489,73.799987793,73.6056730284
490,73.799987793,73.6237989259
491,73.799987793,73.6416533153
492,73.799987793,73.6591484452
493,73.799987793,73.6763783681
494,73.9666442871,73.6934361707
495,74.0999755859,73.7104592414
496,74.0999755859,73.6466278548
497,74.4333190918,73.5834341193
498,74.4333190918,73.5208716653
499,74.4333190918,73.4590698288
500,73.9333190918,73.397975833
501,73.9333190918,73.3373112419
502,73.5333251953,73.277433568
503,73.5333251953,73.2184253609
504,73.5333251953,73.2405101523
505,73.5333251953,73.2623743251
506,73.3666687012,73.2839296458
507,73.0666503906,73.3051791999
508,73.0666503906,73.326216479
509,73.0666503906,73.347134041
510,73.0666503906,73.3679330817
511,73.0666503906,73.3885243479
512,73.0666503906,73.4090907896
513,73.5333251953,73.429564847
514,73.5333251953,73.4498343763
515,73.5333251953,73.4699014207
516,73.5333251953,73.489768003
517,73.5333251953,73.5097074374
518,73.5999755859,73.5296285855
519,73.5999755859,73.549486398
520,73.7333068848,73.5690554014
521,73.7333068848,73.588519355
522,74.1666564941,73.6075627649
523,74.1666564941,73.6264159383
524,74.1666564941,73.5646224787
525,74.1666564941,73.5036271866
526,74.1666564941,73.4433316249
527,74.1666564941,73.3836383929
528,73.6999816895,73.3246319108
529,73.6999816895,73.266214881
530,73.7333068848,73.2889753812
531,73.7333068848,73.3115085127
532,73.7333068848,73.3339748186
533,73.6333312988,73.3563071319
534,73.6333312988,73.3784163539
535,73.6333312988,73.4006212833
536,73.6333312988,73.4226948312
537,73.6333312988,73.44463831
538,73.6333312988,73.4663625819
539,73.6333312988,73.4878698365
540,73.6333312988,73.5110107521
541,74.0666503906,73.533351143
542,74.1333312988,73.5549150818
543,74.1333312988,73.5113733178
544,74.1333312988,73.4690362097
545,74.2333068848,73.4280769047
546,74.2333068848,73.3884539711
547,73.6999816895,73.3500225365
548,73.6999816895,73.3127467717
549,73.6999816895,73.3408921806
550,73.6999816895,73.368086575
551,73.6999816895,73.3944632082
552,73.6999816895,73.4201513265
553,73.6999816895,73.4450669787
554,73.6333312988,73.4692333936
555,73.6333312988,73.4926731015
556,73.6333312988,73.5153032998
557,73.6333312988,73.5372529866
558,74.0,73.5583855963
559,74.0,73.5789350714
560,74.0,73.5347756897
561,74.0,73.4921011902
562,74.0,73.4507099534
563,74.0,73.4106680457
564,74.0,73.3722750138
565,73.5,73.3350364968
566,73.5,73.2989177773
567,73.5,73.3279499712
568,73.5,73.3562137949
569,73.5,73.3836276986
570,73.3999938965,73.4102172403
571,73.3999938965,73.4360072092
572,73.3999938965,73.4610216494
573,73.3999938965,73.4855717225
574,73.3999938965,73.5099591717
575,73.3999938965,73.5337179227
576,73.3999938965,73.5568145686
577,73.8333129883,73.5792166765
578,73.8333129883,73.6008404764
579,73.8333129883,73.5576184273
580,73.8333129883,73.5160362594
581,73.8333129883,73.4757045066
582,73.8333129883,73.4364023824
583,73.5666503906,73.3984652958
584,73.5666503906,73.3617736687
585,73.5666503906,73.3260283643
586,73.5666503906,73.355553556
587,73.5666503906,73.3841908971
588,73.5666503906,73.4123334263
589,73.5666503906,73.439629683
590,73.5,73.4659481169
591,73.5,73.4913181629
592,73.5,73.5162392737
593,73.5,73.5403063278
594,73.5,73.5637543181
595,73.5,73.5866541729
596,74.0,73.6086037842
597,74.0,73.6298933499
598,74.0,73.5863471173
599,74.0,73.5442150167
600,74.0,73.5055750928
601,74.0,73.4673472009
602,73.6666564941,73.4304803797
603,73.6666564941,73.3944717615
604,73.6666564941,73.4207036331
605,73.6666564941,73.4464609737
606,73.6666564941,73.4721349983
607,73.6666564941,73.4973445832
608,73.6333312988,73.5220981302
609,73.6333312988,73.5464038889
610,73.6333312988,73.570509111
611,73.6333312988,73.5940826011
612,73.6333312988,73.6172296501
613,74.0333251953,73.6394318619
614,74.0333251953,73.6610411516
615,74.0333251953,73.6216269255
616,74.0333251953,73.5829256975
617,74.0333251953,73.5451637205
618,74.0333251953,73.5083717553
619,74.0333251953,73.4722453516
620,73.7666625977,73.4369637569
621,73.7666625977,73.4035638526
622,73.7666625977,73.4322615752
623,73.7666625977,73.4601532572
624,73.7666625977,73.4873490953
625,73.7666625977,73.5140529644
626,73.6999816895,73.5402737642
627,73.6999816895,73.5663071359
628,73.6999816895,73.5915826648
629,73.6999816895,73.6168791528
630,73.6999816895,73.6418615102
631,74.1666564941,73.665961558
632,74.1666564941,73.6896256393
633,74.2333374023,73.651655116
634,74.2333374023,73.6141801872
635,74.2333374023,73.5776700774
636,74.2333374023,73.5423464843
637,74.2333374023,73.5080444647
638,73.799987793,73.4745542511
639,73.799987793,73.4418611581
640,73.799987793,73.4709660031
641,73.799987793,73.5001182634
642,73.799987793,73.5291257939
643,73.799987793,73.5583259232
644,73.799987793,73.5869021544
645,73.799987793,73.6152484045
646,73.7333068848,73.6425079569
647,73.7333068848,73.6696570184
648,74.1333312988,73.6967932032
649,74.1333312988,73.7235341136
650,74.1999816895,73.6878196113
651,74.1999816895,73.6518424949
652,74.1999816895,73.6160379535
653,74.1999816895,73.5806898242
654,74.1999816895,73.5463637683
655,73.7666625977,73.5129455688
656,73.7666625977,73.4805145306
657,73.7666625977,73.5101157849
658,73.6999816895,73.5393728438
659,73.6999816895,73.5678136875
660,73.6999816895,73.5947194088
661,73.6999816895,73.6210239573
662,73.5999755859,73.6471465828
663,73.5999755859,73.6731725325
664,74.0333251953,73.6989416015
665,74.0333251953,73.723647895
666,74.0333251953,73.7476398418
667,74.0333251953,73.7105657012
668,74.0333251953,73.6740764809
669,74.0333251953,73.6382401989
670,74.0333251953,73.6034481311
671,74.1666564941,73.569189946
672,73.7666625977,73.5358595798
673,73.7666625977,73.5032739365
674,73.799987793,73.5319463954
675,73.799987793,73.5603839757
676,73.799987793,73.5887543382
677,73.799987793,73.6164908025
678,73.799987793,73.6436075322
679,73.799987793,73.6704430092
680,74.2333068848,73.6970440851
681,74.2333068848,73.7228884778
682,74.2333068848,73.6872601906
683,74.2666625977,73.6522656529
684,74.2666625977,73.6177283394
685,74.2666625977,73.5834757644
686,74.3333129883,73.5499885178
687,74.3333129883,73.5174929515
688,74.3333129883,73.4862104554
689,73.8333129883,73.4560327425
690,73.8333129883,73.4266916279
691,73.8333129883,73.3980061017
692,73.8333129883,73.3699615156
693,73.3999938965,73.3425435486
694,73.3999938965,73.3157381997
695,73.3999938965,73.3500618001
696,73.1333312988,73.3836184851
697,73.1333312988,73.4167094577
698,72.9666442871,73.4493857387
699,72.9666442871,73.4818999983
700,73.3666687012,73.5139312697
701,73.3666687012,73.5455714795
702,73.3666687012,73.5765047307
703,73.3666687012,73.6070308866
704,73.3666687012,73.637037341
705,73.799987793,73.6665356583
706,73.799987793,73.6955371921
707,73.799987793,73.7237284077
708,74.0,73.7511274105
709,74.0,73.777914219
710,74.1999816895,73.7430448776
711,74.1999816895,73.7089546454
712,74.1999816895,73.6759913642
713,74.1999816895,73.6443327384
714,74.1999816895,73.6132191653
715,74.1999816895,73.5826384665
716,74.1999816895,73.5527410528
717,74.1999816895,73.5239174745
718,73.9333190918,73.4965495076
719,73.9333190918,73.4701583392
720,73.9333190918,73.4528031221
721,73.7666625977,73.4358722676
722,73.1999816895,73.4196402555
723,73.1999816895,73.4449435556
724,73.1999816895,73.4694382365
725,73.1999816895,73.493381469
726,73.1999816895,73.5167392516
727,73.1999816895,73.5394309287
728,73.6999816895,73.5618526147
729,73.6999816895,73.5838684551
730,73.6999816895,73.605061173
731,73.6999816895,73.6257356954
732,73.6999816895,73.6464268644
733,74.2333068848,73.6668969298
734,74.3666687012,73.686985197
735,74.3666687012,73.7068196452
736,74.3666687012,73.6851256108
737,74.3666687012,73.6636772295
738,74.3666687012,73.6426583523
739,74.3666687012,73.6220346925
740,74.3666687012,73.6019153139
741,74.3666687012,73.5825490414
742,73.8999938965,73.5637987051
743,73.8999938965,73.5453169587
744,73.8999938965,73.5272871202
745,73.8999938965,73.5098405679
746,73.2333068848,73.4929155542
747,73.2333068848,73.4766891843
748,73.2333068848,73.5020454461
749,73.2333068848,73.5266867643
750,73.2333068848,73.5507255633
751,73.2333068848,73.5743190037
752,73.2333068848,73.59743049
753,73.2333068848,73.6199768638
754,73.2333068848,73.6419719431
755,73.2333068848,73.6637140642
756,73.2333068848,73.684924556
757,73.2333068848,73.7055214749
758,73.2333068848,73.7257334659
759,74.3666687012,73.7453325424
760,74.3666687012,73.7645473332
761,74.3666687012,73.7421064207
762,74.3666687012,73.7202142241
763,74.3666687012,73.6987148982
764,74.3666687012,73.6778362076
765,74.3666687012,73.6986539053
766,74.3666687012,73.7189625773
767,74.3666687012,73.7388933695
768,74.3666687012,73.7584317651
769,74.3666687012,73.777492416
770,74.5666503906,73.7960870039
771,74.6333312988,73.7731359961
772,74.8333129883,73.7508411197
773,74.8333129883,73.729186331
774,74.8333129883,73.7082509217
775,74.8333129883,73.6876850161
776,74.3333129883,73.6676219794
777,74.3333129883,73.6482393734
778,74.3333129883,73.62923576
779,74.3333129883,73.6107917578
780,74.3333129883,73.586326342
781,74.3333129883,73.562217365
782,73.8999938965,73.5383392564
783,73.8999938965,73.5146898055
784,73.6999816895,73.4915110651
785,73.6999816895,73.4685542851
786,73.6999816895,73.5151585248
787,73.6999816895,73.5624156081
788,73.6999816895,73.6094644703
789,73.6999816895,73.6558184765
790,73.6999816895,73.7011179528
791,74.1666564941,73.7462278823
792,74.1666564941,73.7913943944
793,74.1666564941,73.7675809759
794,74.1666564941,73.7444841526
795,74.3333129883,73.7213641908
796,74.3333129883,73.6979771415
797,74.4333190918,73.6745698767
798,74.4333190918,73.6521194165
799,74.4333190918,73.6304945851
800,74.4333190918,73.6097485905
801,74.4333190918,73.591277358
802,74.0333251953,73.5740211631
803,74.0333251953,73.5572965421
804,74.0333251953,73.540976391
805,74.0333251953,73.5234690805
806,74.0333251953,73.5071064626
807,73.8999938965,73.4917554186
808,73.8999938965,73.4767955475
809,73.6999816895,73.4619789327
810,73.6999816895,73.4473042022
811,73.6999816895,73.5015616545
812,73.6999816895,73.5557879488
813,73.6999816895,73.6090065569
814,73.6999816895,73.6617155417
815,73.6999816895,73.7148357109
816,74.0,73.7684242416
817,74.0,73.8224765768
818,74.0333251953,73.8069754771
819,74.0333251953,73.7916228166
820,74.0333251953,73.7766613444
821,74.0333251953,73.7613547305
822,74.1333312988,73.8147420359
823,74.1333312988,73.8676181026
824,74.1333312988,73.9212701535
825,74.1333312988,73.9750190727
826,74.1333312988,74.0288638608
827,74.5999755859,74.0824372719
828,74.5999755859,74.0664618343
829,74.5999755859,74.0496624079
830,74.6999816895,74.0327796109
831,74.6999816895,74.0156920844
832,74.6999816895,73.9987681887
833,74.6999816895,73.9815789143
834,74.3333129883,73.9629666326
835,74.3333129883,73.9447768253
836,74.3333129883,73.927616089
837,74.3333129883,73.9106196846
838,74.3333129883,73.8942745235
839,74.3333129883,73.8780858842
840,74.3333129883,73.8565551574
841,74.3333129883,73.8345507988
842,73.8999938965,73.8117506618
843,73.7666625977,73.78912195
844,73.7666625977,73.7669868991
845,73.7666625977,73.8090179021
846,73.7666625977,73.8513521972
847,73.5999755859,73.8938688335
848,73.5999755859,73.9366885427
849,74.0,73.9802946339
850,74.0,74.0242839437
851,74.0,74.0047014997
852,74.0,73.9851278955
853,74.0,73.9655631272
854,74.0333251953,73.945805834
855,74.0666503906,73.9265811295
856,74.0666503906,73.907647074
857,74.0666503906,73.8890035364
858,74.1333160401,73.8698850163
859,74.1999816895,73.850533451
860,74.1999816895,73.831472592
861,74.1999816895,73.8127023081
862,73.8333129883,73.7939404975
863,73.8333129883,73.7753482892
864,73.8333129883,73.7567644737
865,73.8333129883,73.7381890473
866,73.6999816895,73.7197831391
867,73.6999816895,73.7015467672
868,73.6999816895,73.6831574
869,73.6999816895,73.7285295872
870,73.6999816895,73.7738007499
871,73.6999816895,73.8195349222
872,73.6666564941,73.865006679
873,73.6666564941,73.910457909
874,74.0999755859,73.9562915246
875,74.0999755859,74.0024669872
876,74.0999755859,73.985029485
877,74.0999755859,73.9674387216
878,74.0999755859,73.9501781647
879,74.1499786377,73.9337311586
880,74.1999816895,73.9171304441
881,74.1999816895,73.9007789228
882,74.1999816895,73.8846764821
883,74.1999816895,73.8688632573
884,74.1999816895,73.8532183038
885,74.299987793,73.8374192799
886,74.299987793,73.8216273879
887,73.8999938965,73.8054800876
888,73.8999938965,73.7887761351
889,73.8999938965,73.7720797232
890,73.8999938965,73.7555519811
891,73.799987793,73.7386287968
892,73.799987793,73.721552119
