,real,prediction
316,75.9666442871,76.3290624575
317,75.9666442871,76.3202563414
318,75.9666442871,76.3116898109
319,75.9666442871,76.3029890811
320,75.9666442871,76.294320386
321,75.9333190918,76.2856836077
322,75.9333190918,76.2770786287
323,75.9333190918,76.2682980716
324,75.9333190918,76.2595498432
325,75.8999938965,76.2508338244
326,75.8999938965,76.2421498967
327,75.8999938965,76.2334979419
328,75.8999938965,76.2248778423
329,75.8999938965,76.2162894806
330,75.8999938965,76.2075669998
331,75.8999938965,76.1988766339
332,75.8666381836,76.1903840047
333,75.8666381836,76.181922644
334,75.8333129883,76.1736582744
335,75.8333129883,76.1654243328
336,75.8333129883,76.1572207074
337,75.799987793,76.1493372951
338,75.799987793,76.1416486971
339,75.799987793,76.1341541474
340,75.799987793,76.1268529315
341,75.799987793,76.1198271834
342,75.799987793,76.1128273029
343,75.799987793,76.1060189351
344,75.799987793,76.0992356346
345,75.799987793,76.0928088868
346,75.799987793,76.0865714926
347,75.799987793,76.0805228036
348,75.799987793,76.074496385
349,75.799987793,76.0684921548
350,75.799987793,76.0623442911
351,75.799987793,76.0560533716
352,75.799987793,76.0496197768
353,75.799987793,76.0432098695
354,75.799987793,76.0368235626
355,75.799987793,76.030460769
356,75.799987793,76.0243700855
357,75.799987793,76.0183018269
358,75.799987793,76.0124216508
359,75.799987793,76.0065631246
360,75.7666625977,76.0007261687
361,75.7333374023,75.9952007608
362,75.7333374023,75.9896956966
363,75.7333374023,75.9842109012
364,75.7333374023,75.9787463
365,75.7333374023,75.9733018187
366,75.7333374023,75.9677944887
367,75.7333374023,75.9622245414
368,75.7333374023,75.9568408907
369,75.7333374023,75.9514770617
370,75.6999816895,75.9461329816
371,75.6999816895,75.9409743176
372,75.6833190918,75.936000387
373,75.6666564941,75.9310447698
374,75.6666564941,75.9261073983
375,75.6666564941,75.9211882056
376,75.6666564941,75.9162871245
377,75.6666564941,75.9115698285
378,75.6666564941,75.907035641
379,75.6666564941,75.9026838877
380,75.6666564941,75.898513897
381,75.6666564941,75.8945250483
382,75.6666564941,75.890716626
383,75.6666564941,75.8870879659
384,75.6666564941,75.8836384059
385,75.6666564941,75.8802015468
386,75.6666564941,75.8767773416
387,75.6666564941,75.8733657438
388,75.6666564941,75.8701738699
389,75.6666564941,75.8673252281
390,75.6666564941,75.8644870746
391,75.6666564941,75.8618251108
392,75.6666564941,75.8591729479
393,75.6666564941,75.8566963387
394,75.5999755859,75.8546432225
395,75.5999755859,75.8528463001
396,75.5999755859,75.8510559936
397,75.6333312988,75.8492722788
398,75.6333312988,75.847743717
399,75.5333251953,75.8464279949
400,75.5333251953,75.845117117
401,75.5333251953,75.8439767569
402,75.5333251953,75.8430063355
403,75.5333251953,75.8423710646
404,75.5333251953,75.8417381327
405,75.5333251953,75.8411075311
406,75.5333251953,75.8407278371
407,75.5333251953,75.840349541
408,75.5333251953,75.7638923653
409,75.5666503906,75.6878824334
410,75.5666503906,75.6124838386
411,75.5666503906,75.5373628501
412,75.0999755859,75.4628913973
413,75.0999755859,75.3888598771
414,75.0999755859,75.3151009298
415,74.6999816895,75.2418621374
416,74.6999816895,75.2451390604
417,74.6999816895,75.2484039182
418,74.6999816895,75.2516567554
419,74.6999816895,75.2548976161
420,74.3999938965,75.2582922845
421,74.1999816895,75.2618401943
422,74.1999816895,75.2657065213
423,74.1999816895,75.2695586132
424,74.1999816895,75.273562311
425,74.1999816895,75.2778827479
426,74.1999816895,75.2827259694
427,74.1999816895,75.2884629536
428,74.3666687012,75.2948004012
429,74.3666687012,75.3021089557
430,74.3666687012,75.3100536101
431,74.3666687012,75.3184248109
432,74.4333190918,75.3272624104
433,74.4333190918,75.3362332113
434,74.4333190918,75.3455854062
435,74.4333190918,75.3554418109
436,74.4333190918,75.3654276658
437,74.4333190918,75.3756253887
438,74.4333190918,75.3857855652
439,74.4333190918,75.3957425934
440,74.4333190918,75.4054143269
441,74.7333374023,75.4152161906
442,74.7333374023,75.4249819653
443,74.7333374023,75.4340902465
444,74.7333374023,75.4431649924
445,74.799987793,75.4523720665
446,74.799987793,75.4615452416
447,74.799987793,75.4711404398
448,74.799987793,75.4809489444
449,74.799987793,75.4909699213
450,74.799987793,75.5012026856
451,74.799987793,75.5113977745
452,74.799987793,75.5217210666
453,74.799987793,75.5322549357
454,74.9666442871,75.5427500207
455,74.9666442871,75.4769604519
456,74.9666442871,75.4114131102
457,74.9333190918,75.346107104
458,74.9666442871,75.2812072846
459,74.9666442871,75.2165464165
460,74.4333190918,75.1521236198
461,74.4333190918,75.1640182906
462,74.4333190918,75.175703427
463,74.4333190918,75.1873455404
464,74.4333190918,75.1991105295
465,74.4333190918,75.2105836159
466,74.4333190918,75.2220144601
467,74.4333190918,75.1571572052
468,74.4333190918,75.092372956
469,74.2666625977,75.0279930215
470,74.0666503906,74.9641816042
471,74.0666503906,74.9006051308
472,73.5999755859,74.8376770622
473,73.5999755859,74.8508123719
474,73.5999755859,74.8636506849
475,73.5999755859,74.8764417292
476,73.5999755859,74.8888541499
477,73.5999755859,74.90122087
478,73.5999755859,74.9137907409
479,73.5999755859,74.9263143315
480,73.5999755859,74.9387918121
481,73.5999755859,74.9513890925
482,73.3333129883,74.9639399917
483,73.3333129883,74.9762789403
484,73.799987793,74.9885724588
485,73.799987793,75.0008207144
486,73.799987793,75.0130238738
487,73.799987793,75.025016363
488,73.799987793,75.0374619178
489,73.799987793,75.0496130155
490,73.799987793,75.0615536347
491,73.799987793,75.0731187614
492,73.799987793,75.0844755671
493,73.799987793,75.0957905587
494,73.9666442871,75.1073125247
495,74.0999755859,75.042546056
496,74.0999755859,74.9780180477
497,74.4333190918,74.9137276217
498,74.4333190918,74.849922489
499,74.4333190918,74.7865180659
500,73.9333190918,74.7230155594
501,73.9333190918,74.6600783884
502,73.5333251953,74.5978701626
503,73.5333251953,74.6118055105
504,73.5333251953,74.6256895506
505,73.5333251953,74.6393567316
506,73.3666687012,74.6528078521
507,73.0666503906,74.6662094477
508,73.0666503906,74.6797274406
509,73.0666503906,74.6933614025
510,73.0666503906,74.7069451661
511,73.0666503906,74.7208103965
512,73.0666503906,74.7348317889
513,73.5333251953,74.7488015566
514,73.5333251953,74.7627198897
515,73.5333251953,74.7765869777
516,73.5333251953,74.7909002293
517,73.5333251953,74.8054923106
518,73.5999755859,74.8202793005
519,73.5999755859,74.8348461069
520,73.7333068848,74.8495250206
521,73.7333068848,74.8637355142
522,74.1666564941,74.877893687
523,74.1666564941,74.8161680935
524,74.1666564941,74.7550012444
525,74.1666564941,74.6942252937
526,74.1666564941,74.6336731108
527,74.1666564941,74.5735096119
528,73.6999816895,74.5135676259
529,73.6999816895,74.5299266096
530,73.7333068848,74.5462253621
531,73.7333068848,74.5627541623
532,73.7333068848,74.579387846
533,73.6333312988,74.595960287
534,73.6333312988,74.6130518742
535,73.6333312988,74.6302462727
536,73.6333312988,74.6475431042
537,73.6333312988,74.6647762513
538,73.6333312988,74.6819459486
539,73.6333312988,74.6990524297
540,73.6333312988,74.7159301873
541,74.0666503906,74.7325800635
542,74.1333312988,74.6726739904
543,74.1333312988,74.6128226935
544,74.1333312988,74.5533575488
545,74.2333068848,74.4942771346
546,74.2333068848,74.4354142455
547,73.6999816895,74.3767680806
548,73.6999816895,74.3945838545
549,73.6999816895,74.4121682934
550,73.6999816895,74.429687989
551,73.6999816895,74.4473089198
552,73.6999816895,74.4648649731
553,73.6999816895,74.4823563876
554,73.6333312988,74.4997834014
555,73.6333312988,74.5169805115
556,73.6333312988,74.5341143044
557,73.6333312988,74.5509363301
558,74.0,74.5677793141
559,74.0,74.5086458011
560,74.0,74.4499785945
561,74.0,74.3915273916
562,74.0,74.3334571372
563,74.0,74.2763050718
564,74.0,74.2193634316
565,73.5,74.1626314419
566,73.5,74.1819814403
567,73.5,74.201425935
568,73.5,74.2207988381
569,73.5,74.240100413
570,73.3999938965,74.2593309225
571,73.3999938965,74.2784906281
572,73.3999938965,74.2980356368
573,73.3999938965,74.3184202783
574,73.3999938965,74.3388956068
575,73.3999938965,74.3593784426
576,73.3999938965,74.3797858637
577,73.8333129883,74.3999524078
578,73.8333129883,74.3439644292
579,73.8333129883,74.2887212816
580,73.8333129883,74.2336815309
581,73.8333129883,74.1785543222
582,73.8333129883,74.1239201895
583,73.5666503906,74.0696529515
584,73.5666503906,74.015336834
585,73.5666503906,74.0373009727
586,73.5666503906,74.0591842427
587,73.5666503906,74.0815671052
588,73.5666503906,74.1038675574
589,73.5666503906,74.1258372682
590,73.5,74.1474775042
591,73.5,74.1695352843
592,73.5,74.1913461109
593,73.5,74.2132423734
594,73.5,74.235306603
595,73.5,74.2568752696
596,74.0,74.2783645237
597,74.0,74.2236943851
598,74.0,74.1693912737
599,74.0,74.1152880982
600,74.0,74.0611354879
601,74.0,74.0077623739
602,73.6666564941,73.9547515116
603,73.6666564941,73.9783475798
604,73.6666564941,74.0018567709
605,73.6666564941,74.0256109336
606,73.6666564941,74.0492776371
607,73.6666564941,74.0728572033
608,73.6333312988,74.0963499532
609,73.6333312988,74.119963418
610,73.6333312988,74.1434070471
611,73.6333312988,74.1667643604
612,73.6333312988,74.1895798295
613,74.0333251953,74.2121455555
614,74.0333251953,74.1590451944
615,74.0333251953,74.1061403407
616,74.0333251953,74.0536374863
617,74.0333251953,74.0015765251
618,74.0333251953,73.9497072445
619,74.0333251953,73.8981946788
620,73.7666625977,73.8479491581
621,73.7666625977,73.8742174919
622,73.7666625977,73.9001405239
623,73.7666625977,73.9258023712
624,73.7666625977,73.9513697355
625,73.7666625977,73.9768429647
626,73.6999816895,74.002470991
627,73.6999816895,74.027756073
628,73.6999816895,74.0533623851
629,73.6999816895,74.0789987358
630,73.6999816895,74.1041677944
631,74.1666564941,74.1292441843
632,74.1666564941,74.0781479743
633,74.2333374023,74.0270741528
634,74.2333374023,73.976436963
635,74.2333374023,73.9264420091
636,74.2333374023,73.8769626091
637,74.2333374023,73.8278311248
638,73.799987793,73.7790462752
639,73.799987793,73.8065213165
640,73.799987793,73.8343924677
641,73.799987793,73.8624925305
642,73.799987793,73.8911106705
643,73.799987793,73.9195405485
644,73.799987793,73.9481143865
645,73.799987793,73.976085751
646,73.7333068848,74.004285658
647,73.7333068848,74.0327961118
648,74.1333312988,74.06128444
649,74.1333312988,74.0129246459
650,74.1999816895,73.963955579
651,74.1999816895,73.9147524343
652,74.1999816895,73.865564708
653,74.1999816895,73.8168896122
654,74.1999816895,73.7686423166
655,73.7666625977,73.720904189
656,73.7666625977,73.7496292613
657,73.7666625977,73.7784143123
658,73.6999816895,73.8068447466
659,73.6999816895,73.8351705044
660,73.6999816895,73.8633919711
661,73.6999816895,73.8919239051
662,73.5999755859,73.9208480578
663,73.5999755859,73.9499971963
664,74.0333251953,73.9785417431
665,74.0333251953,74.0068154532
666,74.0333251953,73.9589047914
667,74.0333251953,73.9109219436
668,74.0333251953,73.8629499726
669,74.0333251953,73.8154032615
670,74.0333251953,73.7677829758
671,74.1666564941,73.7205038095
672,73.7666625977,73.6733987179
673,73.7666625977,73.7025473326
674,73.799987793,73.7320029523
675,73.799987793,73.7619302842
676,73.799987793,73.7917474282
677,73.799987793,73.82145479
678,73.799987793,73.8513842539
679,73.799987793,73.881576425
680,74.2333068848,73.9114916931
681,74.2333068848,73.8648436423
682,74.2333068848,73.8182016025
683,74.2666625977,73.7713997627
684,74.2666625977,73.72427302
685,74.2666625977,73.6773197909
686,74.3333129883,73.6307880221
687,74.3333129883,73.5849248452
688,74.3333129883,73.539644904
689,73.8333129883,73.4946974167
690,73.8333129883,73.4499154193
691,73.8333129883,73.4052983024
692,73.8333129883,73.360845459
693,73.3999938965,73.3165562842
694,73.3999938965,73.3485104478
695,73.3999938965,73.3803469611
696,73.1333312988,73.4123563144
697,73.1333312988,73.444579343
698,72.9666442871,73.4772637972
699,72.9666442871,73.5100765466
700,73.3666687012,73.5430999646
701,73.3666687012,73.5760017954
702,73.3666687012,73.6090725439
703,73.3666687012,73.6421873197
704,73.3666687012,73.6753459121
705,73.799987793,73.7085481595
706,73.799987793,73.7414624213
707,73.799987793,73.7740897577
708,74.0,73.8065969652
709,74.0,73.7623654732
710,74.1999816895,73.7182968348
711,74.1999816895,73.6747634021
712,74.1999816895,73.6319703675
713,74.1999816895,73.5891691503
714,74.1999816895,73.5463597807
715,74.1999816895,73.5037080286
716,74.1999816895,73.4616276883
717,74.1999816895,73.4205309818
718,73.9333190918,73.3799585875
719,73.9333190918,73.3392868914
720,73.9333190918,73.2987649423
721,73.7666625977,73.2588894578
722,73.1999816895,73.2951582156
723,73.1999816895,73.3309619085
724,73.1999816895,73.366716672
725,73.1999816895,73.4023397919
726,73.1999816895,73.437665964
727,73.1999816895,73.4733593395
728,73.6999816895,73.5091698831
729,73.6999816895,73.5443514063
730,73.6999816895,73.5794033965
731,73.6999816895,73.6152378765
732,73.6999816895,73.6514376396
733,74.2333068848,73.687711381
734,74.3666687012,73.7242659425
735,74.3666687012,73.6848541802
736,74.3666687012,73.6450903546
737,74.3666687012,73.6053071933
738,74.3666687012,73.5654632472
739,74.3666687012,73.5257660005
740,74.3666687012,73.4866708078
741,74.3666687012,73.4479681434
742,73.8999938965,73.4090764962
743,73.8999938965,73.3703280422
744,73.8999938965,73.3319708886
745,73.8999938965,73.2939207002
746,73.2333068848,73.2565077783
747,73.2333068848,73.2953128775
748,73.2333068848,73.3338093622
749,73.2333068848,73.3721641087
750,73.2333068848,73.4106262733
751,73.2333068848,73.4491125661
752,73.2333068848,73.4874571582
753,73.2333068848,73.5256605714
754,73.2333068848,73.5642205943
755,73.2333068848,73.602638645
756,73.2333068848,73.6407495062
757,73.2333068848,73.6789272607
758,73.2333068848,73.7167572389
759,74.3666687012,73.7546136728
760,74.3666687012,73.7162504527
761,74.3666687012,73.6780284801
762,74.3666687012,73.6396986006
763,74.3666687012,73.6016755859
764,74.3666687012,73.6398728387
765,74.3666687012,73.6779294549
766,74.3666687012,73.7160531642
767,74.3666687012,73.7542022477
768,74.3666687012,73.7922108721
769,74.3666687012,73.8300795546
770,74.5666503906,73.7918942779
771,74.6333312988,73.7540153336
772,74.8333129883,73.716441594
773,74.8333129883,73.6793376753
774,74.8333129883,73.6421217818
775,74.8333129883,73.6050429116
776,74.3333129883,73.5684319916
777,74.3333129883,73.5317901274
778,74.3333129883,73.495448913
779,74.3333129883,73.4595730303
780,74.3333129883,73.4239121315
781,74.3333129883,73.3883825308
782,73.8999938965,73.3529837447
783,73.8999938965,73.3178810316
784,73.6999816895,73.2829075613
785,73.6999816895,73.3243503421
786,73.6999816895,73.3663863916
787,73.6999816895,73.4084334595
788,73.6999816895,73.4501599276
789,73.6999816895,73.4913183908
790,73.6999816895,73.5324910547
791,74.1666564941,73.5738436561
792,74.1666564941,73.5392951623
793,74.1666564941,73.5052053998
794,74.1666564941,73.4710753617
795,74.3333129883,73.4367395052
796,74.3333129883,73.4023643768
797,74.4333190918,73.3686129838
798,74.4333190918,73.3354002328
799,74.4333190918,73.3027656123
800,74.4333190918,73.2716599623
801,74.4333190918,73.2413733192
802,74.0333251953,73.2114467726
803,74.0333251953,73.1817961998
804,74.0333251953,73.1513431525
805,74.0333251953,73.1216652376
806,74.0333251953,73.0926767069
807,73.8999938965,73.0639605989
808,73.8999938965,73.0353502193
809,73.6999816895,73.0068451787
810,73.6999816895,73.0543596705
811,73.6999816895,73.1020306526
812,73.6999816895,73.1491946859
813,73.6999816895,73.1961850684
814,73.6999816895,73.2436239769
815,73.6999816895,73.2915512315
816,74.0,73.3399649854
817,74.0,73.3121202148
818,74.0333251953,73.2843779645
819,74.0333251953,73.2569035482
820,74.0333251953,73.2291988571
821,74.0333251953,73.2773449629
822,74.1333312988,73.325313802
823,74.1333312988,73.373976199
824,74.1333312988,73.4228738029
825,74.1333312988,73.4720056991
826,74.1333312988,73.5211224392
827,74.5999755859,73.4939780664
828,74.5999755859,73.4662706748
829,74.5999755859,73.4384995576
830,74.6999816895,73.410582055
831,74.6999816895,73.3827673403
832,74.6999816895,73.354764978
833,74.6999816895,73.3257883813
834,74.3333129883,73.2970842121
835,74.3333129883,73.2690658419
836,74.3333129883,73.2411506311
837,74.3333129883,73.21366968
838,74.3333129883,73.1862899095
839,74.3333129883,73.1591766386
840,74.3333129883,73.1316660231
841,74.3333129883,73.1034279485
842,73.8999938965,73.0754595823
843,73.7666625977,73.0480914603
844,73.7666625977,73.0971529617
845,73.7666625977,73.1463653063
846,73.7666625977,73.19560367
847,73.5999755859,73.2449922258
848,73.5999755859,73.2950276894
849,74.0,73.3452933533
850,74.0,73.3196665284
851,74.0,73.2941340575
852,74.0,73.2686955934
853,74.0,73.2431436757
854,74.0333251953,73.2182244792
855,74.0666503906,73.1936870644
856,74.0666503906,73.1695300256
857,74.0666503906,73.1449647091
858,74.1333160401,73.1202412526
859,74.1999816895,73.0958988571
860,74.1999816895,73.0719361196
861,74.1999816895,73.0480616092
862,73.8333129883,73.0244407411
863,73.8333129883,73.0009068415
864,73.8333129883,72.9774595902
865,73.8333129883,72.9542644082
866,73.6999816895,72.9313204648
867,73.6999816895,72.90829516
868,73.6999816895,72.9612691633
869,73.6999816895,73.0139652786
870,73.6999816895,73.0669646438
871,73.6999816895,73.1195201902
872,73.6666564941,73.171882235
873,73.6666564941,73.224465914
874,74.0999755859,73.2772288908
875,74.0999755859,73.25404881
876,74.0999755859,73.2307883347
877,74.0999755859,73.2079449811
878,74.0999755859,73.186014531
879,74.1499786377,73.1639990854
880,74.1999816895,73.1423133074
881,74.1999816895,73.1209559833
882,74.1999816895,73.0999673022
883,74.1999816895,73.0792216382
884,74.1999816895,73.0583866166
885,74.299987793,73.0376283064
886,74.299987793,73.0165735221
887,73.8999938965,72.9950161926
888,73.8999938965,72.9735382338
889,73.8999938965,72.9523050937
890,73.8999938965,72.9307357076
