,on,t,tout,tdis,t_pre,hour,weekday
50,0.0,79.1866526286,76.7081593831,80.0633371989,79.2988769532,1.0,3.0
51,0.0,79.0822113037,75.8855875651,79.9725143433,79.1866526286,1.0,3.0
52,0.0,74.5266530355,53.2514373779,72.2337504069,74.8010965983,1.0,4.0
53,0.0,74.253318278,52.1027791341,71.3307352702,74.5266530355,1.0,4.0
54,0.0,77.6833211263,63.7035624186,77.8144510905,77.9666564941,1.0,0.0
55,0.0,77.4322092692,62.6984710693,77.3923380534,77.6833211263,1.0,0.0
56,0.0,76.061507249,58.0574830419,74.6887261722,76.4414346893,1.0,1.0
57,0.0,75.6815798086,57.0830062756,74.0107109042,76.061507249,1.0,1.0
58,0.0,73.3789518684,66.2875463045,73.3246507814,73.3745137277,1.0,2.0
59,0.0,73.3833900091,66.1672072777,73.2901045218,73.3789518684,1.0,2.0
60,0.0,75.3266601563,64.8660583496,74.621005249,75.4544301351,1.0,3.0
61,0.0,75.1844299317,64.6411610921,74.5431615193,75.3266601563,1.0,3.0
62,0.0,74.3844421387,64.8184814453,72.7302317301,74.403326416,1.0,4.0
63,0.0,74.3377604167,64.6238718669,72.6454538981,74.3844421387,1.0,4.0
64,0.0,79.9988800049,69.8983754476,80.7985280355,80.1144337972,1.0,0.0
65,0.0,79.8010965983,67.9556711833,80.4612111409,79.9988800049,1.0,0.0
66,0.0,79.6299875895,78.4501800537,80.2319854736,79.7288655599,1.0,1.0
67,0.0,79.4844370524,75.6183166504,80.096202596,79.6299875895,1.0,1.0
68,0.0,77.7699879964,66.1392751058,78.5288859049,77.9622111003,1.0,2.0
69,0.0,77.5933258056,64.8833628337,77.7417856852,77.7699879964,1.0,2.0
70,0.0,76.8255482992,64.0261912028,77.2210795085,77.0699849446,1.0,3.0
71,0.0,76.5933207194,63.2624359131,76.7393066406,76.8255482992,1.0,3.0
72,0.0,78.2188817342,58.5985850016,75.5292226155,78.5677622477,1.0,4.0
73,0.0,77.844434611,57.9766840617,74.7637476603,78.2188817342,1.0,4.0
74,0.0,80.4566467285,74.8882954915,80.9836425781,80.5344329834,1.0,0.0
75,0.0,80.3888783773,73.0139394124,80.9499018351,80.4566467285,1.0,0.0
76,0.0,78.2577758789,71.1075836182,78.146576945,78.3577524821,1.0,1.0
77,0.0,78.1872131348,70.9700510661,78.0237691243,78.2577758789,1.0,1.0
78,0.0,78.2710906983,64.4560714722,78.4129811605,78.5177693685,1.0,2.0
79,0.0,78.062206014,63.1499837239,77.7634104411,78.2710906983,1.0,2.0
80,0.0,74.6288757324,59.5465799967,72.8028951009,74.7599792481,2.0,3.0
81,0.0,74.467771403,60.0240315755,72.4880391439,74.6288757324,2.0,3.0
82,0.0,75.9466562907,57.8443491618,73.7214660644,76.208883667,2.0,4.0
83,0.0,75.6544342041,57.6903747558,73.3201283773,75.9466562907,2.0,4.0
84,0.0,76.0633260091,52.4894165039,73.0857309977,76.3333190918,2.0,0.0
85,0.0,75.7566548665,51.8969258626,72.3738698323,76.0633260091,2.0,0.0
86,0.0,76.3955474854,60.5741465251,75.7636306763,76.6110982259,2.0,1.0
87,0.0,76.1888865153,58.4792297363,75.5430491129,76.3955474854,2.0,1.0
88,0.0,76.6855489095,70.74862264,76.3976460775,76.8066528321,2.0,2.0
89,0.0,76.5644307454,69.2652282715,76.2800079346,76.6855489095,2.0,2.0
90,0.0,78.9510986328,75.4686635335,79.8003814697,79.0822113037,2.0,3.0
91,0.0,78.8099853516,75.0059224446,79.6152659098,78.9510986328,2.0,3.0
92,0.0,74.015544637,52.1875457764,70.9138305664,74.253318278,2.0,4.0
93,0.0,73.7355417888,52.1373789469,71.0202209473,74.015544637,2.0,4.0
94,0.0,77.1899861654,62.451091512,76.9823598226,77.4322092692,2.0,0.0
95,0.0,76.9510955811,62.4735870361,76.6251251221,77.1899861654,2.0,0.0
96,0.0,75.3107212882,56.1085295094,73.3326956362,75.6815798086,2.0,1.0
97,0.0,74.9831079259,55.1791604066,72.6701539241,75.3107212882,2.0,1.0
98,0.0,73.3878281498,66.0468682509,73.2555582622,73.3833900091,2.0,2.0
99,0.0,73.3922662904,65.9265292241,73.2210120026,73.3878281498,2.0,2.0
100,0.0,75.0899892171,64.3366984049,74.4367757161,75.1844299317,2.0,3.0
101,0.0,74.9588684082,63.801302592,74.2214096069,75.0899892171,2.0,3.0
102,0.0,74.3333129883,63.8359090169,72.6783213297,74.3377604167,2.0,4.0
103,0.0,74.3044311524,63.7883402507,72.6523763021,74.3333129883,2.0,4.0
104,0.0,79.633320109,67.6209259033,80.1411722819,79.8010965983,2.0,0.0
105,0.0,79.4722147624,66.6245076497,79.6308369954,79.633320109,2.0,0.0
106,0.0,79.3133229574,70.2305124919,79.7553965251,79.4844370524,2.0,1.0
107,0.0,79.1344248454,69.1320292155,79.1603118896,79.3133229574,2.0,1.0
108,0.0,77.3888763428,63.3895772298,77.0186879476,77.5933258056,2.0,2.0
109,0.0,77.160546875,61.3699045817,76.5740926107,77.3888763428,2.0,2.0
110,0.0,76.3633239746,62.5972798665,76.2869303385,76.5933207194,2.0,3.0
111,0.0,76.0955423991,61.2903279622,75.8579182943,76.3633239746,2.0,3.0
112,0.0,77.4844299316,56.8124613444,74.1435740153,77.844434611,2.0,4.0
113,0.0,77.1633188884,56.9387288411,73.9550242106,77.4844299316,2.0,4.0
114,0.0,80.2899902344,71.1975351969,80.5874837239,80.3888783773,2.0,0.0
115,0.0,80.1888885498,72.0425872803,80.1688527425,80.2899902344,2.0,0.0
116,0.0,78.0744313558,70.1215377808,77.8676513672,78.1872131348,2.0,1.0
117,0.0,78.0177663167,69.9693120321,77.8014801025,78.0744313558,2.0,1.0
118,0.0,77.791091919,61.9632598877,76.8085021973,78.062206014,2.0,2.0
119,0.0,77.5422129313,61.4494781494,76.1260528564,77.791091919,2.0,2.0
120,0.0,74.3199890137,58.880573527,72.2527801514,74.467771403,3.0,3.0
121,0.0,74.2111114502,58.3737035115,72.3038091024,74.3199890137,3.0,3.0
122,0.0,75.3955495199,57.6315663655,72.9966410319,75.6544342041,3.0,4.0
123,0.0,75.1744272868,57.1108693441,72.7855875651,75.3955495199,3.0,4.0
124,0.0,75.4638748169,51.6685628255,71.7424468994,75.7566548665,3.0,0.0
125,0.0,75.1899892171,51.08471934,71.3307373047,75.4638748169,3.0,0.0
126,0.0,75.9999806722,57.2734781901,75.150382487,76.1888865153,3.0,1.0
127,0.0,75.8011037191,56.5642069499,74.5397094726,75.9999806722,3.0,1.0
128,0.0,76.438881429,66.6106664022,75.9167327881,76.5644307454,3.0,2.0
129,0.0,76.3166524252,64.9439046224,75.4902913411,76.438881429,3.0,2.0
130,0.0,78.7055419922,73.9973978678,79.2943781535,78.8099853516,3.0,3.0
131,0.0,78.5533172607,73.4395050049,79.0781443278,78.7055419922,3.0,3.0
132,0.0,73.4922149658,52.4561162313,70.6292551676,73.7355417888,3.0,4.0
133,0.0,73.2488769531,51.0440785726,70.2495442708,73.4922149658,3.0,4.0
134,0.0,76.7066507975,61.8871500651,76.2852010091,76.9510955811,3.0,0.0
135,0.0,76.4855448405,61.9286682129,75.9478759766,76.7066507975,3.0,0.0
136,0.0,74.6947302568,54.4091077618,72.0806887354,74.9831079259,3.0,1.0
137,0.0,74.4210454037,53.8588753977,71.6698560213,74.6947302568,3.0,1.0
138,0.0,73.3967044311,65.8061901973,73.186465743,73.3922662904,3.0,2.0
139,0.0,73.4011425718,65.6858511705,73.1519194834,73.3967044311,3.0,2.0
140,0.0,74.8483266195,63.6084147135,74.0103851318,74.9588684082,3.0,3.0
141,0.0,74.4733174642,63.7243204753,74.2784988403,74.8483266195,3.0,3.0
142,0.0,74.2677734375,63.9500691732,72.6679484049,74.3044311524,3.0,4.0
143,0.0,74.2344329834,65.2890146891,72.6696746826,74.2677734375,3.0,4.0
144,0.0,79.2788838705,66.0614308675,79.466494751,79.4722147624,3.0,0.0
145,0.0,79.0810974121,65.1419840495,79.2156697591,79.2788838705,3.0,0.0
146,0.0,78.9788818359,69.6566121419,78.6015482585,79.1344248454,3.0,1.0
147,0.0,78.8216608683,70.2365651448,78.1621531169,78.9788818359,3.0,1.0
148,0.0,76.9255391439,62.3905548096,76.1130788167,77.160546875,3.0,2.0
149,0.0,76.5133148193,61.1467488607,75.580259196,76.9255391439,3.0,2.0
150,0.0,75.8722096761,61.0948527018,75.4591562907,76.0955423991,3.0,3.0
151,0.0,75.4510976156,60.7921213786,75.0984924316,75.8722096761,3.0,3.0
152,0.0,76.8211039225,55.5686523437,73.4983022054,77.1633188884,3.0,4.0
153,0.0,76.5311014811,55.4994455973,73.1350301107,76.8211039225,3.0,4.0
154,0.0,80.0888763427,72.2155853271,79.9647257487,80.1888885498,3.0,0.0
155,0.0,79.9922119141,72.6930399577,79.8228647868,80.0888763427,3.0,0.0
156,0.0,77.9160929362,69.1700815837,77.6570139567,78.0177663167,3.0,1.0
157,0.0,77.5744333903,68.3877217611,77.362932841,77.9160929362,3.0,1.0
158,0.0,77.2899841309,61.0758280436,75.5222981771,77.5422129313,3.0,2.0
159,0.0,76.9222066244,60.1252370198,75.0414001465,77.2899841309,3.0,2.0
160,0.0,74.0666544596,58.5415013631,72.032220459,74.2111114502,4.0,3.0
161,0.0,73.9933186849,59.3165049235,71.9344858805,74.0666544596,4.0,3.0
162,0.0,74.9411051432,56.3687337239,72.3392751058,75.1744272868,4.0,4.0
163,0.0,74.7333221436,55.6283406575,72.1316843669,74.9411051432,4.0,4.0
164,0.0,74.9377583822,50.0822387695,70.8870147705,75.1899892171,4.0,0.0
165,0.0,74.6811055501,49.6445638021,71.0418446859,74.9377583822,4.0,0.0
166,0.0,75.4966532389,55.3039764404,74.0778422038,75.8011037191,4.0,1.0
167,0.0,75.2044291178,54.5670277913,73.3910512288,75.4966532389,4.0,1.0
168,0.0,76.1599873861,63.2762634277,74.9756693522,76.3166524252,4.0,2.0
169,0.0,75.9899861654,62.797938029,74.5353810628,76.1599873861,4.0,2.0
170,0.0,78.3988739014,71.7536956787,78.5582987467,78.5533172607,4.0,3.0
171,0.0,78.1533203125,70.7209406535,77.8806243896,78.3988739014,4.0,3.0
172,0.0,72.9810943603,50.8382110596,69.7513285319,73.2488769531,4.0,4.0
173,0.0,72.7510996501,50.3175089518,69.1372009277,72.9810943603,4.0,4.0
174,0.0,76.2410939535,60.9858774821,75.5205657959,76.4855448405,4.0,0.0
175,0.0,75.9410949707,60.8543904622,74.9445251465,76.2410939535,4.0,0.0
176,0.0,74.1482728336,53.2938768941,71.2847177606,74.4210454037,4.0,1.0
177,0.0,73.9259194268,53.0189299389,70.9008632941,74.1482728336,4.0,1.0
178,0.0,73.4055807125,65.5655121436,73.1173732238,73.4011425718,4.0,2.0
179,0.0,73.4100188532,65.4451731168,73.0828269643,73.4055807125,4.0,2.0
180,0.0,74.2861007691,63.2070729573,73.9524088542,74.4733174642,4.0,3.0
181,0.0,74.1033243815,62.0912831624,72.9014912923,74.2861007691,4.0,3.0
182,0.0,74.1388743083,64.6082987467,72.6990854899,74.2344329834,4.0,4.0
183,0.0,74.0844238281,63.9829447428,72.6419921875,74.1388743083,4.0,4.0
184,0.0,78.8033243815,63.8938496907,78.5323527018,79.0810974121,4.0,0.0
185,0.0,78.4688751221,63.1223042806,77.4779734294,78.8033243815,4.0,0.0
186,0.0,78.62665507,70.1396947225,77.6898935954,78.8216608683,4.0,1.0
187,0.0,78.3911010742,69.3638285319,76.917485555,78.62665507,4.0,1.0
188,0.0,76.2999857585,60.1693481445,75.5335378011,76.5133148193,4.0,2.0
189,0.0,76.0788782755,58.3321838379,74.7810368856,76.2999857585,4.0,2.0
190,0.0,75.0910970052,60.4565083821,74.469652303,75.4510976156,4.0,3.0
191,0.0,74.8011027018,60.5092814128,73.8218098958,75.0910970052,4.0,3.0
192,0.0,76.2477620443,55.4769704183,72.6039459228,76.5311014811,4.0,4.0
193,0.0,75.9733174642,53.7998199463,72.0832509359,76.2477620443,4.0,4.0
194,0.0,79.8844370524,73.54416097,79.4111409505,79.9922119141,4.0,0.0
195,0.0,79.7266499837,72.6099934896,79.1473409017,79.8844370524,4.0,0.0
196,0.0,77.2360900879,68.5131408691,76.7444941203,77.5744333903,4.0,1.0
197,0.0,76.9472045898,68.2636001587,76.9313242594,77.2360900879,4.0,1.0
198,0.0,76.6399820964,59.2109751383,74.2594726562,76.9222066244,4.0,2.0
199,0.0,76.3844309489,58.5302622477,73.5363596598,76.6399820964,4.0,2.0
200,0.0,73.8766459147,58.9134287516,71.9846486409,73.9933186849,5.0,3.0
201,0.0,73.7966552735,59.0068481445,71.8722086589,73.8766459147,5.0,3.0
202,0.0,74.5222086588,55.763289388,71.8618204753,74.7333221436,5.0,4.0
203,0.0,74.3288828532,59.1028584798,71.7649373372,74.5222086588,5.0,4.0
204,0.0,74.4188751221,48.877351888,70.8074371338,74.6811055501,5.0,0.0
205,0.0,74.3033213298,54.8792795817,70.3637115478,74.4188751221,5.0,0.0
206,0.0,74.9455403646,54.6258463542,72.8634348551,75.2044291178,5.0,1.0
207,0.0,74.7144337972,55.6049825032,72.4690104167,74.9455403646,5.0,1.0
208,0.0,75.8177642823,63.0202351888,74.6011199951,75.9899861654,5.0,2.0
209,0.0,75.6972157796,63.3982269287,74.45753479,75.8177642823,5.0,2.0
210,0.0,77.8833201091,70.6811462402,77.335252889,78.1533203125,5.0,3.0
211,0.0,76.7955423991,71.5123769124,76.8508880615,77.8833201091,5.0,3.0
212,0.0,72.5677652995,49.9481648763,68.9503855387,72.7510996501,5.0,4.0
213,0.0,72.4422058105,56.2113128662,68.8414154053,72.5677652995,5.0,4.0
214,0.0,75.6666534424,60.3432037353,74.3001220703,75.9410949707,5.0,0.0
215,0.0,75.4366495768,61.497056071,73.8754526774,75.6666534424,5.0,0.0
216,0.0,73.7345847889,53.1441802978,70.5718752543,73.9259194268,5.0,1.0
217,0.0,73.6627434547,57.1567194621,70.4231518503,73.7345847889,5.0,1.0
218,0.0,73.4144569939,65.32483409,73.0482807047,73.4100188532,5.0,2.0
219,0.0,73.4188951346,65.2044950632,73.0137344451,73.4144569939,5.0,2.0
220,0.0,73.9155436198,61.5376861572,72.7354197184,74.1033243815,5.0,3.0
221,0.0,73.7299845378,61.1242706299,72.6800567627,73.9155436198,5.0,3.0
222,0.0,73.9922058105,64.7207397461,72.7596364339,74.0844238281,5.0,4.0
223,0.0,73.9299865723,65.7690765381,72.7579152425,73.9922058105,5.0,4.0
224,0.0,78.0866516113,63.3852539062,77.0204152425,78.4688751221,5.0,0.0
225,0.0,76.2377644857,69.7470052083,76.5386311849,78.0866516113,5.0,0.0
226,0.0,78.1322174072,69.4468607585,76.9391103109,78.3911010742,5.0,1.0
227,0.0,76.8711029053,70.959236145,76.6342122396,78.1322174072,5.0,1.0
228,0.0,75.8388743083,57.630271403,74.864948527,76.0788782755,5.0,2.0
229,0.0,75.4422119141,64.8089711507,74.6781026204,75.8388743083,5.0,2.0
230,0.0,74.5655395508,60.6779408773,73.6366912842,74.8011027018,5.0,3.0
231,0.0,74.3566518148,62.6361979167,73.460244751,74.5655395508,5.0,3.0
232,0.0,75.7444295248,54.749533081,72.4975565592,75.9733174642,5.0,4.0
233,0.0,75.5266530355,60.0837158203,72.39981486,75.7444295248,5.0,4.0
234,0.0,79.5188761393,71.9439849853,78.7261037191,79.7266499837,5.0,0.0
235,0.0,77.4133209229,72.2692128499,78.0756551107,79.5188761393,5.0,0.0
236,0.0,76.6394266764,66.6872202555,76.5697662353,76.9472045898,5.0,1.0
237,0.0,76.2499857585,65.0745173136,76.369102478,76.6394266764,5.0,1.0
238,0.0,76.1177663167,58.8338582357,74.5215555827,76.3844309489,5.0,2.0
239,0.0,75.6166575114,65.1488983154,75.3406656901,76.1177663167,5.0,2.0
