,on,t,tout,tdis,t_pre,hour,weekday
30,0.0,77.2799804688,56.3739196777,76.4633850098,77.3666687012,0.0,0.0
31,0.0,77.2333068848,55.5746948242,76.3284484863,77.2799804688,0.0,0.0
32,0.0,77.2066467285,55.1647094726,76.1831359863,77.2333068848,0.0,0.0
33,0.0,77.1399963379,55.579901123,76.058581543,77.2066467285,0.0,0.0
34,0.0,77.1333312988,55.6421813965,75.8925231934,77.1399963379,0.0,0.0
35,0.0,77.0199890137,55.1128112793,75.7160461426,77.1333312988,0.0,0.0
36,0.0,77.7333068848,61.527331543,76.9460327148,77.7333068848,0.0,1.0
37,0.0,77.6733215332,60.6346923828,76.8111083984,77.7333068848,0.0,1.0
38,0.0,77.5999755859,59.8354797363,76.748815918,77.6733215332,0.0,1.0
39,0.0,77.5799804687,59.4825683594,76.6502075195,77.5999755859,0.0,1.0
40,0.0,77.5199951172,59.3735900879,76.5567932129,77.5799804687,0.0,1.0
41,0.0,77.5,59.5189025879,76.4426269531,77.5199951172,0.0,1.0
42,0.0,77.4466430664,60.4374816894,76.3388183594,77.5,0.0,1.0
43,0.0,77.3666381836,60.8059570312,76.2869262695,77.4466430664,0.0,1.0
44,0.0,77.3466430664,60.7851867676,76.203894043,77.3666381836,0.0,1.0
45,0.0,77.2866577149,60.5360778808,76.1104797363,77.3466430664,0.0,1.0
46,0.0,77.2533264161,60.0845825195,76.1000976562,77.2866577149,0.0,1.0
47,0.0,77.1866516113,59.856237793,76.0689697266,77.2533264161,0.0,1.0
48,0.0,77.4333190918,72.4205688476,77.0965270996,77.4799957275,0.0,2.0
49,0.0,77.3599975586,72.628149414,77.0602050781,77.4333190918,0.0,2.0
50,0.0,77.3333129883,72.7942382812,77.0083068848,77.3599975586,0.0,2.0
51,0.0,77.3310913086,72.7734741211,76.9771728516,77.3333129883,0.0,2.0
52,0.0,77.2888793946,72.9481994629,76.9131632487,77.3310913086,0.0,2.0
53,0.0,77.2799926758,72.7803955078,76.8802998861,77.2888793946,0.0,2.0
54,0.0,77.2333251953,72.0988220215,76.8526245117,77.2799926758,0.0,2.0
55,0.0,77.1999816895,71.6265441894,76.8214782715,77.2333251953,0.0,2.0
56,0.0,77.2333068848,71.6161560058,76.7695922852,77.1999816895,0.0,2.0
57,0.0,77.203314209,71.782244873,76.7384399414,77.2333068848,0.0,2.0
58,0.0,77.1999816895,71.771862793,76.6943054199,77.203314209,0.0,2.0
59,0.0,77.1599914551,71.9067993164,76.6917114258,77.1999816895,0.0,2.0
60,0.0,79.5999755859,75.3268188476,80.5113769531,79.6133117675,0.0,3.0
61,0.0,79.5999755859,75.3683349609,80.4698608398,79.5999755859,0.0,3.0
62,0.0,79.5999755859,75.306060791,80.3660583496,79.5999755859,0.0,3.0
63,0.0,79.5933105468,75.4306213379,80.3349121094,79.5999755859,0.0,3.0
64,0.0,79.5466552734,75.8094787598,80.272644043,79.5933105468,0.0,3.0
65,0.0,79.5,75.9340454102,80.283013916,79.5466552734,0.0,3.0
66,0.0,79.4666503906,75.8302490234,80.2207397461,79.5,0.0,3.0
67,0.0,79.4333190918,75.7887207031,80.1947937012,79.4666503906,0.0,3.0
68,0.0,79.4199890137,76.1727539062,80.1896057129,79.4333190918,0.0,3.0
69,0.0,79.3999938965,76.9096923828,80.2051696777,79.4199890137,0.0,3.0
70,0.0,79.3666687012,77.2054992676,80.174041748,79.3999938965,0.0,3.0
71,0.0,79.3333129883,77.122467041,80.1896057129,79.3666687012,0.0,3.0
72,0.0,75.4333190918,57.3962768554,73.5155944824,75.4399841309,0.0,4.0
73,0.0,75.3999938965,57.3547668457,73.5467346191,75.4333190918,0.0,4.0
74,0.0,75.353326416,57.3755187988,73.5778747558,75.3999938965,0.0,4.0
75,0.0,75.3333129883,57.3547668457,73.5156066894,75.353326416,0.0,4.0
76,0.0,75.2333068848,57.4170349121,73.4740844726,75.3333129883,0.0,4.0
77,0.0,75.1799865722,57.1887268066,73.3183959961,75.2333068848,0.0,4.0
78,0.0,75.1333190918,56.7579589844,73.1678894043,75.1799865722,0.0,4.0
79,0.0,75.0866455078,56.4050476074,73.0018249512,75.1333190918,0.0,4.0
80,0.0,75.0599853515,56.0210266113,72.8253845215,75.0866455078,0.0,4.0
81,0.0,75.0066650391,55.605847168,72.6904296875,75.0599853515,0.0,4.0
82,0.0,74.9666442871,54.9778869629,72.5762573242,75.0066650391,0.0,4.0
83,0.0,74.9266540527,54.5004272461,72.5243652344,74.9666442871,0.0,4.0
84,0.0,78.6666564941,65.0044677734,79.0686279297,78.7199768067,0.0,0.0
85,0.0,78.6066467285,64.6203857422,78.9544555664,78.6666564941,0.0,0.0
86,0.0,78.5733154297,64.2778930664,78.8610473633,78.6066467285,0.0,0.0
87,0.0,78.5266479492,64.2778930664,78.746862793,78.5733154297,0.0,0.0
88,0.0,78.4399841309,64.5685058594,78.6741882324,78.5266479492,0.0,0.0
89,0.0,78.3999938965,64.6411621094,78.5911621094,78.4399841309,0.0,0.0
90,0.0,78.3199890137,64.3920471191,78.4666137695,78.3999938965,0.0,0.0
91,0.0,78.2666625977,64.3090148926,78.3731933594,78.3199890137,0.0,0.0
92,0.0,78.246661377,64.4750854492,78.2901611328,78.2666625977,0.0,0.0
93,0.0,78.1799865723,64.5788757324,78.2382568359,78.246661377,0.0,0.0
94,0.0,78.1666564941,64.4750793457,78.092956543,78.1799865723,0.0,0.0
95,0.0,78.0999877929,64.1429504394,78.0410705566,78.1666564941,0.0,0.0
96,0.0,77.2962714301,60.4124685603,76.3272630698,77.3595926702,0.0,1.0
97,0.0,77.2329501901,60.2500557659,76.2142605252,77.2962714301,0.0,1.0
98,0.0,77.16962895,60.0876429715,76.1012579805,77.2329501901,0.0,1.0
99,0.0,77.10630771,59.9252301772,75.9882554358,77.16962895,0.0,1.0
100,0.0,77.0429864699,59.7628173828,75.8752528912,77.10630771,0.0,1.0
101,0.0,76.9796652298,59.6004045884,75.7622503465,77.0429864699,0.0,1.0
102,0.0,76.9163439898,59.4379917941,75.6492478018,76.9796652298,0.0,1.0
103,0.0,76.8530227497,59.2755789997,75.5362452572,76.9163439898,0.0,1.0
104,0.0,76.7897015097,59.1131662053,75.4232427125,76.8530227497,0.0,1.0
105,0.0,76.7263802696,58.9507534109,75.3102401679,76.7897015097,0.0,1.0
106,0.0,76.6630590295,58.7883406166,75.1972376232,76.7263802696,0.0,1.0
107,0.0,76.5997377895,58.6259278222,75.0842350785,76.6630590295,0.0,1.0
108,0.0,73.3645279111,66.5783656193,73.4081375754,73.363788221,0.0,2.0
109,0.0,73.3652676013,66.5583091149,73.4023798655,73.3645279111,0.0,2.0
110,0.0,73.3660072914,66.5382526104,73.3966221555,73.3652676013,0.0,2.0
111,0.0,73.3667469815,66.5181961059,73.3908644456,73.3660072914,0.0,2.0
112,0.0,73.3674866716,66.4981396015,73.3851067357,73.3667469815,0.0,2.0
113,0.0,73.3682263617,66.478083097,73.3793490257,73.3674866716,0.0,2.0
114,0.0,73.3689660518,66.4580265925,73.3735913158,73.3682263617,0.0,2.0
115,0.0,73.3697057419,66.4379700881,73.3678336059,73.3689660518,0.0,2.0
116,0.0,73.3704454321,66.4179135836,73.3620758959,73.3697057419,0.0,2.0
117,0.0,73.3711851222,66.3978570791,73.356318186,73.3704454321,0.0,2.0
118,0.0,73.3719248123,66.3778005747,73.3505604761,73.3711851222,0.0,2.0
119,0.0,73.3726645024,66.3577440702,73.3448027662,73.3719248123,0.0,2.0
120,0.0,75.8066528321,63.4215698242,75.2749328613,75.8466430664,0.0,3.0
121,0.0,75.7666625977,63.5046081543,75.1711425781,75.8066528321,0.0,3.0
122,0.0,75.7666625977,63.8419433594,75.0673522949,75.7666625977,0.0,3.0
123,0.0,75.7533325195,64.5062316894,75.005078125,75.7666625977,0.0,3.0
124,0.0,75.7199951172,64.5685058594,74.9635620117,75.7533325195,0.0,3.0
125,0.0,75.6733215332,64.734588623,74.9946899414,75.7199951172,0.0,3.0
126,0.0,75.6333312988,64.796875,74.9531799316,75.6733215332,0.0,3.0
127,0.0,75.6333312988,64.796875,74.8701477051,75.6333312988,0.0,3.0
128,0.0,75.5799804687,64.8799072266,74.8078735352,75.6333312988,0.0,3.0
129,0.0,75.5666503906,64.8383911133,74.7040527344,75.5799804687,0.0,3.0
130,0.0,75.5533203125,64.796875,74.7144348144,75.5666503906,0.0,3.0
131,0.0,75.5333251953,64.9836975098,74.7144348144,75.5533203125,0.0,3.0
132,0.0,74.5,64.1533447266,72.7734985352,74.5,0.0,4.0
133,0.0,74.5,63.9665039062,72.7734985352,74.5,0.0,4.0
134,0.0,74.4666442871,64.1637237549,72.8046264648,74.5,0.0,4.0
135,0.0,74.4666442871,64.0910644531,72.7734863281,74.4666442871,0.0,4.0
136,0.0,74.4666442871,63.9405456543,72.7631225586,74.4666442871,0.0,4.0
137,0.0,74.4666442871,63.8367614746,72.7008178711,74.4666442871,0.0,4.0
138,0.0,74.4666442871,63.9665039062,72.700805664,74.4666442871,0.0,4.0
139,0.0,74.4666442871,64.360925293,72.6385375976,74.4666442871,0.0,4.0
140,0.0,74.4666442871,64.5685058594,72.7319580078,74.4666442871,0.0,4.0
141,0.0,74.4666442871,64.7345825195,72.7111816406,74.4666442871,0.0,4.0
142,0.0,74.4333190918,64.5477416992,72.752734375,74.4666442871,0.0,4.0
143,0.0,74.4199890137,64.2674987793,72.700805664,74.4333190918,0.0,4.0
144,0.0,80.3999938965,73.9100585938,80.7604736328,80.4399841309,0.0,0.0
145,0.0,80.3799987793,74.179901123,80.8227539062,80.3999938965,0.0,0.0
146,0.0,80.3466552735,74.2681152344,80.8435119629,80.3799987793,0.0,0.0
147,0.0,80.3333129883,73.3651062012,80.8850402832,80.3466552735,0.0,0.0
148,0.0,80.3066528321,73.9308166504,80.9265441894,80.3333129883,0.0,0.0
149,0.0,80.2666625977,73.6401733398,80.9369262695,80.3066528321,0.0,0.0
150,0.0,80.2666625977,72.7656860351,80.9265441894,80.2666625977,0.0,0.0
151,0.0,80.2399780274,72.3790527344,80.9161682129,80.2666625977,0.0,0.0
152,0.0,80.2333068848,72.2026062012,80.8746582031,80.2399780274,0.0,0.0
153,0.0,80.2333068848,72.1403198242,80.9161682129,80.2333068848,0.0,0.0
154,0.0,80.2333068848,72.0365356445,80.9057922363,80.2333068848,0.0,0.0
155,0.0,80.2066467286,71.6992004394,80.9057861328,80.2333068848,0.0,0.0
156,0.0,80.0333251953,76.1520019531,80.1273376465,80.0799926758,0.0,1.0
157,0.0,79.9933288574,76.3595825195,80.1636657715,80.0333251953,0.0,1.0
158,0.0,79.9666442871,76.421875,80.1947937012,79.9933288574,0.0,1.0
159,0.0,79.953314209,76.4426330566,80.1999816894,79.9666442871,0.0,1.0
160,0.0,79.9066589356,76.3180725098,80.2051696777,79.953314209,0.0,1.0
161,0.0,79.8999938965,77.1276611328,80.2311218262,79.9066589356,0.0,1.0
162,0.0,79.8866516113,77.958026123,80.2414978027,79.8999938965,0.0,1.0
163,0.0,79.8466430664,78.4354675293,80.2311218262,79.8866516113,0.0,1.0
164,0.0,79.8333129883,78.4354675293,80.2415039062,79.8466430664,0.0,1.0
165,0.0,79.799987793,78.6430480957,80.2518859863,79.8333129883,0.0,1.0
166,0.0,79.799987793,78.6638061523,80.2830200195,79.799987793,0.0,1.0
167,0.0,79.753314209,78.8714111328,80.2830200195,79.799987793,0.0,1.0
168,0.0,78.4399841309,72.4309631348,79.7069396972,78.5,0.0,2.0
169,0.0,78.4066589356,72.6177856445,79.6239074707,78.4399841309,0.0,2.0
170,0.0,78.3866577149,72.6385437012,79.5304992676,78.4066589356,0.0,2.0
171,0.0,78.3066528321,72.7008300781,79.4889770508,78.3866577149,0.0,2.0
172,0.0,78.2666625977,72.4620849609,79.4267089844,78.3066528321,0.0,2.0
173,0.0,78.24664917,72.5139953613,79.3333007812,78.2666625977,0.0,2.0
174,0.0,78.1999816895,72.1143798828,79.2398864746,78.24664917,0.0,2.0
175,0.0,78.1799865723,71.3774414062,79.1257141113,78.1999816895,0.0,2.0
176,0.0,78.1066467285,70.4692382812,79.0738220215,78.1799865723,0.0,2.0
177,0.0,78.0999755859,69.7530578613,79.0063476562,78.1066467285,0.0,2.0
178,0.0,78.0733154297,69.1977600098,78.902557373,78.0999755859,0.0,2.0
179,0.0,78.0333251953,68.5542297363,78.81953125,78.0733154297,0.0,2.0
180,0.0,77.7333068848,66.7585693359,78.248638916,77.74664917,0.0,3.0
181,0.0,77.6333190918,66.5302185058,78.1656066894,77.7333068848,0.0,3.0
182,0.0,77.5666503906,66.1980957031,78.0306945801,77.6333190918,0.0,3.0
183,0.0,77.5266601562,66.0164611816,77.9372802734,77.5666503906,0.0,3.0
184,0.0,77.4066650391,65.6842895508,77.8438659668,77.5266601562,0.0,3.0
185,0.0,77.3599975586,65.8088623047,77.7452453613,77.4066650391,0.0,3.0
186,0.0,77.3199829102,65.4455627441,77.7141052246,77.3599975586,0.0,3.0
187,0.0,77.2666625977,65.014831543,77.6829528808,77.3199829102,0.0,3.0
188,0.0,77.2400024414,64.5477478027,77.6933288574,77.2666625977,0.0,3.0
189,0.0,77.2133239746,64.6100219726,77.6829528808,77.2400024414,0.0,3.0
190,0.0,77.1866516113,64.8383850098,77.5999206543,77.2133239746,0.0,3.0
191,0.0,77.1666564941,65.0356079102,77.4753723144,77.1866516113,0.0,3.0
192,0.0,79.3533325196,65.3521606445,77.3092956543,79.3933288574,0.0,4.0
193,0.0,79.2666625977,65.3106445312,77.1951293945,79.3533325196,0.0,4.0
194,0.0,79.2266540528,64.8176269531,77.0809631348,79.2666625977,0.0,4.0
195,0.0,79.1333190918,64.0910583496,76.9148986816,79.2266540528,0.0,4.0
196,0.0,79.0999755859,63.5669006348,76.7695800781,79.1333190918,0.0,4.0
197,0.0,79.0533203125,62.4511047363,76.5775512695,79.0999755859,0.0,4.0
198,0.0,79.0333251953,61.6259277344,76.5464172363,79.0533203125,0.0,4.0
199,0.0,79.0199951172,62.2123840332,76.4426208496,79.0333251953,0.0,4.0
200,0.0,78.8799987793,62.0618774414,76.3180664062,79.0199951172,0.0,4.0
201,0.0,78.8666687012,60.0430664062,76.2661743164,78.8799987793,0.0,4.0
202,0.0,78.7933288575,58.5432373047,76.1519958496,78.8666687012,0.0,4.0
203,0.0,78.6999816895,58.5328491211,76.068963623,78.7933288575,0.0,4.0
204,0.0,80.5,76.1001098633,79.0426879883,80.5,0.0,0.0
205,0.0,80.5333251953,75.560357666,79.3748168945,80.5,0.0,0.0
206,0.0,80.5399902344,75.9444152832,79.6239135742,80.5333251953,0.0,0.0
207,0.0,80.5333251953,76.5152709961,79.8419006348,80.5399902344,0.0,0.0
208,0.0,80.5333251953,76.8007080078,80.0598815918,80.5333251953,0.0,0.0
209,0.0,80.5333251953,76.2194580078,80.2415039062,80.5333251953,0.0,0.0
210,0.0,80.5599853515,75.3994750976,80.4075805664,80.5333251953,0.0,0.0
211,0.0,80.5999755859,76.1468078613,80.500994873,80.5599853515,0.0,0.0
212,0.0,80.5999755859,77.1536132812,80.5944091797,80.5999755859,0.0,0.0
213,0.0,80.5799804687,76.9252807617,80.7085571289,80.5999755859,0.0,0.0
214,0.0,80.5666503906,76.6294555664,80.7916137695,80.5799804687,0.0,0.0
215,0.0,80.5666503906,76.3699645996,80.8227539062,80.5666503906,0.0,0.0
216,0.0,78.5399902344,71.5123657226,78.7261108398,78.5333251953,0.0,1.0
217,0.0,78.5133300781,71.6369140625,78.6430541992,78.5399902344,0.0,1.0
218,0.0,78.5,71.6369140625,78.6015319824,78.5133300781,0.0,1.0
219,0.0,78.5,71.4708618164,78.5600158691,78.5,0.0,1.0
220,0.0,78.5,71.3774536133,78.5081298828,78.5,0.0,1.0
221,0.0,78.5,71.5331359863,78.4250976562,78.5,0.0,1.0
222,0.0,78.4399841309,71.491607666,78.4354797363,78.5,0.0,1.0
223,0.0,78.4333190918,71.0972045898,78.393951416,78.4399841309,0.0,1.0
224,0.0,78.4333190918,70.97265625,78.3109130859,78.4333190918,0.0,1.0
225,0.0,78.4333190918,70.9934143066,78.2797790527,78.4333190918,0.0,1.0
226,0.0,78.4333190918,71.0556884766,78.2278808594,78.4333190918,0.0,1.0
227,0.0,78.3733093262,70.97265625,78.2382507324,78.4333190918,0.0,1.0
228,0.0,79.0599853515,68.0819519043,79.8626586914,79.0666503906,0.0,2.0
229,0.0,79.0066650391,67.6252624512,79.7277160644,79.0599853515,0.0,2.0
230,0.0,79.0,67.2152770996,79.5201171875,79.0066650391,0.0,2.0
231,0.0,78.9399902344,66.8623718262,79.4059448242,79.0,0.0,2.0
232,0.0,78.8933288574,66.6963012695,79.3644348144,78.9399902344,0.0,2.0
233,0.0,78.853326416,66.4990722656,79.2502624512,78.8933288574,0.0,2.0
234,0.0,78.8133178711,66.8623718262,79.1360961914,78.853326416,0.0,2.0
235,0.0,78.799987793,66.4627563476,79.0686401367,78.8133178711,0.0,2.0
236,0.0,78.7333068848,66.1773376465,78.9648376465,78.799987793,0.0,2.0
237,0.0,78.6999816895,66.1150634766,78.8610412598,78.7333068848,0.0,2.0
238,0.0,78.6733215332,65.7154541016,78.7364746094,78.6999816895,0.0,2.0
239,0.0,78.6399963379,65.3832824707,78.6741882324,78.6733215332,0.0,2.0
240,0.0,75.1399963379,60.4115356445,73.2768859863,75.1933166504,1.0,3.0
241,0.0,75.1133178711,60.3233154297,73.2872619629,75.1399963379,1.0,3.0
242,0.0,75.0999755859,60.1572387695,73.2249816894,75.1133178711,1.0,3.0
243,0.0,75.0866455078,59.492956543,73.1471313476,75.0999755859,1.0,3.0
244,0.0,75.0666503906,58.9065246582,73.0952453613,75.0866455078,1.0,3.0
245,0.0,75.0466552734,58.7196838379,73.043347168,75.0666503906,1.0,3.0
246,0.0,75.0333251953,58.3148895264,73.0433410644,75.0466552734,1.0,3.0
247,0.0,75.0133300781,58.0346496582,73.0329650879,75.0333251953,1.0,3.0
248,0.0,74.953314209,57.9568054199,73.053729248,75.0133300781,1.0,3.0
249,0.0,74.9266540527,57.7076843262,73.0018310547,74.953314209,1.0,3.0
250,0.0,74.8866638184,57.6038879394,72.8150085449,74.9266540527,1.0,3.0
251,0.0,74.8333129883,57.6246459961,72.835760498,74.8866638184,1.0,3.0
252,0.0,76.8666381836,59.0829589844,75.295690918,76.9266479492,1.0,4.0
253,0.0,76.8466430664,58.9376464844,75.2334228516,76.8666381836,1.0,4.0
254,0.0,76.7333374023,58.6885498047,75.0569702148,76.8466430664,1.0,4.0
255,0.0,76.7333374023,58.2370300293,74.8701477051,76.7333374023,1.0,4.0
256,0.0,76.6466491699,58.2993164062,74.6936706543,76.7333374023,1.0,4.0
257,0.0,76.5999755859,58.2629943848,74.5483581543,76.6466491699,1.0,4.0
258,0.0,76.5866455078,58.2214782715,74.4549438476,76.5999755859,1.0,4.0
259,0.0,76.5,58.1176818848,74.4134216308,76.5866455078,1.0,4.0
260,0.0,76.5,58.1799682617,74.325201416,76.5,1.0,4.0
261,0.0,76.4333251953,58.2837524414,74.1902770996,76.5,1.0,4.0
262,0.0,76.3999938965,58.2837524414,74.1695251465,76.4333251953,1.0,4.0
263,0.0,76.3666564942,58.1851501465,74.0449768066,76.3999938965,1.0,4.0
264,0.0,76.9666442871,54.5056091308,75.6018615722,77.0199890137,1.0,0.0
265,0.0,76.959979248,54.6301757812,75.524017334,76.9666442871,1.0,0.0
266,0.0,76.8999938965,54.5471252441,75.378729248,76.959979248,1.0,0.0
267,0.0,76.8866577149,54.2772644043,75.1036743164,76.8999938965,1.0,0.0
268,0.0,76.7666503907,53.841329956,74.8078674316,76.8866577149,1.0,0.0
269,0.0,76.6999816895,53.5507019043,74.5016418457,76.7666503907,1.0,0.0
270,0.0,76.6999816895,53.8517211914,74.2473571777,76.6999816895,1.0,0.0
271,0.0,76.6333312988,53.400201416,74.0657409668,76.6999816895,1.0,0.0
272,0.0,76.6199890136,53.3067871094,73.868536377,76.6333312988,1.0,0.0
273,0.0,76.5599853515,52.9954162598,73.7543395996,76.6199890136,1.0,0.0
274,0.0,76.5,52.6424987793,73.6193908691,76.5599853515,1.0,0.0
275,0.0,76.4666442871,52.7878173828,73.4844604492,76.5,1.0,0.0
276,0.0,77.0999755859,59.5759765625,76.1104736328,77.1866516113,1.0,1.0
277,0.0,77.0799804687,59.308706665,76.1104797363,77.0999755859,1.0,1.0
278,0.0,77.0533203125,59.1971496582,76.1520019531,77.0799804687,1.0,1.0
279,0.0,77.0266601562,59.0103149414,76.0482116699,77.0533203125,1.0,1.0
280,0.0,76.9799865723,59.031072998,76.0170654297,77.0266601562,1.0,1.0
281,0.0,76.9399841309,58.8234924316,75.9547973633,76.9799865723,1.0,1.0
282,0.0,76.906652832,58.9480407715,75.8613891602,76.9399841309,1.0,1.0
283,0.0,76.8599731445,58.9480407715,75.9236572266,76.906652832,1.0,1.0
284,0.0,76.8266479492,58.9065246582,75.8510070801,76.8599731445,1.0,1.0
285,0.0,76.7799926758,58.9480407715,75.8510070801,76.8266479492,1.0,1.0
286,0.0,76.74664917,59.1815734863,75.840625,76.7799926758,1.0,1.0
287,0.0,76.7133117676,59.7213134766,75.8302429199,76.74664917,1.0,1.0
288,0.0,77.1333312988,71.8030029297,76.639831543,77.1599914551,1.0,2.0
289,0.0,77.1199951172,71.4708496094,76.6086914062,77.1333312988,1.0,2.0
290,0.0,77.0333251953,71.4293334961,76.6294433594,77.1199951172,1.0,2.0
291,0.0,77.0333251953,71.8029968262,76.6086914062,77.0333251953,1.0,2.0
292,0.0,76.9933227539,71.8652770996,76.5983093262,77.0333251953,1.0,2.0
293,0.0,76.9666442871,71.6161560058,76.5567871094,76.9933227539,1.0,2.0
294,0.0,76.953314209,72.0676696777,76.5152709961,76.9666442871,1.0,2.0
295,0.0,76.9066589356,72.3582946777,76.5048950195,76.953314209,1.0,2.0
296,0.0,76.9133239746,72.0884399414,76.5152770996,76.9066589356,1.0,2.0
297,0.0,76.8933227539,71.7822387695,76.4737548828,76.9133239746,1.0,2.0
298,0.0,76.8666381836,71.4085754394,76.4633789062,76.8933227539,1.0,2.0
299,0.0,76.8466430664,71.2217529297,76.421862793,76.8666381836,1.0,2.0
300,0.0,79.299987793,76.9356445312,80.091015625,79.3333129883,1.0,3.0
301,0.0,79.299987793,76.9148864746,80.1013916016,79.299987793,1.0,3.0
302,0.0,79.299987793,76.8526123047,80.0391174316,79.299987793,1.0,3.0
303,0.0,79.2933227539,76.7020935058,80.0494995117,79.299987793,1.0,3.0
304,0.0,79.2666625977,76.4945129394,80.0598754883,79.2933227539,1.0,3.0
305,0.0,79.2199829102,76.349206543,80.0391235352,79.2666625977,1.0,3.0
306,0.0,79.1999816895,76.2661743164,80.0391235352,79.2199829102,1.0,3.0
307,0.0,79.1999816895,76.0793518066,80.0079833984,79.1999816895,1.0,3.0
308,0.0,79.1866516113,76.0170776367,79.9976013184,79.1999816895,1.0,3.0
309,0.0,79.1666564941,75.7887207031,79.9924041748,79.1866516113,1.0,3.0
310,0.0,79.1466613769,75.6226196289,79.9145507812,79.1666564941,1.0,3.0
311,0.0,79.1333312988,75.5395812988,79.8834228516,79.1466613769,1.0,3.0
312,0.0,74.853326416,53.9347595215,72.4517211914,74.9266540527,1.0,4.0
313,0.0,74.8199829102,53.5922180176,72.3790588379,74.853326416,1.0,4.0
314,0.0,74.7666625977,53.3690734863,72.2960266113,74.8199829102,1.0,4.0
315,0.0,74.7333068848,53.1303588867,72.2337463379,74.7666625977,1.0,4.0
316,0.0,74.7066467286,52.8604858398,72.135144043,74.7333068848,1.0,4.0
317,0.0,74.6199890136,52.6217285156,71.9068054199,74.7066467286,1.0,4.0
318,0.0,74.5866455078,52.3882080078,71.6680541992,74.6199890136,1.0,4.0
319,0.0,74.5533203125,52.201385498,71.4500976562,74.5866455078,1.0,4.0
320,0.0,74.5066650391,51.8900024414,71.3151672363,74.5533203125,1.0,4.0
321,0.0,74.4666442871,51.765447998,71.2425170898,74.5066650391,1.0,4.0
322,0.0,74.4266540527,52.0353271484,71.2113769531,74.4666442871,1.0,4.0
323,0.0,74.3599853516,52.3363037109,71.0971984863,74.4266540527,1.0,4.0
324,0.0,78.0333251953,64.0184020996,77.9684204102,78.0999877929,1.0,0.0
325,0.0,78.0199951172,63.9146179199,77.8853820801,78.0333251953,1.0,0.0
326,0.0,77.9066589356,63.8471557617,77.8646240234,78.0199951172,1.0,0.0
327,0.0,77.8999938965,63.5149963379,77.80234375,77.9066589356,1.0,0.0
328,0.0,77.8399780274,63.4112060547,77.7141113281,77.8999938965,1.0,0.0
329,0.0,77.799987793,63.5149963379,77.6518249512,77.8399780274,1.0,0.0
330,0.0,77.7866577149,63.245135498,77.5687866211,77.799987793,1.0,0.0
331,0.0,77.6733215332,62.8714660644,77.4857543945,77.7866577149,1.0,0.0
332,0.0,77.6666564941,62.5652648926,77.413104248,77.6733215332,1.0,0.0
333,0.0,77.606652832,62.4199707031,77.3715759277,77.6666564941,1.0,0.0
334,0.0,77.5666503906,62.5237426758,77.3093017578,77.606652832,1.0,0.0
335,0.0,77.5399841308,62.565246582,77.2055053711,77.5666503906,1.0,0.0
336,0.0,76.5364165494,58.4635150278,74.9712325339,76.5997377895,1.0,1.0
