,on,t,tout,tdis,t_pre,hour,weekday,il
331,0.35,73.7416570028,75.5417699178,69.4883794149,73.6333206177,9.0,2.0,0.0546473561085
332,0.416666666667,73.7322107951,78.8921727498,67.2676058451,73.7416570028,10.0,2.0,-0.127637343064
333,0.383333333333,73.8383173625,81.4576344808,69.9290730794,73.7322107951,11.0,2.0,-0.127900937428
334,0.55,73.9713745117,85.0138982137,65.8745951335,73.8383173625,12.0,2.0,-0.0979384997722
335,0.666666666667,73.8335970561,86.0436251322,63.7749176025,73.9713745117,13.0,2.0,-0.313081705743
336,0.566666666667,73.9408192953,88.24645106,67.838045756,73.8335970561,14.0,2.0,-0.225534928991
337,0.666666666667,75.6466506958,90.3852729797,65.1259791056,73.9408192953,15.0,2.0,1.37623975357
338,0.0,77.6960973104,88.6376296997,78.28540802,75.6466506958,16.0,2.0,1.34267458299
339,0.0,79.0777740479,86.8056518555,84.2012736003,77.6960973104,17.0,2.0,0.81187338434
340,0.0,79.8211013794,85.4057189941,85.5609649658,79.0777740479,18.0,2.0,0.271682114551
341,0.0,80.1660970052,83.0335805257,84.9974665324,79.8211013794,19.0,2.0,-0.0167102536995
342,0.0,79.6227630615,78.4718020121,83.9750788371,80.1660970052,20.0,2.0,-0.731888348413
343,0.0,78.7538747152,73.4602508545,82.1885197957,79.6227630615,21.0,2.0,-0.899767182855
344,0.0,78.0816543579,70.6491511027,80.2285293579,78.7538747152,22.0,2.0,-0.634561951329
437,0.0,78.3944300334,66.6413752238,79.2143676758,78.8783218384,0.0,2.0,-0.30041447877
438,0.0,77.9266489665,63.8030275981,78.0881958008,78.3944300334,1.0,2.0,-0.20121911397
439,0.0,77.4160985311,61.7063690185,76.4672775268,77.9266489665,2.0,2.0,-0.186508244831
440,0.0,76.7810943604,60.6005325317,75.2818491618,77.4160985311,3.0,2.0,-0.289955376854
441,0.0,76.2510986328,58.870618693,73.897916158,76.7810943604,4.0,2.0,-0.146309487157
442,0.0,74.5822092692,61.9913782755,74.9311106364,76.2510986328,5.0,2.0,-1.41403189091
443,0.166666666667,73.612763977,72.9019292196,68.3142023722,74.5822092692,6.0,2.0,-1.03373239371
444,0.0833333333333,73.5877614339,76.6562642415,72.8647333781,73.612763977,7.0,2.0,-0.318364520475
445,0.3,73.7183247884,75.5443684896,68.2095413208,73.5877614339,8.0,2.0,0.0377463627549
446,0.35,73.6494298299,79.1568450928,68.5901229858,73.7183247884,9.0,2.0,-0.247154017236
447,0.35,73.7799916585,82.5033589681,69.5015691121,73.6494298299,10.0,2.0,-0.16822103249
448,0.516666666667,73.7905390422,85.5112452189,67.7057047526,73.7799916585,11.0,2.0,-0.265009356217
449,0.4,73.8744333903,88.5359995524,69.5917409261,73.7905390422,12.0,2.0,-0.385361787832
450,0.55,73.7749893188,90.5245346069,67.1369969686,73.8744333903,13.0,2.0,-0.52362596628
451,0.566666666667,73.8983235677,92.7976369222,67.0907196045,73.7749893188,14.0,2.0,-0.372094470404
452,0.633333333333,75.7027674357,92.5874542236,66.6409449259,73.8983235677,15.0,2.0,1.37068912469
453,0.0,78.0099878947,93.0177708944,77.2673568726,75.7027674357,16.0,2.0,1.44786116943
454,0.0,79.4910975138,91.2307723999,83.7471710205,78.0099878947,17.0,2.0,0.766228153405
455,0.0,80.3944341024,90.614915212,86.1392087301,79.4910975138,18.0,2.0,0.262453412799
456,0.0,80.5872111003,89.4234420776,86.6023722331,80.3944341024,19.0,2.0,-0.374184007727
457,0.1,80.0960988363,83.4267033895,78.7736719767,80.5872111003,20.0,2.0,-0.764798970243
458,0.0,79.318321228,77.9117474874,81.6570134481,80.0960988363,21.0,2.0,-0.949038781589
459,0.0,78.7610956828,75.8310958862,81.5142944336,79.318321228,22.0,2.0,-0.682510574709
