,on,t,tout,tdis,t_pre,hour,weekday,il
15829,0.0,78.5,72.3479309082,79.7173156738,78.5,0.0,2.0,-0.00982528232079
15830,0.0,78.5,72.3479309082,79.7173156738,78.5,0.0,2.0,-0.00982528232079
15831,0.0,78.5,72.4517211914,79.7173156738,78.5,0.0,2.0,-0.00987491849692
15832,0.0,78.5,72.4517211914,79.7173156738,78.5,0.0,2.0,-0.00987491849692
15833,0.0,78.4666442871,72.5555114746,79.665435791,78.5,0.0,2.0,-0.043280267573
15834,0.0,78.4333190918,72.5555114746,79.665435791,78.4666442871,0.0,2.0,-0.0432657018521
15835,0.0,78.4333190918,72.5555114746,79.6135253906,78.4333190918,0.0,2.0,-0.00995644383648
15836,0.0,78.4333190918,72.6593017578,79.6135253906,78.4333190918,0.0,2.0,-0.0100060800126
15837,0.0,78.4333190918,72.6593017578,79.6135253906,78.4333190918,0.0,2.0,-0.0100060800126
15838,0.0,78.4333190918,72.6593017578,79.6135253906,78.4333190918,0.0,2.0,-0.0100060800126
15839,0.0,78.3999938965,72.6593017578,79.5616455078,78.4333190918,0.0,2.0,-0.0433312753126
15840,0.0,78.3999938965,72.6593017578,79.5097351074,78.3999938965,0.0,2.0,-0.010022017297
15841,0.0,78.3999938965,72.5555114746,79.5097351074,78.3999938965,0.0,2.0,-0.0099723811209
15842,0.0,78.3999938965,72.6593017578,79.5616455078,78.3999938965,0.0,2.0,-0.010022017297
15843,0.0,78.3999938965,72.6593017578,79.5097351074,78.3999938965,0.0,2.0,-0.010022017297
15844,0.0,78.3999938965,72.7631225586,79.5097351074,78.3999938965,0.0,2.0,-0.0100716680677
15845,0.0,78.3999938965,72.7631225586,79.5097351074,78.3999938965,0.0,2.0,-0.0100716680677
15846,0.0,78.3999938965,72.6593017578,79.5097351074,78.3999938965,0.0,2.0,-0.010022017297
15847,0.0,78.3333129883,72.6593017578,79.5097351074,78.3999938965,0.0,2.0,-0.076702925497
15848,0.0,78.3333129883,72.6593017578,79.4059448242,78.3333129883,0.0,2.0,-0.0100539064605
15849,0.0,78.3333129883,72.5036010742,79.5097351074,78.3333129883,0.0,2.0,-0.00997944489897
15850,0.0,78.3333129883,72.6073913574,79.4578552246,78.3333129883,0.0,2.0,-0.0100290810751
15851,0.0,78.2666625977,72.5036010742,79.4578552246,78.3333129883,0.0,2.0,-0.076629835499
15852,0.0,78.2666625977,72.399810791,79.4059448242,78.2666625977,0.0,2.0,-0.00996168329169
15853,0.0,78.2666625977,72.2960205078,79.302154541,78.2666625977,0.0,2.0,-0.00991204711556
15854,0.0,78.2666625977,72.5555114746,79.3540649414,78.2666625977,0.0,2.0,-0.0100361448532
15855,0.0,78.2666625977,72.5555114746,79.3540649414,78.2666625977,0.0,2.0,-0.0100361448532
15856,0.0,78.2666625977,72.5555114746,79.302154541,78.2666625977,0.0,2.0,-0.0100361448532
15857,0.0,78.2666625977,72.4517211914,79.3540649414,78.2666625977,0.0,2.0,-0.00998650867705
15858,0.0,78.2666625977,72.4517211914,79.302154541,78.2666625977,0.0,2.0,-0.00998650867705
15859,0.0,78.2666625977,72.2960205078,79.302154541,78.2666625977,0.0,2.0,-0.00991204711556
15860,0.0,78.2333068848,72.1403198242,79.2502746582,78.2666625977,0.0,2.0,-0.0431932984541
15861,0.0,78.2333068848,72.1403198242,79.2502746582,78.2333068848,0.0,2.0,-0.00985353743308
15862,0.0,78.2333068848,72.1403198242,79.1983642578,78.2333068848,0.0,2.0,-0.00985353743308
15863,0.0,78.1999816895,71.8549194336,79.1983642578,78.2333068848,0.0,2.0,-0.0430422441947
15864,0.0,78.1999816895,71.6991882324,79.1983642578,78.1999816895,0.0,2.0,-0.00965851002301
15865,0.0,78.1999816895,71.5953979492,79.0945739746,78.1999816895,0.0,2.0,-0.00960887384688
15866,0.0,78.1999816895,71.3878173828,79.146484375,78.1999816895,0.0,2.0,-0.00950960149463
15867,0.0,78.1999816895,71.2321472168,79.0945739746,78.1999816895,0.0,2.0,-0.00943515452773
15868,0.0,78.1999816895,70.97265625,79.0945739746,78.1999816895,0.0,2.0,-0.00931105679011
15869,0.0,78.1999816895,70.791015625,79.0945739746,78.1999816895,0.0,2.0,-0.00922418983324
15870,0.0,78.1666564941,70.583404541,79.0945739746,78.1999816895,0.0,2.0,-0.0424500982864
15871,0.0,78.1666564941,70.4796142578,79.0945739746,78.1666564941,0.0,2.0,-0.00909120399473
15872,0.0,78.1666564941,70.3758239746,79.0426940918,78.1666564941,0.0,2.0,-0.0090415678186
15873,0.0,78.1333312988,70.1163330078,79.0426940918,78.1666564941,0.0,2.0,-0.042242665381
15874,0.0,78.0999755859,70.1163330078,79.0167236328,78.1333312988,0.0,2.0,-0.0422891202654
15875,0.0,78.0999755859,69.9087524414,79.0167236328,78.0999755859,0.0,2.0,-0.00885008689216
15876,0.0,78.0999755859,69.7530822754,78.96484375,78.0999755859,0.0,2.0,-0.00877563992526
15877,0.0,78.0999755859,69.6232910156,79.0167236328,78.0999755859,0.0,2.0,-0.00871356916456
15878,0.0,78.0999755859,69.3638305664,79.0167236328,78.0999755859,0.0,2.0,-0.00858948602154
15879,0.0,78.0999755859,69.3638305664,78.9129333496,78.0999755859,0.0,2.0,-0.00858948602154
15880,0.0,78.0999755859,69.2600402832,78.9129333496,78.0999755859,0.0,2.0,-0.00853984984541
15881,0.0,78.0999755859,69.2600402832,78.9129333496,78.0999755859,0.0,2.0,-0.00853984984541
15882,0.0,78.0999755859,69.1043395996,78.9129333496,78.0999755859,0.0,2.0,-0.00846538828392
15883,0.0,78.0999755859,69.0005493164,78.8610534668,78.0999755859,0.0,2.0,-0.00841575210779
15884,0.0,78.0999755859,68.8967590332,78.8610534668,78.0999755859,0.0,2.0,-0.00836611593167
15885,0.0,78.0999755859,68.6372680664,78.7572631836,78.0999755859,0.0,2.0,-0.00824201819405
15886,0.0,78.0333251953,68.6372680664,78.8610534668,78.0999755859,0.0,2.0,-0.0748924087941
