,real,prediction
7,73.4255432129,73.834034891
8,73.5944335937,74.2257128978
9,73.7277654012,74.2478886666
10,73.7310999552,74.2975031931
11,73.8249903361,74.3078011092
12,73.9944335938,74.3209673541
13,73.928318278,74.3854135416
14,73.975545756,74.3882204292
15,75.6144276937,75.7383227281
16,78.4477620443,77.7015087944
17,80.3827560425,78.8874753804
