,on,t,tout,tdis,t_pre,hour,weekday,il
188,0.0,77.224983724,72.7241709391,76.9892791748,77.3710993449,0.0,2.0,-0.22876174641
189,0.0,77.0788818359,71.8004048665,76.7613586426,77.224983724,0.0,2.0,-0.217033844541
190,0.0,76.9166503906,71.6646026611,76.6069590251,77.0788818359,1.0,2.0,-0.233318551429
191,0.0,76.8066528321,71.8211619059,76.4824066162,76.9166503906,1.0,2.0,-0.185886781098
192,0.0,76.6855489095,70.74862264,76.3976460775,76.8066528321,2.0,2.0,-0.182493859212
193,0.0,76.5644307454,69.2652282715,76.2800079346,76.6855489095,2.0,2.0,-0.161987183416
194,0.0,76.438881429,66.6106664022,75.9167327881,76.5644307454,3.0,2.0,-0.128255703875
195,0.0,76.3166524252,64.9439046224,75.4902913411,76.438881429,3.0,2.0,-0.101719274923
196,0.0,76.1599873861,63.2762634277,74.9756693522,76.3166524252,4.0,2.0,-0.112875931106
197,0.0,75.9899861654,62.797938029,74.5353810628,76.1599873861,4.0,2.0,-0.121366768854
198,0.0,75.8177642823,63.0202351888,74.6011199951,75.9899861654,5.0,2.0,-0.129496833794
199,0.0,75.6972157796,63.3982269287,74.45753479,75.8177642823,5.0,2.0,-0.0861116185845
200,0.0,75.4177642822,64.4655873616,74.7966201782,75.6972157796,6.0,2.0,-0.262908727639
201,0.266666666667,74.4666564942,66.750793457,68.4737864176,75.4177642822,6.0,2.0,-0.810441227805
202,0.0,74.3755381266,70.9605336507,75.2152475993,74.4666564942,7.0,2.0,-0.190949063893
203,0.4,73.7477630615,72.9101470947,66.4420013428,74.3755381266,7.0,2.0,-0.514211486771
204,0.266666666667,73.6666534424,72.8132700602,69.1545033773,73.7477630615,8.0,2.0,-0.0569215517204
205,0.2,73.8211039225,74.1807607015,72.5018839518,73.6666534424,8.0,2.0,0.116128345314
206,0.433333333333,73.608879598,75.0232340495,66.5531534831,73.8211039225,9.0,2.0,-0.118498482424
207,0.333333333333,73.803326416,76.6865427653,71.1222798665,73.608879598,9.0,2.0,0.198886761951
208,0.333333333333,73.967767334,78.1119913737,69.3664164225,73.803326416,10.0,2.0,0.150337616633
209,0.466666666667,73.9844309489,79.8721700032,67.0872589111,73.967767334,10.0,2.0,0.0599011608671
210,0.533333333333,73.7166554769,80.7760498047,68.3864227295,73.9844309489,11.0,2.0,-0.197213389503
211,0.5,73.7933217367,82.4471455892,67.9357828776,73.7166554769,11.0,2.0,0.0976774998714
212,0.466666666667,74.0633199056,84.589642334,67.3969187419,73.7933217367,12.0,2.0,0.239546111066
213,0.466666666667,74.0722086589,86.132715861,71.3990651448,74.0633199056,12.0,2.0,-0.040740326742
214,0.766666666667,74.1655415853,88.4646413167,63.8609781901,74.0722086589,13.0,2.0,0.1918118796
215,0.566666666667,73.952208964,91.4764200846,68.306850179,74.1655415853,13.0,2.0,-0.280883255663
216,0.733333333333,73.9716517131,92.8101745605,63.5093780518,73.952208964,14.0,2.0,0.0303103893106
217,0.633333333333,73.9577697754,94.5150049845,66.9155710856,73.9716517131,14.0,2.0,-0.0894359332032
218,0.766666666667,73.9738820394,95.0331130981,61.6302586873,73.9577697754,15.0,2.0,0.0139229217848
219,0.766666666667,75.0177683512,95.9361297607,64.9253046671,73.9738820394,15.0,2.0,1.02833704926
220,0.0,76.8010935466,94.1785369873,72.0867075602,75.0177683512,16.0,2.0,1.34205086144
221,0.0,77.7110972087,93.3801859538,78.9051462809,76.8010935466,16.0,2.0,0.507618512556
222,0.0,78.4299886068,93.1042724609,81.8356180827,77.7110972087,17.0,2.0,0.334370359643
223,0.0,79.1988728841,94.4622446696,83.5023864746,78.4299886068,17.0,2.0,0.374736419173
224,0.0,80.0655426025,95.4059092204,84.7669474284,79.1988728841,18.0,2.0,0.469889050546
225,0.0,80.8055394491,95.7389180501,85.8870697021,80.0655426025,18.0,2.0,0.351255001153
226,0.266666666667,80.3977701823,96.9277923584,80.9512034098,80.8055394491,19.0,2.0,-0.640516182133
227,0.0,80.6188771566,88.7483439128,77.6449066162,80.3977701823,19.0,2.0,-0.0573275509553
228,0.166666666667,80.2088775635,83.1788950602,76.3976430257,80.6188771566,20.0,2.0,-0.499484962467
229,0.0,80.4044372559,80.6532236735,78.1171722412,80.2088775635,20.0,2.0,0.0362209470573
230,0.0,80.3388743083,79.3981770833,80.8314036051,80.4044372559,21.0,2.0,-0.203050426465
231,0.0,80.2144266765,78.4441248576,81.5674794515,80.3388743083,21.0,2.0,-0.248551316446
232,0.0,80.0910959879,77.163986206,81.7240498861,80.2144266765,22.0,2.0,-0.230025574771
233,0.0,79.9155385335,76.371693929,81.4697387695,80.0910959879,22.0,2.0,-0.272175410596
234,0.0,79.7622080485,76.0049672445,81.1272277832,79.9155385335,23.0,2.0,-0.247068755757
423,0.0,73.370075587,66.5282243582,73.3937433006,73.3656374463,0.0,2.0,-0.0452115300979
424,0.0,73.3745137277,66.4078853314,73.359197041,73.370075587,0.0,2.0,-0.0433319441826
425,0.0,73.3789518684,66.2875463045,73.3246507814,73.3745137277,1.0,2.0,-0.0414523582658
426,0.0,73.3833900091,66.1672072777,73.2901045218,73.3789518684,1.0,2.0,-0.0395727723505
427,0.0,73.3878281498,66.0468682509,73.2555582622,73.3833900091,2.0,2.0,-0.0376931864352
428,0.0,73.3922662904,65.9265292241,73.2210120026,73.3878281498,2.0,2.0,-0.0358136006199
429,0.0,73.3967044311,65.8061901973,73.186465743,73.3922662904,3.0,2.0,-0.0339340146061
430,0.0,73.4011425718,65.6858511705,73.1519194834,73.3967044311,3.0,2.0,-0.0320544286907
431,0.0,73.4055807125,65.5655121436,73.1173732238,73.4011425718,4.0,2.0,-0.030174842774
432,0.0,73.4100188532,65.4451731168,73.0828269643,73.4055807125,4.0,2.0,-0.0282952568586
433,0.0,73.4144569939,65.32483409,73.0482807047,73.4100188532,5.0,2.0,-0.0264156709433
434,0.0,73.4188951346,65.2044950632,73.0137344451,73.4144569939,5.0,2.0,-0.024536085028
435,0.0,73.4233332753,65.0841560364,72.9791881855,73.4188951346,6.0,2.0,-0.0226564991127
436,0.0,73.4277714159,64.9638170095,72.9446419259,73.4233332753,6.0,2.0,-0.0207769132959
437,0.0,73.4387385547,64.8434779827,72.9100956663,73.4277714159,7.0,2.0,-0.0123683291821
438,0.0,73.6977620443,64.7234262124,72.9518703543,73.4387385547,7.0,2.0,0.237661630261
439,0.133333333333,73.3933288574,64.6844207764,71.5685923258,73.6977620443,8.0,2.0,-0.239927368483
440,0.0666666666667,73.2788721721,65.8348042806,71.4129119873,73.3933288574,8.0,2.0,-0.112554710504
441,0.133333333333,73.615544637,66.4420099894,69.1553619385,73.2788721721,9.0,2.0,0.368392802484
