,b4,b5
0,0.08796872454952698,0.06542285097744942
1,0.08888430595723315,0.06537938167794861
2,0.08742681118785306,0.06525005857887028
3,0.08741672730209507,0.06512227873105872
4,0.08771737777776145,0.06499485934066096
5,0.08608970159940511,0.06486437747631177
6,0.0861276228704607,0.06473698553442717
7,0.08581278331359135,0.06460877822636102
8,0.08623224759360652,0.06451482318443431
9,0.08465462774024128,0.06439527870063531
10,0.08407513598840308,0.06426223255301379
11,0.0833979619701691,0.06412962596018994
12,0.08236532477993193,0.06399664215346997
13,0.0816355248273547,0.06386352099455014
14,0.08100017108821395,0.06371212897937416
15,0.08025518334617875,0.06356069031112817
16,0.07910254328887174,0.06341636463721123
17,0.0785516994106378,0.06325959494580823
18,0.07782239140546424,0.06310756089710438
19,0.07671896706375168,0.06296203465694077
20,0.07636249043305318,0.06281531269882261
21,0.0757417718564883,0.06267302133419363
22,0.0749329181714679,0.06253379714481433
23,0.07412053852209458,0.06239149961428163
24,0.07343895400454539,0.0622510122182701
25,0.07262713791334943,0.06211133323657372
26,0.07233484978022814,0.06206952969163654
27,0.07175018407984281,0.062033889721983315
28,0.07142577885502063,0.06199362331540973
29,0.07088869205064371,0.06195807324735554
30,0.07024885240466949,0.06192270284201679
31,0.06968649533204273,0.06188706831862672
32,0.06991589637503814,0.06183009147364297
33,0.06837622600006507,0.06180254118819504
34,0.06839247285755205,0.061752440205598044
35,0.0678056224841014,0.061711699193398036
36,0.06733728497562164,0.06166907008577269
37,0.06688214650130729,0.06162645417026973
38,0.06663406278121237,0.061785404107002305
39,0.06650474500191722,0.06194316733106068
40,0.0666326579697101,0.0620969278001836
41,0.06659330191477834,0.062253287488691536
42,0.06648630989001367,0.062409676636449904
43,0.06643502939819021,0.06256817606189725
44,0.0663494437506855,0.06274939818370714
45,0.06645786825391067,0.06293192155972034
46,0.06663710934353476,0.0631130085435479
47,0.06655871169091362,0.06329413797953627
48,0.0667144162993173,0.06347509808070759
49,0.06670424017801839,0.06365616209828302
50,0.06651499247709677,0.06369463793638967
51,0.06629586880458667,0.06373295490047855
52,0.0652915128973011,0.06378288372701967
53,0.06593216083348383,0.0638078415393783
54,0.06518608967840148,0.06385306772113301
55,0.06504224791830521,0.06389001965334187
56,0.06601841069272964,0.06385132281271999
57,0.06563487539898223,0.06389261589524688
58,0.06488698383266388,0.06394202751628486
59,0.06582550172937804,0.06396607949098415
60,0.06518271466088994,0.06401090705174346
61,0.06517544558509952,0.06404727716390056
62,0.06497923811106873,0.06404143344338484
63,0.06466284513323915,0.06403547309510092
64,0.06362769114602489,0.06404158919511228
65,0.0644647279066499,0.06402182102452716
66,0.06369213001798066,0.06402310684291065
67,0.06361461159746418,0.06401572016088072
68,0.06185041130352606,0.06408096817725654
69,0.06203202527351573,0.0640584247525231
70,0.06104413469684017,0.06405223663146603
71,0.060874591772749904,0.06403327531807851
72,0.060621730753472484,0.06401533387683316
73,0.06003198621405656,0.06400171219907984
74,0.05987768040290858,0.06404400194193892
75,0.05956378272399717,0.0640871505034199
76,0.059342522165148175,0.06413067239612956
77,0.059082614890751256,0.0641742464956006
78,0.05880825554776674,0.06421785041983466
79,0.058577193751265876,0.06426122459342679
80,0.05833663264735123,0.06431625297924567
81,0.058436313575327824,0.06436703233414873
82,0.058167400131153985,0.06442225128504128
83,0.05799674102515559,0.06447728484633673
84,0.057753651639761816,0.06453235249563649
85,0.057534943617497725,0.06458729748951728
86,0.058156393769825745,0.06459560227291657
87,0.056706038595894674,0.06463206093554168
88,0.05704686424769213,0.06464590895522536
89,0.05658268077737874,0.06466929514662628
90,0.05632689491513266,0.0646907045009874
91,0.056914029116716086,0.06469880278143429
92,0.055519497850613,0.06472602490185635
93,0.0558175734618713,0.06473000641489372
94,0.05629626379807286,0.06473032714990688
95,0.05487919798876859,0.0647576464929769
96,0.0560670141715891,0.06474824442831446
97,0.054494842916184304,0.06477766629614942
98,0.0557446102014739,0.06479037358760044
99,0.05432339577678541,0.06484245362347849
100,0.055687795123826045,0.06485516339067567
101,0.054074289957304844,0.06490734037341585
102,0.055310738826180476,0.06492004974550503
103,0.05468832209251438,0.0649581640424924
104,0.0548002306173369,0.06498468559735678
105,0.0538139264287328,0.06502967370361463
106,0.054949438111163706,0.06504196155236737
107,0.054305779743849966,0.0650784348810286
108,0.05447582530507549,0.06510470939300213
109,0.0545211741802861,0.06513303248671422
110,0.05444633567580168,0.06514881032488598
111,0.05444267126957763,0.0651644341271993
112,0.05439626909993632,0.06518005753670603
113,0.054313602619823785,0.06519589513611337
114,0.05420576490950575,0.0652115798502324
115,0.0542532071654632,0.06522720725276646
116,0.058856757384126164,0.06499295914383772
117,0.05774072699792497,0.06503140676505562
118,0.058736378262867324,0.06514449326924597
119,0.059748169401863956,0.06513112878330442
120,0.05870760028988434,0.06514659920289398
121,0.06030805816251638,0.06512437223929683
122,0.059066500542657045,0.0651425261280596
123,0.06062298333910228,0.06512088967230442
124,0.059309806517257736,0.06513958438566644
125,0.06082478077406664,0.06511844027746247
126,0.06042853814946328,0.06512347438399584
127,0.06070936024702397,0.06511878728658693
128,0.060729536383383964,0.06505117582151246
129,0.062322485710218686,0.06502934087559566
130,0.06208040090123501,0.06503333736958748
131,0.06255816745748995,0.06502749331365974
132,0.06289527058092678,0.06502377842073671
133,0.06315331104900257,0.0650203828322982
134,0.06345632084662867,0.06501717435156024
135,0.06369755322080582,0.06501411321540916
136,0.06396938143806463,0.06501129171005153
137,0.06507864099890874,0.06499467857172722
138,0.06411966356328368,0.06500838558251842
139,0.06496712774862826,0.06499765223627192
140,0.06587149526599519,0.064983519642558
141,0.06491522807989272,0.06499597730315541
142,0.06654357447713986,0.06497200123519266
143,0.06537021298980568,0.06498804031470018
144,0.06699220220648083,0.0649641984514375
145,0.06581873039776463,0.06498021501227548
146,0.06739706026260228,0.06495669146338078
147,0.06709587210426744,0.06495924426241363
148,0.06662971819062502,0.06496540850317374
149,0.068069075739246,0.06494411204995282
150,0.06774904867417414,0.06494684184776432
151,0.06817628372963208,0.06493969412048292
152,0.06788481340756766,0.06492395434133912
153,0.06830926258796632,0.0649176354407918
154,0.06861269776602114,0.06491207977318353
155,0.0689130981030785,0.06490676478967684
156,0.06917149891191487,0.06490147117919634
157,0.0695010977692625,0.06489631187375597
158,0.0697478422250668,0.06489136478357405
159,0.06999191970901726,0.06488638257164708
160,0.07114530948916495,0.06486847720298587
161,0.07018836200930911,0.06487957733030858
162,0.07107159314162897,0.06486695125705416
163,0.07199794644906274,0.06485135872374274
164,0.0710889053073907,0.06486257582167805
165,0.07197509539075791,0.06484831592658429
166,0.07295824117829988,0.0648330867879941
167,0.07198900245795888,0.0648445057426178
168,0.07361401179762037,0.06481979226832897
169,0.07257253777325531,0.06483305436654545
170,0.07420794538362155,0.06480857475467008
171,0.07393460921773753,0.0648092894371462
172,0.07358741141876436,0.06481310859214971
173,0.07509500686682721,0.06479096545860598
174,0.07475055157080872,0.06479190969351156
175,0.07532531056508993,0.06478347903406027
176,0.07901815394905705,0.06476987785498232
177,0.07998729414783051,0.06475425084028448
178,0.07991893093455057,0.06475195062557959
179,0.08054987175222758,0.06474016505345619
180,0.08066861300390044,0.064735370289805
181,0.08102042638648779,0.06472788368088442
182,0.08120410522459026,0.06472193021882011
