,prediction,real
0,21.45092718823685,
1,21.93425477740942,21.98526135848769
2,22.030065237377276,22.05773281713151
3,22.06635821485289,22.011471826378607
4,22.13518684662779,22.085173489473046
5,22.19108966412665,22.17109223346964
6,22.23006607812205,22.22360347329431
7,22.22924521551075,22.21428667412143
8,22.25716354182427,22.244201467994188
9,22.23310297948163,22.20992497130279
10,22.26163967484522,22.27266633047079
11,22.271351148423967,22.300879840185207
12,22.241902095598697,22.243058027634653
13,22.29134649175467,22.33703187673773
14,22.276368882180783,22.33541623389761
15,22.28197434536299,22.342191059296926
16,22.239047034193742,22.22660564481289
17,22.301406312676928,22.37486725505012
18,22.283662410389297,22.340424880919404
19,22.256280384143892,22.26426231630792
20,22.299718568036514,22.373272556284643
21,22.288086919508963,22.367527053205944
22,22.317012678008304,22.433119283413898
23,22.263170285367526,22.282094721305175
24,22.279936823495927,22.350296104280506
25,22.300200192556296,22.393408510004054
26,22.233082205211772,22.278704180163523
27,22.28930667383373,22.390206683253457
28,22.31046093339235,22.42785903929988
29,22.23816039961077,22.289776673236045
30,22.298901034760185,22.388383543895287
31,22.310981948452287,22.44296457016204
32,22.252154433177942,22.27553402602871
33,22.378813204498783,22.587284443365327
34,22.30086670387763,22.375481499069096
35,22.306902924272105,22.44551220338623
36,22.309425871007846,22.414994641078085
37,22.27220341414129,22.3691491846888
38,22.28723014376146,22.417742487110214
39,22.307222492891636,22.463831449452325
40,22.322979749896753,22.446129336647573
41,22.330120585082334,22.484611695835987
42,22.31802786061202,22.442365678680602
43,22.36809830360833,22.56594884315897
44,22.317071231270532,22.478449721897405
45,22.352257441482465,22.517621915727872
46,22.29974756902805,22.41346117928361
47,22.3146290336163,22.502278099551454
48,22.33478672875338,22.49905253424076
49,22.331410629918913,22.493795907899045
50,22.29365212328098,22.415218174568672
51,22.30844531568611,22.48223385088137
52,22.288393041296562,22.40862685395009
53,22.316262582245777,22.506271262417076
54,22.343434664284562,22.533454187843137
55,22.337159566182713,22.531048804070352
56,22.319900382056968,22.463983269433708
57,22.325103901186452,22.48603113448163
58,22.407868795872535,22.680920892744325
59,22.356384240769668,22.527941752811127
60,22.351452363951754,22.554322506773076
61,22.347053403218187,22.5025030400631
62,22.296104490952587,22.43325976195955
63,22.335742560172054,22.53172154557103
64,22.34646985950357,22.532011738210173
65,22.376777095996545,22.593038561339178
66,22.33567170210387,22.50751548686617
67,22.30929941205322,22.46451278929724
68,22.31714466170996,22.465682237086273
69,22.36536056040015,22.58552583949123
70,22.313121838748373,22.461175547425928
71,22.343440366226925,22.52968421674475
72,22.329955157459374,22.497813148556112
73,22.331986376191086,22.485140084982987
74,22.405083830354116,22.60982082537964
75,22.34406004707215,22.466813755991197
76,22.32856103587013,22.454162408389653
77,22.413861805969646,22.647866222258468
78,22.392607772226363,22.58601472235273
79,22.34690705029942,22.492625071049414
80,22.355588020963943,22.505621125398253
81,22.380944913318245,22.5759665921664
82,22.357239268273894,22.50978908626364
83,22.37873019085316,22.565409739946602
84,22.3645717112382,22.524840548725106
85,22.34008157391454,22.47844406784275
86,22.41530123949275,22.550141588365765
87,22.45535113192995,22.709132964771328
88,22.412739858944352,22.60271942120807
89,22.321593913390775,22.321203432739743
90,22.231616735636564,22.26217507427229
91,22.241654596530797,22.36004091847281
92,22.20930757569059,22.295083663500897
93,22.17901247136239,22.27098171846097
94,22.206520372323652,22.333582783640466
95,22.208316608758302,22.28864729135105
96,22.204414485137374,22.310447541965328
97,22.17942975310684,22.268782887197
98,22.210736692027695,22.283492863798685
99,22.26983598097453,22.338489835738677
100,22.154564855087266,22.209944252143035
101,22.145938888613532,22.19691951434968
102,22.27787730331059,22.33590997559705
103,22.329714702803095,22.50229360587261
104,22.317152496953373,22.468813306592693
105,22.2054394882755,22.287042979678056
106,22.25570216479584,22.430093551350886
107,22.171831141967242,22.265538085679932
108,22.26613256689194,22.23296477016706
109,22.243991957717554,22.29116115825365
110,22.298499144132066,22.552966707065448
111,22.243135748495042,22.42304846009475
112,22.253292884460308,22.336549800800007
113,22.242139734495883,22.165481428010544
114,22.19078347304166,22.187223232942817
115,22.23360293883132,22.327102346149363
116,22.199652304703218,22.22116167623237
117,22.276799658490038,22.132692187855163
118,22.2526365236478,22.333127832240038
119,22.276963553786654,22.212961851642245
120,22.270762869555362,22.253162040988695
121,22.165941024600073,22.14421307573565
122,22.27546703138235,22.465259606694374
123,22.290105747509763,22.402379197631397
124,22.20581866095685,22.072442678094088
125,22.242415514130265,22.27062438485509
126,22.284434282695592,22.27981245154205
127,22.377486022163982,22.57431048264711
128,22.307263464515415,22.292750211778326
129,22.311971160737095,22.34297180440505
130,22.295029150066554,22.439848360943085
131,22.378802691263672,22.488725253961974
132,22.28346433931644,22.127791797616624
