,Unnamed: 0,tout,s,i,t1,t2,m,tret
7000,7000,-1.9916666666666667,42.16666666666666,0.0,23.026063611790104,23.186783465499342,109.68581674771566,23.03154446910642
7001,7001,-1.95,46.0,0.0,23.024551289832978,23.06429408243236,122.81744918299265,23.02961248355751
7002,7002,-1.9083333333333328,59.16666666666667,0.0,22.96403943492957,23.07376014689936,109.59421467053778,22.98067894396727
7003,7003,-1.8666666666666667,72.33333333333333,0.0,22.978126648010374,23.5876038198667,69.26374778058515,22.971080351663232
7004,7004,-1.825,85.5,0.0,23.083629388788648,23.8034955671878,73.79691651343927,23.055027292628754
7005,7005,-1.7833333333333337,98.66666666666666,0.0,23.174856482702133,23.42334651706133,127.77500467739608,23.158503287293787
7006,7006,-1.7416666666666665,111.83333333333331,0.0,23.11834666894911,23.14298201775497,105.83853090075421,23.140457467697463
7007,7007,-1.7,125.0,0.0,23.04607706523664,23.28429811046457,116.11313785578348,23.064679826955786
7008,7008,-1.6083333333333332,138.16666666666669,0.0,23.0147112334197,23.101056976008763,107.62445356937296,23.02734575543015
7009,7009,-1.5166666666666668,151.33333333333334,0.0,22.9900955829149,23.37674465393313,88.64628248381443,22.99269634566004
7010,7010,-1.425,164.5,0.0,23.0845127216528,23.626116981550457,120.84813229445764,23.05326806701308
7011,7011,-1.3333333333333337,177.66666666666669,0.0,23.19252609963712,23.664099515397073,60.505082025934726,23.173342096522287
7012,7012,-1.2416666666666665,190.8333333333333,0.0,23.16952015659593,23.331668718616317,65.63817872053171,23.184404598797517
7013,7013,-1.15,204.0,0.0,23.20280820655817,23.726790672880174,123.311410936564,23.187762548761558
7014,7014,-1.0583333333333331,219.16666666666669,0.0,23.313690264778113,23.69597782547857,105.65616210458178,23.292026985624
7015,7015,-0.9666666666666668,234.33333333333337,0.0,23.362039072819012,23.71535428645269,120.49644140261641,23.351477155418753
7016,7016,-0.875,249.5,0.0,23.34738344858663,23.55614982166066,95.44202820137262,23.357751302897697
7017,7017,-0.7833333333333332,264.66666666666663,0.0,23.34292993610235,23.801024539459178,123.070877891343,23.340617190596753
7018,7018,-0.6916666666666667,279.83333333333337,0.0,23.333978560725363,23.402526609823088,114.81278049771765,23.34794723966398
7019,7019,-0.6,295.0,0.0,23.24437205974537,23.3356074548782,78.9080219835573,23.27224702902285
7020,7020,-0.5499999999999999,310.16666666666663,0.0,23.17664191263276,23.53581932176189,115.28701795250522,23.18984505750235
7021,7021,-0.5,325.33333333333337,0.0,23.192110231914825,23.736913654212213,66.54770730017518,23.18866493986804
7022,7022,-0.45,340.5,0.0,23.222729708061763,23.55441551993793,106.55032434942923,23.216713116726797
7023,7023,-0.4,355.66666666666663,0.0,23.23205237602893,23.365130266680985,100.9324920636911,23.23850497159685
7024,7024,-0.3499999999999999,370.83333333333326,0.0,23.15332791364893,23.410895423365925,108.8637688134618,23.171673215029625
7025,7025,-0.3,386.0,0.0,23.17818903731117,23.796226561845398,80.45665589590637,23.168703601716253
7026,7026,-0.25,389.5,0.0,23.245210831206226,23.833277979447736,107.05422290092592,23.222502388751
7027,7027,-0.2,393.0,0.0,23.334389746367197,23.670686735911307,109.78583561682699,23.31725826108028
7028,7028,-0.15,396.5,0.0,23.301999450404164,23.65923096814221,86.72406061303147,23.317775962209268
7029,7029,-0.09999999999999998,400.0,0.0,23.262915872594014,23.58753999525932,84.7689968757289,23.279917574867447
7030,7030,-0.05000000000000002,403.5,0.0,23.16762096137865,23.4133578084522,89.78247521762066,23.19238766861263
7031,7031,0.0,407.0,0.0,23.154265014105768,23.403672460834194,112.28282233970644,23.16156978745341
7032,7032,0.09166666666666667,410.5,0.0,23.186597423056988,23.700416622066736,104.43502151623785,23.176235609864374
7033,7033,0.18333333333333332,414.0,0.0,23.299224805392523,23.875157906197128,125.34536383706516,23.266412439231853
7034,7034,0.275,417.5,0.0,23.31971985187419,23.604355135140924,77.24462820698909,23.32482387724507
7035,7035,0.3666666666666667,421.0,0.0,23.30931185154732,23.48381886736981,107.58573222247671,23.324366152455696
7036,7036,0.4583333333333334,424.5,0.0,23.293206008872264,23.632617161731638,122.0306643938262,23.298056932616802
7037,7037,0.55,428.0,0.0,23.33183191031732,23.74762007317087,121.39105938253086,23.320931634262585
7038,7038,0.6416666666666667,408.5,0.0,23.35120452335055,23.711287135022307,111.33363149877115,23.34969206043229
7039,7039,0.7333333333333334,389.0,0.0,23.31933675279641,23.941599656274885,64.60938765743265,23.330554533993748
7040,7040,0.8250000000000001,369.5,0.0,23.314642278653487,23.49993782028832,126.32274452051482,23.320953650454122
7041,7041,0.9166666666666669,350.00000000000006,0.0,23.23674429630089,23.455318949788182,69.84605868870183,23.2609178938012
7042,7042,1.0083333333333333,330.5,0.0,23.21544844292448,23.73550807782259,88.19291988198002,23.21737141016829
7043,7043,1.1,311.0,0.0,23.223288140280534,23.70403395250105,98.79230302423069,23.21869124711331
7044,7044,1.1,291.5,0.0,23.259064185301323,23.67159120427264,78.25447554605816,23.254097457421327
7045,7045,1.1,271.99999999999994,0.0,23.265421907270273,23.347501433564467,109.06600314324145,23.27278568666197
7046,7046,1.1,252.5,0.0,23.23207767631456,23.568356156090182,109.91069607938505,23.23830748948255
7047,7047,1.1,233.0,0.0,23.26715397394286,23.85684045324693,100.46613073204612,23.251994491022078
7048,7048,1.1,213.5,0.0,23.282708556382516,23.557807093870235,91.0190993372464,23.28348278292963
7049,7049,1.1,194.0,0.0,23.309429313121683,23.82710452539975,104.59933162768152,23.29692348372765
