,tout,s,i,t1,t2,m,tret
8324,4.125,0.0,0.0,22.59945555191795,22.987427937152273,129.21986004244596,22.587791790696844
8325,4.216666666666667,0.0,0.0,22.626514407586818,22.848747485256233,100.77193314311478,22.62327866047209
8326,4.308333333333334,0.0,0.0,22.717842929269924,23.032974147441568,130.86499696322358,22.696878587055373
8327,4.4,0.0,0.0,22.709854673632215,22.883800731746987,120.74967583325615,22.715814486410018
8328,4.266666666666667,0.0,0.0,22.64191936811193,22.7273823908216,100.50446676135799,22.669837913178807
8329,4.133333333333334,0.0,0.0,22.607644441311756,22.501128483238247,100.54807231411428,22.6285877198528
8330,4.0,0.0,0.0,22.54286371057259,22.842381140173288,117.13598563752808,22.55616295701231
8331,3.8666666666666667,0.0,0.0,22.578905316333923,22.829587487835436,106.05612068094223,22.573495169786572
8332,3.7333333333333334,0.0,0.0,22.599577811658282,22.82501371613918,118.60242972946494,22.595905127124034
8333,3.6,0.0,0.0,22.554937716253047,22.611586255450195,97.04379194752724,22.571302163917665
8334,3.466666666666667,0.0,0.0,22.622653148929786,22.981400528558087,126.69023191377278,22.60239197859365
8335,3.3333333333333335,0.0,0.0,22.617025583012673,22.68782642360485,106.50123421112129,22.62758885391656
8336,3.2,0.0,0.0,22.60028240035813,22.87191210100998,133.35217525321627,22.604358347619037
8337,3.066666666666667,0.0,0.0,22.54738837526269,22.636915999154528,97.30260135077332,22.576690411727558
8338,2.933333333333333,0.0,0.0,22.560179746618477,22.636190230225658,106.80691205265155,22.565861725520982
8339,2.8,0.0,0.0,22.59034876508898,22.89532968550159,128.92247730238668,22.583389873555088
8340,2.75,0.0,0.0,22.57587359493148,22.76730482835649,127.96367015943562,22.583743546540255
8341,2.7,0.0,0.0,22.579852948873683,22.8763297469662,111.98405438903544,22.57814831664061
8342,2.65,0.0,0.0,22.657097843068772,23.06619454491984,128.5209371339724,22.631604684832762
8343,2.6,0.0,0.0,22.656753820009317,22.738121116114737,121.17228585731048,22.66380461949439
8344,2.55,0.0,0.0,22.62618446075405,22.78035353793214,127.7082051834457,22.637683033843278
8345,2.5,0.0,0.0,22.597109303524707,22.761412568668,129.10643313059316,22.605861060947657
8346,2.45,0.0,0.0,22.627471407962908,22.99045383985155,128.42840378079737,22.616687057195634
8347,2.4000000000000004,0.0,0.0,22.66308329513236,22.819414124583545,114.50853631096402,22.65976144866187
8348,2.35,0.0,0.0,22.671845922771286,22.884807193358327,127.34830629308806,22.673114002021734
8349,2.3,0.0,0.0,22.700089806850997,22.927689066318692,128.86631387662374,22.695085703253852
8350,2.25,0.0,0.0,22.707108113505214,22.851242714274544,125.62090917724487,22.709011319642137
8351,2.2,0.0,0.0,22.7577669792766,23.178427048711683,132.01581051646656,22.740473965414534
8352,2.158333333333333,0.0,0.0,22.755494915585647,22.567941877856693,105.38355145266657,22.775045037814852
8353,2.1166666666666667,0.0,0.0,22.626740178134852,22.821147844505703,107.3717917822476,22.656375869223467
8354,2.075,0.0,0.0,22.58585463368205,22.55407708103861,98.39609513871582,22.60115142497868
8355,2.0333333333333337,0.0,0.0,22.6174496620931,22.902492581821004,133.78920588645047,22.607262895143393
8356,1.9916666666666667,0.0,0.0,22.64369186464211,22.722005889292774,112.89968201418627,22.64569644773605
8357,1.95,0.0,0.0,22.62366498398201,22.872336389833322,126.96860036609637,22.625905561878874
8358,1.9083333333333332,0.0,0.0,22.652122985435643,22.91502606787416,107.5910158331786,22.649059376400825
8359,1.8666666666666667,0.0,0.0,22.707667588409947,22.922851803793243,124.20381346380829,22.6950075237848
8360,1.825,0.0,0.0,22.6743191085118,22.549402109881534,100.4745623083345,22.69538341949655
8361,1.7833333333333337,0.0,0.0,22.693426825312415,22.970315875254997,125.50406355505692,22.68646304787984
8362,1.7416666666666665,0.0,0.0,22.776317554949177,23.18578945199334,130.891631031575,22.75417744020513
8363,1.7,0.0,0.0,22.833951534418233,22.99559228104014,123.11879525364206,22.82897965134601
8364,1.65,0.0,0.0,22.71973033743457,22.61863517145705,103.63375604560656,22.757319400889
8365,1.6,0.0,0.0,22.699653620562323,22.756680335963456,129.7359585027527,22.717397526764397
8366,1.55,0.0,0.0,22.659250307342592,22.686588013172045,121.16210642583596,22.67584669768268
8367,1.5000000000000004,0.0,0.0,22.649006202415336,22.980593761735737,134.92123262144935,22.646964366318983
8368,1.4499999999999997,0.0,0.0,22.675139806096865,22.902959411531874,118.87315813704498,22.669561262497087
8369,1.4,0.0,0.0,22.627920420415627,22.68912879021655,96.57424356856141,22.645130226020974
8370,1.35,0.0,0.0,22.66267015102977,22.86401677799984,109.30223809796708,22.658212085984744
8371,1.3000000000000005,0.0,0.0,22.680645993304353,22.88789937381383,113.90334219347231,22.682069399586016
8372,1.25,0.0,0.0,22.643377753453347,22.528990074178623,108.51150770875921,22.666693667316927
8373,1.2,0.0,0.0,22.579617338250532,22.678385072263346,102.85459255212056,22.60706659122181
8374,1.15,0.0,0.0,22.528071027636553,22.779135613192693,102.45920123031557,22.542423625313997
8375,1.1,0.0,0.0,22.594848826275243,22.986350421068078,124.72171448866894,22.575887390017446
8376,1.1,0.0,0.0,22.639355496061178,22.98438005132013,121.67985002998016,22.618266566068808
8377,1.1,0.0,0.0,22.680652674964872,22.878849631294305,125.15865070994788,22.67814495555222
8378,1.1,0.0,0.0,22.63199738729997,22.80126274837718,105.21010515519859,22.653089686607593
8379,1.1,0.0,0.0,22.672521989402174,22.87836956185272,132.52393007861596,22.666575635185424
8380,1.1,0.0,0.0,22.61452924426839,22.69680139986673,103.53239221285955,22.63532092379178
8381,1.1,0.0,0.0,22.55659561567118,22.778134560686933,101.78320945354622,22.570115628274134
8382,1.1,0.0,0.0,22.61837934556591,22.85063489751967,130.1753061630563,22.606760878553423
8383,1.1,0.0,0.0,22.612224055479455,22.921887128797454,113.94215144084902,22.615090092682337
8384,1.1,0.0,0.0,22.68935522603871,23.028280360337114,136.36160597610996,22.666226722247142
8385,1.1,0.0,0.0,22.68008774298707,22.9293947734555,122.25408344180343,22.68394183814969
8386,1.1,0.0,0.0,22.751946679724604,23.165690575608483,132.7322934026302,22.71995039656141
8387,1.1,0.0,0.0,22.76863989407452,22.90687719288684,126.56985068145704,22.770822159430324
8388,1.0583333333333333,0.0,0.0,22.74418117682477,22.938798140591462,126.24304212508969,22.755517085029265
8389,1.0166666666666668,0.0,0.0,22.710992708863603,22.83895741032192,126.00721854731262,22.72406443793172
8390,0.975,0.0,0.0,22.651430292471787,22.72673379637177,115.100909643318,22.67373753887889
8391,0.9333333333333336,0.0,0.0,22.578678864408154,22.69410422698945,115.08902776141858,22.59858801545261
8392,0.8916666666666666,0.0,0.0,22.566362720112014,22.891058737996946,108.80947783315528,22.56671497555943
8393,0.8500000000000001,0.0,0.0,22.578509514817075,22.72552507029985,99.16395165776169,22.57822194047784
8394,0.8083333333333333,0.0,0.0,22.596273096197766,22.87826539775236,105.62492132564007,22.5907805572483
8395,0.7666666666666667,0.0,0.0,22.66267901628432,22.97803417937793,120.7330192353083,22.64473478184022
8396,0.725,0.0,0.0,22.710283282523307,22.765952034238,124.04362022045684,22.707339191006255
8397,0.6833333333333333,0.0,0.0,22.65012624123009,22.68326106900372,98.9526308822577,22.67555655432207
8398,0.6416666666666666,0.0,0.0,22.702756045948878,22.949572052482672,133.58547811953378,22.69018108868057
8399,0.6,0.0,0.0,22.770861550996944,23.221749554789906,130.9840500356382,22.74705637098445
8400,0.5499999999999999,0.0,0.0,22.749563369676274,22.70438671723608,105.08906385203429,22.765734891486684
8401,0.5,0.0,0.0,22.696051551379856,22.80997963564902,122.9170023894614,22.71141200875057
8402,0.45,0.0,0.0,22.66364718502268,22.836737211873732,116.76430808207694,22.668555341226007
8403,0.4,0.0,0.0,22.68367683084303,22.611729439165405,109.60901416646222,22.690421698978838
8404,0.3499999999999999,0.0,0.0,22.62814743350887,22.72904021580395,123.38210834890384,22.63881374643957
8405,0.3,0.0,0.0,22.655584895734318,22.825605827302233,115.18442791583094,22.645823765655773
8406,0.25,0.0,0.0,22.679103987605963,22.734457412919287,107.01702201017102,22.67949240517871
8407,0.2,0.0,0.0,22.7211879089146,22.904112586082768,118.63357989393955,22.70772063611712
8408,0.15,0.0,0.0,22.76283787049513,22.915629407002513,128.38743757735529,22.754390351874328
8409,0.09999999999999998,0.0,0.0,22.80982203734817,22.990894414753946,127.08833662412913,22.794923504656246
8410,0.050000000000000024,0.0,0.0,22.784261346292215,22.64407440607047,114.51937460035023,22.80236023525498
