,Unnamed: 0,tout,s,i,t1,t2,t3,sp0,sp,m,rh
7000,7000,-1.9916666666666667,42.16666666666666,17983.295452854814,22.86349520454459,23.886598725624623,23.026063611790107,23.02,23.02,75.43075106796633,409956.73240922025
7001,7001,-1.95,46.0,17983.295452854814,22.78242655089337,23.36578991101057,23.024551289832978,24.90000000000001,24.90000000000001,75.43075106796633,414821.6917577781
7002,7002,-1.9083333333333328,59.16666666666667,17983.295452854814,22.87289065856132,23.44961118910261,22.96403943492957,23.03000000000001,23.03000000000001,75.43075106796633,409913.07296613336
7003,7003,-1.8666666666666667,72.33333333333333,17983.295452854814,23.007973622852848,23.96600851950314,22.978126648010374,23.03000000000001,23.03000000000001,32.559862109025175,111790.28069149506
7004,7004,-1.825,85.5,17983.295452854807,23.099895437066003,24.231378466948534,23.083629388788648,23.1,23.1,19.515892245879073,21669.29065075603
7005,7005,-1.7833333333333337,98.66666666666666,17983.295452854814,22.98795283207034,24.015436631831466,23.174856482702133,24.38000000000001,24.38000000000001,74.03520091478863,411364.5462595985
7006,7006,-1.7416666666666665,111.83333333333331,17983.295452854814,22.92593858079071,23.801404462957354,23.11834666894911,24.81,24.81,75.43075106796633,411860.4976962081
7007,7007,-1.7,125.0,17983.295452854814,22.840112033183928,24.04867900932961,23.04607706523664,23.87,23.87,75.43075106796633,413939.3698075849
7008,7008,-1.6083333333333332,138.16666666666669,53549.006382698026,22.998786586378145,23.42611283361435,23.0147112334197,23.800000000000008,23.800000000000008,75.43075106796633,413812.2897789962
7009,7009,-1.5166666666666668,151.33333333333334,53549.006382698026,23.010369372757484,23.70702492236764,22.9900955829149,23.000000000000004,23.000000000000004,42.04964429368377,0.0
7010,7010,-1.425,164.5,53549.006382698026,23.22233971496757,24.228019975658174,23.0845127216528,24.99000000000001,24.99000000000001,75.43075106796633,410375.48895505135
7011,7011,-1.3333333333333337,177.66666666666669,53549.006382698026,23.439727056704307,23.99350161133534,23.192526099637114,23.44000000000001,23.44000000000001,29.263370769912015,243.39900438051262
7012,7012,-1.2416666666666665,190.8333333333333,53549.006382698026,23.107411423518148,23.821941131696487,23.16952015659593,23.10000000000002,23.10000000000002,45.55731603135746,6894.869753619067
7013,7013,-1.15,204.0,53549.006382698026,23.334495189807075,24.52910087603216,23.20280820655817,24.03000000000001,24.03000000000001,75.43075106796633,410432.574304841
7014,7014,-1.0583333333333331,219.16666666666669,53549.006382698026,23.49349636830909,24.302013094538196,23.31369026477811,23.75999999999999,23.75999999999999,75.43075106796626,413114.9418484337
7015,7015,-0.9666666666666668,234.33333333333337,53549.006382698026,23.54927497736871,23.876441702899452,23.362039072819012,24.69000000000001,24.69000000000001,75.33970564651233,413414.6735528039
7016,7016,-0.875,249.5,53549.006382698026,23.18090615824605,24.054409077772533,23.34738344858663,23.120000000000008,23.120000000000008,51.93987568191032,7619.578859573326
7017,7017,-0.7833333333333332,264.66666666666663,53549.006382698026,23.42223335683427,24.517092933845486,23.34292993610235,24.9,24.9,74.83652892650491,409411.26460335025
7018,7018,-0.6916666666666667,279.83333333333337,53549.00638269804,23.35011777628263,23.70087771179977,23.333978560725363,24.76000000000001,24.76000000000001,75.15522549643741,416525.60393323295
7019,7019,-0.6,295.0,53549.006382698026,23.14780494910512,23.595413367461962,23.24437205974537,23.120000000000008,23.120000000000008,46.214857494069975,0.0
7020,7020,-0.5499999999999999,310.16666666666663,53549.006382698026,23.344114038888264,23.925420088780733,23.17664191263276,24.97,24.97,75.22624894468146,410368.9619142504
7021,7021,-0.5,325.33333333333337,53549.006382698026,23.27857021886645,24.476658461881094,23.192110231914825,23.27,23.27,41.23128166605446,1270.7171191530394
7022,7022,-0.45,340.5,53549.006382698026,23.38623197732347,24.284931323005424,23.222729708061753,24.70000000000001,24.70000000000001,75.43075106796633,412698.67258240795
7023,7023,-0.4,355.66666666666663,53549.006382698026,23.150970642365287,23.704245129988145,23.232052376028925,23.1,23.1,51.76397210942727,4570.7486266374435
7024,7024,-0.3499999999999999,370.83333333333326,53549.006382698026,23.335624011628923,23.7474580180166,23.15332791364893,24.29000000000001,24.29000000000001,75.43075106796633,410640.5715763789
7025,7025,-0.3,386.0,53549.006382698026,23.36987426989632,24.2234318448775,23.17818903731117,23.37,23.37,33.77215206892829,0.0
7026,7026,-0.25,389.5,53549.006382698026,23.570525602345448,24.294032416961702,23.245210831206226,23.75,23.75,63.36183089709172,363084.8077584357
7027,7027,-0.2,393.0,53549.006382698026,23.76789306679068,23.553773543789617,23.334389746367197,24.580000000000005,24.580000000000005,75.43075106796633,413880.82003499713
7028,7028,-0.15,396.5,53549.006382698026,23.531784854761554,23.70073580399971,23.301999450404164,23.53,23.53,38.628385101975105,6581.81832080853
7029,7029,-0.09999999999999998,400.0,53549.006382698026,23.187581212864288,24.179210544306127,23.262915872594014,23.14,23.14,52.8036699300722,2999.4958896402886
7030,7030,-0.05000000000000002,403.5,53549.006382698026,23.020732456735807,24.179649608777066,23.16762096137865,23.02,23.02,46.01108757188199,0.0
7031,7031,0.0,407.0,53549.006382698026,23.19056663176508,23.945638063008452,23.154265014105768,24.31000000000001,24.31000000000001,75.43075106796633,414012.55380313745
7032,7032,0.09166666666666667,410.5,53549.00638269804,23.386909976264462,24.46666730753047,23.186597423056988,24.8,24.8,75.43075106796633,410606.41522793844
7033,7033,0.18333333333333332,414.0,53549.006382698026,23.47162632721359,24.44513676948775,23.299224805392523,25.0,25.0,73.90659689200871,411036.06805629923
7034,7034,0.275,417.5,53549.006382698026,23.136002489586268,24.681232878435182,23.31971985187419,23.06000000000001,23.06000000000001,53.68925469609302,4484.930250479581
7035,7035,0.3666666666666667,421.0,53549.00638269804,23.348540222273606,23.81562716629376,23.30931185154732,24.640000000000025,24.640000000000025,75.4307510679664,413050.5427056871
7036,7036,0.4583333333333334,424.5,53549.006382698026,23.439085376448784,23.9359083819066,23.293206008872264,25.0,25.0,74.89747295020514,412193.645071459
7037,7037,0.55,428.0,53549.006382698026,23.63131849149749,23.77139713619017,23.33183191031732,24.99000000000001,24.99000000000001,73.90659689200871,411360.0643376501
7038,7038,0.6416666666666667,408.5,53549.006382698026,23.708189960091143,23.760362358701034,23.35120452335055,24.84999999999999,24.84999999999999,74.49284950553822,412261.10756513797
7039,7039,0.7333333333333334,389.0,53549.006382698026,23.69002127024707,23.997384785148824,23.31933675279641,23.69,23.69,31.70767321708253,0.0
7040,7040,0.8250000000000001,369.5,53549.006382698026,23.61027369144029,23.296255336986366,23.314642278653487,24.86000000000001,24.86000000000001,74.86479648616387,415937.68497687357
7041,7041,0.9166666666666669,350.00000000000006,53549.006382698026,23.360274189719075,23.65945860534716,23.23674429630089,23.33,23.33,45.81473078652152,0.0
7042,7042,1.0083333333333333,330.5,53549.006382698026,23.26144942888175,24.041472883396416,23.21544844292448,23.26,23.26,43.47037602027817,0.0
7043,7043,1.1,311.0,53549.006382698026,23.470645704857677,24.429280008094157,23.223288140280534,24.70000000000001,24.70000000000001,75.43075106796633,410692.97713730397
7044,7044,1.1,291.5,53549.006382698026,23.233133003025195,24.68819254808801,23.259064185301323,23.18,23.18,53.29941588585572,4577.499124613846
7045,7045,1.1,271.99999999999994,53549.006382698026,23.25093202111073,23.68594998679689,23.265421907270273,24.28000000000001,24.28000000000001,75.43075106796633,417036.33864700416
7046,7046,1.1,252.5,53549.006382698026,23.512239010372877,23.52390936271802,23.23207767631456,24.120000000000008,24.120000000000008,75.43075106796633,413869.5222289546
7047,7047,1.1,233.0,53549.006382698026,23.74478720712378,23.975866166337738,23.26715397394286,24.99000000000001,24.99000000000001,75.43075106796633,410709.4984396279
7048,7048,1.1,213.5,53549.006382698026,23.28396044506561,24.10386483502379,23.282708556382516,23.22,23.22,51.26815117177861,1646.697379667555
7049,7049,1.1,194.0,53549.006382698026,23.55145781333517,24.33348408012945,23.309429313121683,23.74000000000001,23.74000000000001,63.36183089709172,359855.72685626533
7050,7050,1.1,190.41666666666663,53549.006382698026,23.78213030533113,23.499901736730195,23.44359364497536,24.24,24.24,74.294554858548,412824.1860890828
7051,7051,1.1,186.83333333333331,53549.006382698026,23.82479682672828,24.05794347708697,23.428608476118544,24.88,24.88,75.43075106796633,410747.3906117167
7052,7052,1.1,183.25,53549.006382698026,23.776434654575834,24.10022882277207,23.453372441928483,24.84,24.84,75.43075106796633,413894.32374856115
7053,7053,1.1,179.66666666666663,53549.006382698026,23.23701822901717,23.692994394598518,23.437256294092702,23.08,23.08,57.60631407168935,0.0
7054,7054,1.1,176.08333333333337,53549.006382698026,23.12026052717545,24.46109997620335,23.31117646067629,23.120000000000008,23.120000000000008,45.8740183204306,0.0
7055,7055,1.1,172.5,53549.006382698026,23.282142350794448,23.804735929186315,23.323164709566683,24.12,24.12,75.43075106796633,414738.6011047201
7056,7056,1.1,168.91666666666666,44280.25393877544,23.378890832612363,23.883435873577127,23.334218590785238,23.55,23.55,62.887637783191394,355899.5091889957
7057,7057,1.1,165.33333333333334,44280.25393877544,23.67066011516385,23.753274062618214,23.369482449315914,23.94,23.94,75.43075106796633,411438.78550153726
7058,7058,1.1,161.75,44280.25393877544,23.709989982066396,24.13110213658411,23.393489816774,24.31,24.31,75.43075106796633,409765.84645315283
7059,7059,1.1,158.16666666666666,44280.25393877544,23.737484031442648,24.526269031403476,23.441485414627234,24.47,24.47,75.43075106796633,410623.8621273053
7060,7060,1.1,154.58333333333334,44280.25393877544,23.356773845048426,23.639501335709017,23.530357488752788,23.3,23.3,48.69988752393599,7391.926863049156
7061,7061,1.1,151.0,44280.25393877544,23.552581513709914,24.235224366046342,23.468096338966564,24.42,24.42,73.52555834801929,407927.1460042172
7062,7062,1.1,152.33333333333334,44280.25393877544,23.25921851164753,23.876849643244785,23.4420690741786,23.24,23.24,41.56669728966491,0.0
7063,7063,1.1,153.66666666666666,44280.25393877544,23.45530756266017,23.72386425968791,23.395596506636878,24.809999999999967,24.809999999999967,75.43075106796623,410893.10466758633
7064,7064,1.1,155.0,44280.25393877544,23.44943244474069,23.818415801761926,23.37306273390949,24.580000000000005,24.580000000000005,75.43075106796633,413838.0609744975
7065,7065,1.1,156.33333333333334,44280.25393877544,23.21582249688535,23.86717813183909,23.346554223412646,23.21,23.21,43.767406986525934,4013.783327338237
7066,7066,1.1,157.66666666666666,44280.25393877544,23.34983040573989,23.95116871659308,23.31567669223305,23.580000000000005,23.580000000000005,75.43075106796633,413046.59001497866
7067,7067,1.1,159.0,44280.25393877544,23.19421494252736,23.62238330920249,23.317703089139954,23.160000000000004,23.160000000000004,43.24780152416761,709.68421087874
7068,7068,1.15,160.33333333333334,53549.006382698026,23.418533950681947,24.279871745766037,23.28795918483593,24.960000000000008,24.960000000000008,75.43075106796633,410964.8009484872
7069,7069,1.2000000000000002,161.66666666666666,53549.006382698026,23.12323539427761,24.646804830022287,23.31399290028577,23.02,23.02,55.421776039270064,0.0
7070,7070,1.25,163.0,53549.006382698026,23.241706682013607,23.6633075553023,23.301942761274038,24.890000000000004,24.890000000000004,75.43075106796633,413842.8864375329
7071,7071,1.3000000000000005,164.33333333333334,53549.006382698026,23.460290679543014,23.96594823525368,23.31274983543393,24.97,24.97,75.43075106796633,410699.0864842538
