,b1,b2,b5
0,24.264917387658475,2.491540575471321,-0.6035968097314941
1,24.23449576221766,2.480968635422178,-0.6014988101432314
2,24.233854509149964,2.4912133673924077,-0.6039327144409
3,24.27281815863112,2.4758348464620337,-0.6108117622405949
4,24.310824890202714,2.470565729442583,-0.6103339063332356
5,24.289131373294648,2.4811652120070242,-0.6017478909776316
6,24.25119114408878,2.4811508191237035,-0.6056106242445369
7,24.29450837281579,2.4853096229993348,-0.6041912662151546
8,24.275981359586925,2.562309150248712,-0.6058116629992508
9,24.32457949886968,2.590404059778407,-0.6091521643456825
10,24.357188139977474,2.556428749286638,-0.6040999779343935
11,24.318264888608915,2.56533717811724,-0.6142236440595686
12,24.30082409902638,2.593790961417986,-0.6136102911797184
13,24.38483176214588,2.5604269735944696,-0.6043812139516109
14,24.34570541136151,2.5609643017972394,-0.6075498067984084
15,24.33151107154888,2.5557601289368015,-0.605389663620057
16,24.340035690279542,2.603493753685508,-0.6097715986095864
17,24.38340492356573,2.5540389565511883,-0.6055143386992035
18,24.302187402102575,2.553591896232146,-0.6071419521471434
19,24.29289371082852,2.594178612037002,-0.6133031666031554
20,24.335620791668134,2.553386919103134,-0.6076419577277382
21,24.361611958681955,2.5840946701061327,-0.6159387613233813
22,24.351693733263808,2.5542360913118096,-0.6096833377574116
23,24.32096829763298,2.602210066686757,-0.6109089229900123
24,24.312792240701004,2.5563099616870484,-0.6099126755711384
25,24.36407646317559,2.57005774038656,-0.614875330723148
26,24.36603084595007,2.547181505716844,-0.6105554464491139
27,24.29326983908518,2.5537406715560524,-0.6101491889943192
28,24.328297988750258,2.5760000657392808,-0.613972625970175
29,24.349577385364803,2.6032090049252203,-0.6143349069294806
30,24.352921999650736,2.5924687008564034,-0.613554460770409
31,24.33157845452115,2.5545625977201234,-0.6099064536576196
32,24.37174819376997,2.55254988538214,-0.6112041151302207
33,24.37875639823385,2.5485862966107242,-0.607785910691172
34,24.381967296199697,2.6039477359752605,-0.6156843962206623
35,24.316561820334496,2.552218628084692,-0.610719700849512
36,24.349096823386418,2.549427006504464,-0.608361718107524
37,24.324881668299792,2.5477025721802566,-0.608477353162614
38,24.319559248113826,2.549178227344813,-0.6096195221780948
39,24.331829293433547,2.5626321487890773,-0.6167744503135041
40,24.291135192807204,2.5488999440394515,-0.6061473825065059
41,24.299507837314863,2.588843699194617,-0.6149015518901229
42,24.338904903933454,2.5850480867334436,-0.6113858812832422
43,24.365035399348,2.551522285381808,-0.6091406705756246
44,24.378965491264797,2.60168902243046,-0.6120695047346602
45,24.297040643690945,2.552627074329611,-0.6065778830954884
46,24.29616603351842,2.5541891633491156,-0.6060003330411529
47,24.328704071276377,2.550550492594651,-0.6071100533419223
48,24.342400666388667,2.5990330201754035,-0.6082201780342095
49,24.365010881852925,2.5462419792419047,-0.6055542074721233
50,24.295058474427808,2.5522096335437845,-0.6016038931181034
51,24.331550567956032,2.5513914462233225,-0.6059961762356433
52,24.33722657149565,2.5509895209370144,-0.6052315829203716
53,24.296792957946042,2.611306724854289,-0.6062698671076924
54,24.357313049837938,2.590721118458181,-0.6098172998969258
55,24.311908566088505,2.5545242266858477,-0.6040797691305004
56,24.312896854337026,2.5272826007325917,-0.6037073383295055
57,24.291045348213512,2.536094655987086,-0.6037466518099
58,24.31846967393093,2.5345827749356387,-0.6057624586121579
59,24.369488041806466,2.533627014924289,-0.6020461923635757
60,24.27996897558032,2.5733515703882097,-0.6057961150724337
61,24.337395850243713,2.531148112331632,-0.6035185947011591
62,24.295801042785484,2.562733545850054,-0.6089081401164087
63,24.2828220136995,2.5318856765831863,-0.6053482371142045
64,24.295512113114825,2.5324518543534063,-0.6048248424399211
65,24.295661109029716,2.5658881545090937,-0.6101492703231575
66,24.312837985228885,2.537640479676261,-0.6031963080976201
67,24.289746355837647,2.5658777428482975,-0.6065759985012817
68,24.361911333807168,2.551006161646842,-0.6039910796158071
69,24.36353541264821,2.6077113363965445,-0.6093093535857358
70,24.292448842421834,2.5505565731627855,-0.6041942923020454
71,24.341130400207515,2.550663777535596,-0.6020863168782834
72,24.320283139036878,2.550755374878624,-0.604212839097303
73,24.34574454142778,2.553121122674654,-0.6014957018992964
74,24.32730896118082,2.5500455866175753,-0.6024653735356812
75,24.3050800030488,2.550758377751288,-0.6061761465800297
76,24.278158977472838,2.5998383931954936,-0.6078674410255462
77,24.32790384772625,2.550855693769576,-0.6014568163165043
78,24.345536966356825,2.6149857452169085,-0.6046286751872219
79,24.295986864755935,2.568497007171257,-0.6024405440609665
80,24.38424035043785,2.603238118187587,-0.6018993527947991
81,24.276158970080743,2.5495247149551625,-0.6027467456870866
82,24.33484218594932,2.600531858917518,-0.6039561564454976
83,24.323939342733954,2.5495070406345666,-0.600912230543622
84,24.28490237140669,2.552658497535806,-0.6033345205564725
85,24.322394860266332,2.5998775746270386,-0.6038229592713665
86,24.272988652665,2.59541459993862,-0.6072257846107663
87,24.344479820119872,2.566352267635876,-0.6049158009530464
88,24.298566359513078,2.6065908549423527,-0.6039559169380788
89,24.32096561297292,2.5501331535576752,-0.6022553884811904
90,24.299895326223172,2.552888708656983,-0.6029038575023222
91,24.30760504237158,2.5776188860089406,-0.6070415758336785
92,24.365997523904607,2.5482995674428666,-0.5990019617330911
93,24.314642892564514,2.586594704553309,-0.6083120478412078
94,24.334422626273703,2.5483873800638825,-0.5988531462977872
95,24.36723818831664,2.550601635312268,-0.6028534394730338
96,24.313984857033972,2.6162725910338605,-0.6016695890640635
97,24.32499880071861,2.5493279015136827,-0.6012564272304561
98,24.316078372334555,2.5534379549482407,-0.6020101393140438
99,24.338317183340376,2.5504222909026764,-0.60233652294267
100,24.30454145544326,2.5514433084487758,-0.6016058155567476
101,24.323955051451843,2.5537221958115808,-0.6016331141063656
102,24.32309227918584,2.5491150555796818,-0.6019120403850767
103,24.282704301071174,2.6155703030239565,-0.6022696857906541
104,24.306264377900522,2.601131216896426,-0.6057114316585458
105,24.37067239274138,2.5812475102500394,-0.6045146520167919
