,tout,s,i,t1,t2,t3,m,tret
0,-2.291666666666667,0.0,0.0,20.188175524218046,21.961296767596448,20.553385967483877,146.79410273208543,20.100488632042765
1,-1.7833333333333337,0.0,0.0,20.82191262143497,23.367965476592648,20.820424202333843,146.73825642376997,20.648213324619626
2,-1.2749999999999997,0.0,0.0,21.02507401881037,23.30964366454296,20.867924893933328,146.0399630086153,20.86167260421492
3,-0.7666666666666668,0.0,0.0,21.20623391434604,23.32285443274518,20.914060574131426,146.79410273208543,21.148715450625865
4,-0.2583333333333331,0.0,0.0,21.33250936803049,23.45348380102761,20.975097487884465,146.79410273208543,21.20623391434604
5,0.25,0.0,0.0,21.41678223688488,23.56551155156827,21.028841758016068,146.7941027320854,21.33250936803049
6,0.7583333333333335,0.0,0.0,21.483609814130762,23.633660169945856,21.06487385184776,146.79410273208543,21.41678223688488
7,1.2666666666666664,0.0,0.0,21.506476016888932,23.620222268108673,21.065521407746193,146.5550868919055,21.486713687922038
8,1.7749999999999997,0.0,0.0,21.554628849414982,23.66294995521134,21.083571182743622,146.6151603862263,21.526571834815908
9,2.2833333333333337,0.0,0.0,21.559623129887328,23.697359729727978,21.095594854764254,142.74781765805028,21.55768443336535
10,2.791666666666667,0.0,0.0,21.57554877501046,23.69865200296293,21.10467453151771,146.21251817290863,21.563281038413745
11,3.3,0.0,0.0,21.60710655956616,23.78151879317948,21.113412692204136,145.41776207722705,21.589466515804826
12,3.208333333333333,0.0,0.0,21.596648920663036,23.74140652488103,21.1176119730687,142.32643571653819,21.602356205932523
13,3.1166666666666667,0.0,0.0,21.61226553467373,23.79610976330877,21.125371840034003,146.79410273208543,21.59569198902717
14,3.025,0.0,0.0,21.631935286815363,23.822113483679956,21.126380603334574,146.6957755277806,21.617883640948683
15,2.9333333333333336,0.0,0.0,21.65280486435313,23.836450429252917,21.12791231880485,146.79410273208543,21.640368826407094
16,2.8416666666666663,0.0,0.0,21.632146582357997,23.779880814027614,21.1240214547636,139.94733159528334,21.65280486435313
17,2.75,0.0,0.0,21.639488795219002,23.860515211184172,21.137541730255265,146.7941027320854,21.632146582357997
18,2.658333333333333,0.0,0.0,21.655117120813433,23.834186046853997,21.14467096784625,145.2175405043138,21.639488795219002
19,2.566666666666667,0.0,0.0,21.644168696837667,23.81084820198892,21.14260504177118,141.02407115147238,21.655117120813433
20,2.475,0.0,0.0,21.654691385667615,23.872395722006715,21.150234710509245,146.79410273208543,21.644168696837667
21,2.3833333333333333,0.0,0.0,21.672655817828122,23.877662316632268,21.15429692514355,146.10442952815038,21.654691385667615
22,2.291666666666667,0.0,0.0,21.698089860798454,23.96021473103127,21.162600254746877,146.7941027320854,21.672655817828122
23,2.2,0.0,0.0,21.68118067811818,23.882969632844535,21.1583758469575,140.19903403231908,21.698089860798454
24,2.1083333333333334,0.0,0.0,21.669735541016397,23.91713516636889,21.160290501567616,144.2272136153267,21.68118067811818
25,2.0166666666666666,0.0,0.0,21.68357849849368,23.931419174621336,21.165462996140963,146.64547060331674,21.669735541016397
26,1.9250000000000005,0.0,0.0,21.669538425565854,23.868992556478986,21.161767767806822,140.2950176812118,21.68357849849368
27,1.8333333333333337,0.0,0.0,21.68512560732656,23.929131334058482,21.166280230887004,145.86576520799804,21.675871832375336
28,1.7416666666666667,0.0,0.0,21.708606353014044,23.982856708996177,21.175151465944232,146.79410273208543,21.688045975468295
29,1.6500000000000001,0.0,0.0,21.68915765412684,23.90635214664724,21.17209743360392,140.164938036935,21.708606353014044
30,1.5583333333333333,0.0,0.0,21.688424007201338,23.884652613591307,21.17773721297248,146.7941027320854,21.68915765412684
31,1.4666666666666668,0.0,0.0,21.706134452333522,23.965066403861478,21.187231930796308,146.79410273208546,21.688424007201338
32,1.375,0.0,0.0,21.682595293600745,23.87602705216518,21.18218942376938,139.2751412289893,21.706134452333522
33,1.2833333333333337,0.0,0.0,21.740455066545223,24.02778221744716,21.21691752158944,146.79410273208543,21.704771985844488
34,1.1916666666666669,0.0,0.0,21.747307985437736,24.02579386083849,21.220882852033128,141.46478318106796,21.753961455002212
35,1.1,0.0,0.0,21.7489464657103,23.991781692075968,21.217438158034078,146.79410273208543,21.747307985437736
36,1.1,0.0,0.0,21.745979793669,23.933150988717415,21.208400851016666,146.49079338605762,21.7489464657103
37,1.1,0.0,0.0,21.72254266068624,23.978102765066463,21.19779634870072,143.2466858349033,21.745979793669
38,1.1,0.0,0.0,21.72748135113854,23.94227665761422,21.20107065390876,146.1742201632531,21.724158850045576
39,1.1,0.0,0.0,21.745828515965897,24.017756200516025,21.207913246017803,146.79410273208543,21.734156445425924
40,1.1,0.0,0.0,21.75943018443713,24.0126818206489,21.20911609270636,146.6424265685619,21.75082549221849
41,1.1,0.0,0.0,21.769482744077738,24.057537218076376,21.212946995253578,146.79410273208543,21.762110304945217
42,1.1,0.0,0.0,21.77313698288631,24.00882242265557,21.21230964495844,146.11106318482769,21.774175062702177
43,1.1,0.0,0.0,21.802168557985784,24.0583279990339,21.23288536980656,146.79410273208543,21.784475053215626
44,1.1,0.0,0.0,21.811786604087896,24.054405485833925,21.23728748942099,146.79410273208543,21.80852399242661
45,1.1,0.0,0.0,21.815787058149773,24.096132063644536,21.236104988322104,146.79410273208546,21.811786604087896
46,1.1,0.0,0.0,21.7885749418632,24.080921024446205,21.2312402064818,142.28232471196318,21.80694681290225
47,1.1,0.0,0.0,21.790024377910953,24.094225231713914,21.2278371093658,146.79410273208543,21.785613395125626
48,1.15,0.0,0.0,21.80587487464929,24.093101255886058,21.22705572378681,146.79410273208543,21.797396907433853
49,1.2000000000000002,0.0,0.0,21.816229680468215,24.075268911613783,21.22758024767416,146.79410273208543,21.80587487464929
50,1.25,0.0,0.0,21.792110951310118,24.087364030667857,21.22308977458665,142.61855421067733,21.816229680468215
51,1.3000000000000005,0.0,0.0,21.786371819977127,24.085334276441827,21.22720475752319,146.79410273208543,21.792110951310118
52,1.35,0.0,0.0,21.769213124250015,24.084980163222887,21.22585421909939,142.27741715218946,21.786371819977127
53,1.4,0.0,0.0,21.779393928028956,24.10177340088092,21.234057871642214,146.79410273208543,21.769213124250015
54,1.45,0.0,0.0,21.80052009957657,24.14153381284197,21.23979295941168,146.79410273208543,21.785930019864324
55,1.5,0.0,0.0,21.81973918029877,24.14969120640152,21.244729372229692,146.79410273208543,21.80857408745344
56,1.55,0.0,0.0,21.801102662179776,24.135869112525516,21.24236123175227,144.29031939657068,21.812636961798354
57,1.6,0.0,0.0,21.79163944024156,24.050261123502995,21.243023040020827,145.74894273847468,21.794999957044336
58,1.65,0.0,0.0,21.831276667982372,24.09638868972476,21.27642768008498,146.79410273208546,21.79438162857423
59,1.7,0.0,0.0,21.84409444461102,24.094217736419917,21.285608675502914,146.79410273208543,21.831276667982372
60,1.6999999999999997,0.0,0.0,21.845685898377972,24.128970428117814,21.28132250343036,146.79410273208543,21.84409444461102
