,t1,t2,t5
0,23.92445783542137,22.86349520454459,23.026063611790104
1,23.324790020229763,22.78242655089337,23.024551289832978
2,23.686690937416174,22.87289065856132,22.96403943492957
3,24.16762619025751,23.007973622852848,22.978126648010374
4,24.343378140244074,23.099895437066003,23.083629388788648
5,24.149582970758942,22.98795283207034,23.174856482702133
6,23.641805416789232,22.92593858079071,23.11834666894911
7,24.111902933121804,22.840112033183928,23.04607706523664
8,23.443607383861064,22.998786586378145,23.0147112334197
9,23.793944679767648,23.010369372757484,22.9900955829149
10,24.296067372886835,23.22233971496757,23.0845127216528
11,24.235827344138805,23.439727056704307,23.19252609963712
12,23.87225701471029,23.107411423518148,23.16952015659593
13,24.62142775755981,23.334495189807075,23.20280820655817
14,24.189087669014512,23.49349636830909,23.313690264778113
15,23.812799019030685,23.54927497736871,23.362039072819012
16,24.003296847745446,23.18090615824605,23.34738344858663
17,24.448451421043945,23.42223335683427,23.34292993610235
18,23.850689699958753,23.35011777628263,23.333978560725363
19,23.64071523776328,23.14780494910513,23.24437205974537
20,23.899064152674732,23.344114038888264,23.17664191263276
21,24.497091001322737,23.27857021886645,23.192110231914825
22,24.46020752104893,23.38623197732347,23.222729708061767
23,23.67142355114152,23.150970642365287,23.23205237602893
24,23.788096799108306,23.335624011628923,23.15332791364893
25,24.311434837465647,23.36987426989632,23.17818903731117
26,24.17368543893641,23.570525602345448,23.245210831206226
27,23.48196792920061,23.76789306679068,23.334389746367197
28,23.7965078240542,23.531784854761554,23.301999450404164
29,24.399545207472592,23.187581212864288,23.262915872594014
30,24.08891992317861,23.020732456735807,23.16762096137865
31,23.804298094401787,23.19056663176508,23.154265014105768
32,24.439784921455498,23.386909976264462,23.186597423056988
33,24.437643225958467,23.47162632721359,23.299224805392523
34,24.704315413150297,23.136002489586268,23.31971985187419
35,23.85515171755911,23.348540222273606,23.30931185154732
36,23.92082803292716,23.439085376448784,23.293206008872264
37,23.631561463463683,23.63131849149749,23.33183191031732
38,23.81507454718418,23.708189960091143,23.35120452335055
39,24.264261876684042,23.69002127024707,23.31933675279641
40,23.273877085996624,23.61027369144029,23.314642278653487
41,23.59155830035297,23.360274189719075,23.23674429630089
42,24.037884780392872,23.26144942888175,23.21544844292448
43,24.42505389864089,23.470645704857677,23.223288140280534
44,24.574699574783875,23.233133003025195,23.259064185301323
45,23.653394205660682,23.25093202111073,23.265421907270273
46,23.73203242019083,23.512239010372877,23.23207767631456
47,24.29532169704529,23.74478720712378,23.26715397394286
48,24.14234134929591,23.28396044506561,23.282708556382516
49,24.364211776804837,23.55145781333517,23.309429313121683
50,23.34819304041708,23.78213030533113,23.44359364497536
51,24.13353837969061,23.82479682672828,23.428608476118544
52,23.91242295913249,23.776434654575834,23.453372441928483
53,23.902651583606072,23.23701822901717,23.437256294092702
54,24.59373841119291,23.12026052717545,23.31117646067629
55,23.77679388002349,23.282142350794448,23.323164709566683
56,23.862866871325078,23.378890832612363,23.334218590785238
57,23.90635328315054,23.67066011516385,23.369482449315914
58,24.29766753434325,23.709989982066396,23.393489816774
59,24.62380347953149,23.737484031442648,23.441485414627234
60,23.52568079858592,23.356773845048426,23.530357488752788
61,24.179112759675533,23.552581513709914,23.468096338966564
62,24.004933206282054,23.25921851164753,23.4420690741786
63,23.608079808888856,23.45530756266017,23.395596506636878
64,24.046000615201393,23.44943244474069,23.373062733909478
65,24.120219281883305,23.21582249688535,23.346554223412646
66,23.96067554405493,23.34983040573989,23.31567669223305
67,23.613241803869844,23.19421494252736,23.317703089139954
68,24.24480404131432,23.418533950681947,23.28795918483593
69,24.538520505841284,23.12323539427761,23.31399290028577
70,23.63750344111628,23.241706682013607,23.301942761274038
71,23.94412090268804,23.460290679543014,23.31274983543393
72,23.84853068046427,23.55672728353896,23.32721181355523
73,24.12995693554452,23.638116722076038,23.368297783345923
74,23.830083085226182,23.725978500059252,23.452840215449484
75,23.847161875782948,23.81466246216112,23.453733081739067
76,23.546896770351943,23.378266339800838,23.44902789614521
77,23.824010229155466,23.558499642325312,23.38328958172564
78,24.35986202135476,23.17694275120471,23.42099382889327
79,23.40647943014461,23.301068646342,23.346442431318287
80,24.295502086257834,23.066723205895173,23.33844879627823
81,23.46465220244596,23.25812410632833,23.33229913662315
82,24.10355440003389,23.15960451491978,23.273197031413652
83,23.759053812029265,23.308656100423626,23.278356674402925
84,23.417687994440843,23.664711959051317,23.332361335928567
85,23.927881008019515,23.39081411761359,23.37037178121017
86,23.473816715921146,23.16532716565044,23.34290306626399
87,24.352815832939573,23.4662678715535,23.28940263275425
88,23.517462026655306,23.11196391111648,23.34817679877924
89,24.017203636324957,23.347594535675483,23.283100984928907
90,23.71017889891835,23.44879096157651,23.3190449413718
91,23.89223396329763,23.39013158086066,23.3167928543442
92,24.23563651418837,23.543794757434522,23.380460832876768
93,23.918228779950336,23.411017113916106,23.40468132455937
94,23.82148532932723,23.518289571680388,23.42504235461118
95,24.50401250010849,23.80694804029619,23.47647824256964
96,23.549710651801444,23.26780248672891,23.565882203367963
97,24.037411652041932,23.34944201444737,23.41343718554489
98,23.820431882929224,23.67683414254427,23.387772169409644
99,24.26047739255595,23.774390656793972,23.433972980475932
100,23.59746707797841,23.77066718095962,23.46888315135127
