,Unnamed: 0,tout,s,i,t1,t2,t3,m,tret
7000,7000,-1.9916666666666667,42.16666666666666,0.0,23.026063611790104,23.886598725624623,22.86349520454459,109.68581674771566,23.03154446910642
7001,7001,-1.95,46.0,0.0,23.024551289832978,23.36578991101057,22.78242655089337,122.81744918299265,23.02961248355751
7002,7002,-1.9083333333333328,59.16666666666667,0.0,22.96403943492957,23.44961118910261,22.87289065856132,109.59421467053778,22.98067894396727
7003,7003,-1.8666666666666667,72.33333333333333,0.0,22.978126648010374,23.96600851950314,23.007973622852848,69.26374778058515,22.971080351663232
7004,7004,-1.825,85.5,0.0,23.083629388788648,24.231378466948534,23.099895437066003,73.79691651343927,23.055027292628754
7005,7005,-1.7833333333333337,98.66666666666666,0.0,23.174856482702133,24.015436631831466,22.98795283207034,127.77500467739608,23.158503287293787
7006,7006,-1.7416666666666665,111.83333333333331,0.0,23.11834666894911,23.801404462957354,22.92593858079071,105.83853090075421,23.140457467697463
7007,7007,-1.7,125.0,0.0,23.04607706523664,24.04867900932961,22.840112033183928,116.11313785578348,23.064679826955786
7008,7008,-1.6083333333333332,138.16666666666669,0.0,23.0147112334197,23.42611283361435,22.998786586378145,107.62445356937296,23.02734575543015
7009,7009,-1.5166666666666668,151.33333333333334,0.0,22.9900955829149,23.70702492236764,23.010369372757484,88.64628248381443,22.99269634566004
7010,7010,-1.425,164.5,0.0,23.0845127216528,24.228019975658174,23.22233971496757,120.84813229445764,23.05326806701308
7011,7011,-1.3333333333333337,177.66666666666669,0.0,23.19252609963712,23.99350161133534,23.439727056704307,60.505082025934726,23.173342096522287
7012,7012,-1.2416666666666665,190.8333333333333,0.0,23.16952015659593,23.821941131696487,23.107411423518148,65.63817872053171,23.184404598797517
7013,7013,-1.15,204.0,0.0,23.20280820655817,24.52910087603216,23.334495189807075,123.311410936564,23.187762548761558
7014,7014,-1.0583333333333331,219.16666666666669,0.0,23.313690264778113,24.302013094538196,23.49349636830909,105.65616210458178,23.292026985624
7015,7015,-0.9666666666666668,234.33333333333337,0.0,23.362039072819012,23.876441702899452,23.54927497736871,120.49644140261641,23.351477155418753
7016,7016,-0.875,249.5,0.0,23.34738344858663,24.054409077772533,23.18090615824605,95.44202820137262,23.357751302897697
7017,7017,-0.7833333333333332,264.66666666666663,0.0,23.34292993610235,24.517092933845486,23.42223335683427,123.070877891343,23.340617190596753
7018,7018,-0.6916666666666667,279.83333333333337,0.0,23.333978560725363,23.70087771179977,23.35011777628263,114.81278049771765,23.34794723966398
7019,7019,-0.6,295.0,0.0,23.24437205974537,23.595413367461962,23.14780494910513,78.9080219835573,23.27224702902285
7020,7020,-0.5499999999999999,310.16666666666663,0.0,23.17664191263276,23.925420088780733,23.344114038888264,115.28701795250522,23.18984505750235
7021,7021,-0.5,325.33333333333337,0.0,23.192110231914825,24.476658461881094,23.27857021886645,66.54770730017518,23.18866493986804
7022,7022,-0.45,340.5,0.0,23.222729708061763,24.284931323005424,23.38623197732347,106.55032434942923,23.216713116726797
7023,7023,-0.4,355.66666666666663,0.0,23.23205237602893,23.704245129988145,23.150970642365287,100.9324920636911,23.23850497159685
