,tout,s,i,t1,t2,t3,sp0,sp,m,rh
4904,-8.625,0.0,9266.612164555145,22.913672601739005,23.401973014454416,22.735797524245573,24.96,24.96,75.43075106796633,410646.148833538
4905,-8.716666666666667,0.0,9266.612164555145,22.947184926011968,23.874066071394637,22.802944346235428,24.47,24.47,73.90659689200871,407963.4681792826
4906,-8.808333333333334,0.0,9266.612164555145,22.853303564882836,23.63185028902155,22.833125979384103,24.090000000000003,24.090000000000003,75.43075106796633,413602.23328091606
4907,-8.9,0.0,9266.612164555145,22.82935524504476,23.555244094720933,22.79299310251152,24.960000000000008,24.960000000000008,73.68380804839457,410741.04996177903
4908,-8.941666666666668,0.0,9266.612164555145,22.872238648441073,23.285908486917343,22.774564203649202,24.59,24.59,75.16667270121505,410108.234369452
4909,-8.983333333333336,0.0,9266.612164555145,22.8893982359863,23.78034755841987,22.783449400160517,24.6,24.6,75.4307510679663,410643.6228683721
4910,-9.025,0.0,9266.612164555145,22.806388400584282,23.626380714317875,22.792077797387858,24.36,24.36,75.43075106796633,413731.5904917116
4911,-9.066666666666668,0.0,9266.612164555145,22.85455250015884,23.763699361944724,22.839853384875298,24.99000000000001,24.99000000000001,75.43075106796636,410606.26371375105
4912,-9.108333333333336,0.0,9266.612164555145,22.780444847648482,23.003118898985203,22.79162058541481,23.71,23.71,75.43075106796633,413616.7747428648
4913,-9.15,0.0,9266.612164555145,22.849052205196227,23.502959658411115,22.758368644340145,23.01,23.01,75.43075106796633,409943.19046824815
4914,-9.191666666666668,0.0,9266.612164555145,22.791005849448123,23.179745288565975,22.73827099767185,24.91,24.91,73.74826023656843,411786.69428206835
4915,-9.233333333333336,0.0,9266.612164555145,22.85203739837705,23.57936978218303,22.74551450402781,23.96,23.96,75.43075106796633,410539.7256939123
4916,-9.275,0.0,9266.612164555145,22.88300829135271,23.71146178216368,22.80772619812972,23.43,23.43,74.31928200321478,408636.95303996315
4917,-9.316666666666668,0.0,9266.612164555145,22.90684804282909,23.62950990467492,22.82084739863956,24.97,24.97,74.38422944016921,408820.4045006448
4918,-9.358333333333336,0.0,9266.612164555145,22.90411224695765,23.72774019012454,22.842866588600764,24.12,24.12,75.43075106796633,410715.0147994339
4919,-9.4,0.0,9266.612164555145,22.919744618120504,23.852442654117926,22.832706175715767,23.1,23.1,75.43075106796633,409670.48947855836
4920,-9.45,0.0,9266.612164555145,22.93058570558321,23.89618330523943,22.861381103272127,23.06,23.06,75.43075106796633,409944.78242526425
4921,-9.5,0.0,9266.612164555145,22.943092196928234,24.109824960358935,22.91626536314197,23.57,23.57,73.70164675677222,407809.06645220914
4922,-9.55,0.0,9266.612164555145,22.825081623936683,23.69931063865155,22.918374156290568,24.44000000000001,24.44000000000001,75.43075106796633,413711.0726382883
4923,-9.600000000000003,0.0,9266.612164555145,22.763736504992586,23.280877546280312,22.78137733734025,24.47,24.47,75.03870750223246,413088.8523405896
4924,-9.65,0.0,9266.612164555145,22.810697011223887,23.600168759808092,22.76631578119851,25.0,25.0,75.43075106796633,410620.97653147945
4925,-9.7,0.0,9266.612164555145,22.734385334293517,23.326338343399936,22.74967417366935,23.85,23.85,75.43075106796633,414360.7269705799
4926,-9.75,0.0,9266.612164555145,22.80023564956036,23.390299606075374,22.713356065166874,25.0,25.0,75.43075106796633,410552.8639499458
4927,-9.8,0.0,9266.612164555145,22.885426803871603,23.607197663845913,22.736368731305646,23.01,23.01,73.63116782580931,407062.960454464
4928,-9.85,0.0,9266.612164555145,22.895056487376237,23.764291781833723,22.783954772648983,23.700000000000006,23.700000000000006,73.90659689200871,408166.29353553563
4929,-9.9,0.0,9266.612164555145,22.947288753716606,24.148342896764667,22.86240760460335,24.76,24.76,69.71517290812525,401404.05442950054
4930,-9.95,0.0,9266.612164555145,22.870696231652357,23.30088956780881,22.852797879876967,24.43,24.43,73.71647268332241,410545.9182185577
4931,-10.0,0.0,9266.612164555145,22.87464216411682,23.652184368530033,22.806096907922377,24.67,24.67,75.43075106796633,410836.57919909665
4932,-10.05,0.0,9266.612164555145,22.877974997423305,23.830303792240155,22.806419121925146,24.69000000000001,24.69000000000001,75.43075106796633,410398.1656041096
4933,-10.100000000000003,0.0,9266.612164555145,22.883596705698004,23.6924762186303,22.795812523098736,24.909999999999997,24.909999999999997,75.3594793519712,410359.2002822141
4934,-10.15,0.0,9266.612164555145,22.87309990880919,23.555833327062185,22.778713641918674,23.939999999999994,23.939999999999994,75.28238894111712,410283.108924976
4935,-10.2,0.0,9266.612164555145,22.79959566279291,23.136911262367548,22.726812525685617,23.000000000000004,23.000000000000004,75.43075106796633,412899.5690970898
4936,-10.25,0.0,9266.612164555145,22.824439001906107,23.60094159846558,22.728522270670926,24.84,24.84,75.43075106796633,410506.835698862
4937,-10.3,0.0,9266.612164555145,22.842214833065448,23.41684846705464,22.71192049433145,23.91,23.91,75.43075106796633,410221.82922407356
4938,-10.35,0.0,9266.612164555145,22.87721331503092,23.83780360026138,22.753311325977116,23.810000000000013,23.810000000000013,71.37930239459007,404245.52480957296
4939,-10.4,0.0,9266.612164555145,22.79412324428626,23.570138747959916,22.795530144406857,23.52,23.52,75.05092211388431,413506.63047405245
4940,-10.45,0.0,9266.612164555145,22.856765863698,24.019504420656748,22.7952267748546,23.549999999999965,23.549999999999965,72.89049410803686,406607.68395546277
4941,-10.5,0.0,9266.612164555145,22.75898074180678,23.73312254937061,22.83957259293723,24.55,24.55,75.43075106796633,413536.0535921248
4942,-10.55,0.0,9266.612164555145,22.811539879261613,23.94586088373351,22.85676009676836,24.770000000000003,24.770000000000003,74.22183310719095,408791.1729759177
4943,-10.6,0.0,9266.612164555145,22.76158454817431,23.170347713536845,22.810829492907324,24.88,24.88,73.40776110815557,410367.37763026037
4944,-10.641666666666667,0.0,9266.612164555145,22.794491039815572,23.476896418828943,22.74841476709056,24.98,24.98,75.43075106796633,410536.2278259083
4945,-10.683333333333334,0.0,9266.612164555145,22.85740572469905,23.668316734415654,22.71588379782867,23.119999999999994,23.119999999999994,74.77734512507651,408328.17012150574
4946,-10.725,0.0,9266.612164555145,22.847696418828072,23.578375380575874,22.73533380599428,24.03,24.03,75.43075106796633,410505.7644276892
4947,-10.766666666666667,0.0,9266.612164555145,22.73128141107862,23.135276438898586,22.68731604381286,23.77000000000001,23.77000000000001,75.43075106796636,414109.1215874447
4948,-10.808333333333335,0.0,9266.612164555145,22.80636020001197,23.706747459435405,22.642415201646518,23.22,23.22,72.28292285580866,405863.2667451542
4949,-10.85,0.0,9266.612164555145,22.811396571231704,23.47946818257156,22.682663671608676,24.82,24.82,75.18599904246705,410089.58130316477
4950,-10.891666666666666,0.0,9266.612164555145,22.84355112664689,23.421686867377275,22.727454578575482,23.990000000000006,23.990000000000006,73.53016181603327,407553.96284366486
4951,-10.933333333333335,0.0,9266.612164555145,22.83371016450336,23.33570257302849,22.71895034825182,24.68,24.68,75.43075106796633,410448.0711273599
4952,-10.975,0.0,9266.612164555145,22.83014350116428,23.57613212138146,22.729581618464522,24.959999999999965,24.959999999999965,75.42277409696756,410676.39525029407
4953,-11.016666666666666,0.0,9266.612164555145,22.854203501200782,23.7465473078576,22.73186907669887,23.04,23.04,75.18818861414955,409468.84988496837
4954,-11.058333333333335,0.0,9266.612164555145,22.84460333908689,24.015038420747487,22.79766047236386,24.799999999999965,24.799999999999965,75.43075106796623,410606.29470979725
4955,-11.1,0.0,9266.612164555145,22.860738038176393,24.129507978036344,22.841930557941108,23.07,23.07,75.43075106796633,409839.34526304924
4956,-11.15,0.0,10475.672930256678,22.78048893656994,23.5174441721201,22.813889586810816,23.62,23.62,73.66290451138772,410794.34706027526
4957,-11.2,0.0,10475.672930256678,22.81294566796873,23.692622111746886,22.716413111719678,23.01,23.01,75.43075106796633,410080.16810124676
4958,-11.25,0.0,10475.672930256678,22.81829004022195,23.577535024130803,22.70139395281832,23.40999999999999,23.40999999999999,75.4307510679663,410489.1155867417
4959,-11.3,0.0,10475.672930256678,22.860836477726846,23.937576901635275,22.712508662148892,24.75000000000001,24.75000000000001,70.48068628829483,402612.36547564965
4960,-11.349999999999998,0.0,10475.672930256678,22.86768516943399,23.843665747176733,22.771287778990796,24.21,24.21,73.94043371731141,408024.4019022344
4961,-11.4,0.0,10475.672930256678,22.889440675011095,24.106559080034224,22.84857741614761,23.86,23.86,71.2617994066924,403994.09044173936
4962,-11.45,0.0,10475.672930256678,22.78263045081782,23.43927720212581,22.773357612044073,24.14,24.14,75.43075106796633,413356.0447439661
4963,-11.5,0.0,10475.672930256678,22.83069513077614,23.330964234904727,22.74022779709945,23.05,23.05,75.43075106796633,409771.3818098917
4964,-11.55,0.0,10475.672930256678,22.852228202509387,23.523493698444796,22.73566610425072,24.340000000000003,24.340000000000003,73.06844054635509,406784.2358821078
4965,-11.6,0.0,10475.672930256678,22.84233250223209,23.777232581532942,22.72755138121624,23.379999999999967,23.379999999999967,75.43075106796623,410606.23350025126
